NAME	DESCRIPTION	HMDA-HMDA-_1	HMDA-HMDA-_2	HMDA-HMDA-_3	HMDA-M9-_1	HMDA-M9-_2	HMDA-M9-_3	MG1655-HMDA-_1	MG1655-HMDA-_2	MG1655-HMDA-_3	MG1655-M9-_1	MG1655-M9-_2	MG1655-M9-_3
emtA	b1193	61.7224	62.9924	43.9469	53.7949	96.6974	85.6659	186.107	127.95100000000001	133.967	114.211	88.9165	144.889
pdhR	b0113	206.072	213.27200000000002	240.667	260.256	407.00199999999995	275.022	540.85	147.99	191.06799999999998	211.863	242.755	212.157
ymgE	b1195	29.8547	60.50899999999999	18.6657	254.69299999999998	9.8595	339.235	78.8701	156.121	135.928	122.039	52.8751	72.1259
ycgY	b1196	16.1521	9.06248	18.7598	22.6175	4.85113	21.6433	4.8468800000000005	11.5887	6.21277	9.59115	13.4348	14.2506
dhaR	b1201	35.709	35.8065	30.421	41.1573	35.1854	46.2857	31.66	26.0112	26.066	21.1455	18.7175	22.8842
ychH	b1205	120.294	128.821	118.49600000000001	345.56199999999995	138.709	230.831	571.982	1562.4	1658.45	112.896	50.803999999999995	106.831
hemA	b1210	115.01799999999999	164.07299999999998	134.463	154.7	153.128	139.74200000000002	102.574	107.149	116.865	81.9648	80.7788	90.6066
ychQ	b1213	138.29	165.18900000000002	215.106	82.515	126.712	115.652	107.47	64.6389	83.6541	115.459	150.984	121.65899999999999
prmC	b1212	79.2713	113.447	116.075	86.8921	90.3955	81.9192	53.2838	36.6944	40.4177	53.555	56.706	40.9204
prfA	b1211	143.891	187.643	185.44299999999998	160.19299999999998	167.37400000000002	173.74400000000003	128.394	106.03399999999999	100.587	113.00399999999999	145.391	98.7138
ychA	b1214	217.817	271.638	258.2	169.043	230.232	174.51	165.72299999999998	168.329	166.347	202.44400000000002	187.679	206.437
kdsA	b1215	591.258	647.544	695.9830000000001	791.324	727.758	831.9	451.019	505.724	522.43	465.349	464.16	527.361
aceE	b0114	873.872	1036.26	985.6	1736.17	2018.85	1585.58	1747.24	2510.42	2299.53	1695.51	1481.36	2244.24
chaB	b1217	92.7094	121.17299999999999	106.65700000000001	84.8385	23.4383	151.078	96.24	149.189	146.019	124.163	118.18700000000001	101.40799999999999
chaC	b1218	68.9957	80.7085	64.4762	68.3713	42.5101	87.3177	65.3348	81.5806	82.9965	78.6338	71.4925	60.9827
ychO	b1220	43.1279	46.2668	49.4748	27.9577	18.4331	25.1576	50.6527	32.1521	38.681	35.0072	41.2035	28.8572
narK	b1223	1.7399099999999998	2.5257099999999997	1.9018599999999999	39.4026	7.7434	8.15653	9.5372	50.6407	38.7169	1.4463700000000002	2.02399	1.69115
narG	b1224	8.882710000000001	9.8361	9.38119	42.7249	9.268310000000001	16.7891	13.526	93.1502	60.117	3.4665800000000004	3.99798	3.3789300000000004
narH	b1225	9.221110000000001	9.325569999999999	8.30908	16.9779	11.5379	17.3895	9.5793	10.7959	9.97146	6.0259	5.6192400000000005	5.98161
narJ	b1226	10.2625	10.1902	10.8107	13.1609	10.6533	16.3975	14.0388	9.25341	8.1569	5.87084	7.09665	4.8857
narI	b1227	8.40188	13.2377	11.0444	16.2585	9.31822	20.4029	8.51582	12.2042	15.6367	8.026110000000001	6.65096	6.589639999999999
rssA	b1234	155.241	190.864	175.011	157.17700000000002	136.711	210.78099999999998	201.88299999999998	180.88299999999998	149.398	153.172	172.33900000000003	148.24
rssB	b1235	119.119	126.14299999999999	127.73	176.041	105.355	232.385	107.573	122.705	110.005	149.511	144.638	111.755
aceF	b0115	540.703	664.311	605.717	974.793	1273.08	939.0889999999999	1035.28	1554.82	1468.87	1072.91	917.93	1374.33
galU	b1236	326.839	343.55699999999996	335.72	956.485	725.706	1224.37	376.837	400.926	403.73800000000006	522.27	564.9490000000001	570.752
tdk	b1238	182.55200000000002	179.824	213.118	93.2737	219.507	109.171	132.25	66.4195	66.5887	139.918	138.67700000000002	155.565
ychE	b1242	28.1047	38.8621	35.3839	64.3311	38.843	40.8988	15.3322	25.8786	20.9549	12.3047	14.8233	10.2897
oppA	b1243	3188.06	3254.98	3970.91	2662.47	2217.68	2757.04	4923.67	5740.93	5041.49	1268.04	1260.96	1412.21
oppB	b1244	1174.43	971.1310000000001	1985.56	306.619	429.162	389.254	1300.2	1029.96	1087.58	337.423	453.389	355.615
oppC	b1245	1066.49	1104.03	1262.17	424.849	403.923	362.85	1451.83	1122.79	1243.08	314.328	291.495	331.095
oppF	b1247	612.768	831.2710000000001	682.275	386.099	352.661	334.82	831.9110000000001	1214.82	1143.97	223.06400000000002	172.477	243.47400000000002
oppD	b1246	611.585	836.84	863.55	349.744	377.945	337.20099999999996	859.373	1135.39	1136.98	223.856	230.885	246.394
yciY	b4595	177.6	366.667	296.547	430.588	831.6410000000001	530.225	458.009	329.369	372.876	361.22	306.589	379.574
tonB	b1252	237.065	286.445	310.965	380.379	474.099	278.58099999999996	500.82599999999996	339.759	357.916	357.441	408.496	352.704
lpd	b0116	1948.2	2438.67	1970.32	1716.91	2444.8	1911.02	2040.74	2433.16	2448.25	2236.14	2018.48	2894.32
ompW	b1256	7.3928199999999995	4.79632	6.70715	145.717	133.253	73.8075	73.6089	107.98899999999999	125.214	22.5766	45.4874	23.5886
yciO	b1267	204.41	221.668	206.99	221.688	136.756	201.05900000000003	255.667	254.662	218.428	229.19400000000002	222.81599999999997	212.697
yciV	b1266	155.80200000000002	151.284	174.983	108.83200000000001	128.07	90.7987	191.826	130.5	155.24	170.606	187.94400000000002	158.636
yciQ	b1268	12.4804	13.9652	11.6685	20.5827	15.7012	22.7097	12.9606	13.1185	12.7007	16.1123	15.3625	15.2994
rluB	b1269	135.955	206.94299999999998	147.678	106.079	290.046	120.78399999999999	189.449	234.30200000000002	230.438	227.051	231.09099999999998	283.51599999999996
sohB	b1272	143.506	146.35	152.602	306.077	268.95799999999997	354.13699999999994	249.38400000000001	264.738	262.904	228.487	221.984	269.418
topA	b1274	298.16	334.30199999999996	336.483	258.54	413.24300000000005	240.326	427.778	347.977	388.01099999999997	341.254	336.334	381.027
cysB	b1275	513.178	544.049	641.09	196.493	271.654	176.213	465.164	406.68	425.626	205.445	186.59799999999998	316.828
ymiA	b4522	13.9832	49.8987	9.57138	30.3978	113.29899999999999	61.2431	0.0	38.6012	44.3817	27.9072	30.2694	26.2573
yciX	b4523	190.90400000000002	148.68	174.892	219.623	223.049	152.187	274.39	38.26	60.2528	361.705	301.903	199.787
acnB	b0118	1183.02	1390.08	1220.05	1285.9	1364.9	1348.33	1524.84	1643.58	1684.34	1990.78	1747.37	2642.35
acnA	b1276	348.67400000000004	342.68300000000005	356.599	430.35699999999997	141.989	657.822	493.38599999999997	458.16	468.014	369.61800000000005	376.596	303.546
pgpB	b1278	62.0847	74.4123	69.4464	84.2898	42.2535	66.2899	87.4521	94.6897	95.3515	65.5754	67.5078	66.8823
yciS	b1279	369.267	391.702	411.52	346.911	383.921	307.764	329.975	438.20599999999996	447.267	282.569	313.10200000000003	366.856
yciM	b1280	102.831	126.09200000000001	109.781	96.7084	116.866	97.6544	92.9898	93.1443	73.1669	76.1882	76.4643	83.4591
pyrF	b1281	188.203	219.262	223.808	92.7488	494.69599999999997	105.40299999999999	293.53700000000003	155.434	189.245	342.54400000000004	326.632	506.31199999999995
yciH	b1282	510.957	362.686	700.572	190.582	691.09	129.451	996.773	182.80700000000002	279.72900000000004	708.7819999999999	895.648	884.495
ymiB	b4672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
puuD	b1298	13.9376	14.8558	12.7015	21.7737	36.1202	60.5255	2.3014200000000002	6.21171	5.41213	112.184	132.595	91.9848
puuR	b1299	62.1227	68.1557	48.6407	91.3323	103.27799999999999	152.375	58.3454	49.8188	61.0688	197.732	213.247	170.625
puuC	b1300	20.0031	13.1224	15.2691	126.99	47.2465	130.07299999999998	9.13618	7.251189999999999	7.82448	115.285	143.566	93.4745
yacL	b0119	493.335	369.707	593.068	505.87	225.828	342.358	522.804	347.31800000000004	366.69	317.552	512.61	260.986
puuB	b1301	8.535039999999999	7.9044	9.00516	83.6254	32.6905	100.7	4.675590000000001	3.45882	4.768009999999999	68.5837	78.5116	63.4281
puuE	b1302	9.29133	6.08381	6.5427800000000005	89.4031	29.4354	94.5977	3.82196	3.14094	3.4022900000000003	51.4285	70.1249	64.9197
pspA	b1304	205.545	156.92	200.333	158.105	224.828	100.538	211.783	180.235	182.265	132.811	124.229	176.435
pspC	b1306	31.8932	20.3616	36.1396	34.919000000000004	34.1441	39.6944	17.3442	43.7612	32.2222	18.6538	18.7053	25.3141
pspB	b1305	89.1527	56.0493	59.5062	25.4288	78.1444	82.1327	36.4782	96.6695	87.2458	48.2385	36.8823	83.838
pspD	b1307	38.8012	42.7158	46.556000000000004	32.0523	24.5979	16.3772	33.2656	35.033	28.3896	7.81837	27.0152	19.5618
pspE	b1308	70.3937	73.5873	68.0446	105.18	151.524	102.34	122.714	177.32299999999998	178.922	124.26899999999999	89.4469	104.30799999999999
ycjM	b1309	1.61615	1.8556599999999999	2.9066400000000003	0.8840629999999999	1.5249	2.0223400000000002	1.0153299999999998	1.2152	0.884086	1.09004	1.2334100000000001	1.9915200000000002
ycjN	b1310	2.10723	1.44285	2.3974599999999997	0.754483	0.781355	0.891324	0.7964760000000001	1.0005700000000002	0.8950790000000001	0.39613200000000004	0.40571199999999996	1.12782
ycjP	b1312	1.8637599999999999	2.16053	2.06909	3.5617199999999998	3.97988	2.8357	0.9006360000000001	2.92938	2.39673	0.648568	0.0	2.6169700000000002
mog	b0009	190.168	163.569	212.28099999999998	122.87100000000001	121.255	118.154	130.648	136.891	154.955	68.1364	79.6482	85.2551
cueO	b0123	143.311	143.585	127.15899999999999	114.24799999999999	78.2293	142.078	217.28099999999998	215.081	215.166	78.8789	81.0647	68.6819
ycjO	b1311	0.9859700000000001	1.36111	0.710309	1.70891	1.2463899999999999	1.6388	0.981261	0.361021	0.37375	2.14261	1.56552	1.82037
ycjQ	b1313	5.72286	4.28523	7.37907	13.7964	3.5272900000000003	10.2025	4.07258	5.87899	2.72277	4.57149	6.42255	3.22018
ycjR	b1314	5.10272	3.09563	3.31244	8.3592	4.79138	10.1003	3.10396	3.40427	3.25632	5.00568	4.377190000000001	3.8875900000000003
ycjU	b1317	1.46549	0.962976	0.8054979999999999	2.1019400000000004	2.43499	1.81883	1.12205	0.770039	0.762696	2.1515400000000002	0.889589	1.01577
ycjT	b1316	3.70391	2.51733	4.16413	6.66495	5.7230099999999995	6.5066	3.35996	4.32673	2.6413599999999997	3.00108	3.25703	2.87825
ycjS	b1315	9.36558	5.97031	9.9023	10.6256	7.32238	9.63932	10.8882	4.99866	5.3837	8.55439	9.33761	6.62096
ycjV	b4524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ompG	b1319	2.70416	1.68009	4.65379	2.69922	6.36522	2.81235	0.670892	0.740321	1.0403	1.01457	0.27842	0.25451799999999997
ycjF	b1322	32.0897	30.0169	33.785	54.1821	64.0342	48.2383	40.0009	45.8797	50.1499	34.0478	31.9508	29.601
ycjX	b1321	34.8544	26.9151	33.5022	35.6701	56.9542	39.6246	38.0168	41.021	46.1162	26.1829	25.128	30.3792
hpt	b0125	399.81300000000005	426.342	494.82800000000003	254.678	439.81800000000004	278.092	217.799	248.27	233.345	369.82	378.798	409.874
tyrR	b1323	108.147	118.696	108.91799999999999	201.146	162.378	209.47299999999998	153.591	218.885	214.69099999999997	130.365	115.865	150.165
ycjG	b1325	85.4436	61.4952	99.7193	110.314	69.9414	110.677	110.069	74.9122	76.7741	65.7097	81.8573	60.9286
pgrR	b1328	41.2572	38.0809	46.9304	40.1734	41.4383	51.4341	23.9444	23.2674	25.726999999999997	30.7635	31.8191	34.1277
mppA	b1329	36.8037	36.6703	33.9957	61.7697	79.6154	103.96700000000001	31.6978	26.6338	25.6526	49.2737	52.3259	50.2782
ynaJ	b1332	610.5369999999999	1075.21	694.584	1199.33	1585.54	1564.51	895.699	806.546	912.99	1203.78	1101.7	1605.21
abgR	b1339	27.7283	24.8423	25.0524	13.0088	24.6151	10.4872	30.944000000000003	20.5523	21.8088	15.7951	17.8274	29.1026
smrA	b1340	180.08700000000002	138.418	185.581	69.2328	79.2638	53.4746	191.76	90.5056	125.205	47.6865	54.4411	67.3435
ydaN	b1342	74.0644	65.1607	62.1875	111.34200000000001	50.9783	149.753	85.0298	119.83200000000001	119.495	71.7805	62.2107	75.3252
dbpA	b1343	68.8932	73.1654	71.4093	56.231	76.5469	58.9409	91.3539	76.6689	75.6514	76.1306	82.3786	69.0629
yadH	b0128	145.281	137.6	168.737	269.67	158.251	226.968	128.881	144.782	133.605	156.776	146.274	156.439
sieB	b1353	1.96642	5.4741	4.2649099999999995	2.8447299999999998	18.8532	9.28439	0.0	6.02069	4.06391	3.3668199999999997	1.9348299999999998	7.494
ydaS	b1357	2.61846	7.16915	0.0	13.0144	18.1973	23.8172	4.82929	2.81316	9.23272	10.6635	3.3549900000000004	7.5755300000000005
ydaT	b1358	3.14277	5.32276	0.73152	10.3742	5.52775	7.74747	6.2083699999999995	4.1583	4.3565	4.9720699999999995	3.81912	4.40492
ydaU	b1359	8.529919999999999	6.02529	7.861330000000001	14.7803	11.5828	13.9642	9.83871	8.02028	9.13593	9.7903	8.99903	6.72063
ydaW	b1361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ydaV	b1360	4.2971699999999995	3.60581	3.69297	12.2784	10.4925	12.275	2.55525	5.65267	6.10859	5.92778	1.4652399999999999	3.8739
rzpR	b1362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
trkG	b1363	38.7393	39.9104	56.1343	50.2129	52.7562	56.5102	54.2931	45.6023	51.5122	41.2669	40.3975	41.5747
ydaY	b1366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ynaK	b1365	30.1931	29.1493	25.8973	13.821	31.4983	15.065999999999999	3.36001	4.10574	4.62174	8.95936	7.24112	6.83971
yadG	b0127	146.997	146.329	149.871	203.37599999999998	153.703	222.636	120.13799999999999	103.086	96.9328	126.113	153.326	138.066
tmpR	b1368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stfR	b1372	4.6904699999999995	4.00415	5.8285	6.29902	4.95256	5.16094	6.08063	3.69751	5.289619999999999	3.57617	3.5772699999999995	2.47752
tfaR	b1373	2.3277099999999997	1.3329600000000001	1.9282599999999999	8.07601	4.97035	9.99035	2.96627	3.21592	0.47376599999999996	0.9227780000000001	1.41868	2.85413
ydbJ	b4529	82.3334	86.1997	81.9514	155.80200000000002	184.77900000000002	231.71099999999998	200.028	199.74400000000003	165.985	273.099	150.857	271.873
ynbE	b1382	21.1088	18.3044	27.5342	30.8484	34.6009	36.4248	58.9588	58.0924	35.6299	31.0461	38.1753	35.2123
ydbH	b1381	34.9535	34.0804	34.9032	17.5297	18.8309	14.5159	43.8261	40.7888	43.8897	26.3079	23.2184	27.5274
ydbL	b1383	188.24900000000002	118.84700000000001	187.377	124.559	74.4331	75.6104	257.47900000000004	57.9384	87.126	183.065	273.726	150.765
feaB	b1385	21.7448	20.3306	20.0383	23.8916	28.2594	39.6034	24.8662	25.0655	26.3626	25.4661	23.0096	27.9995
yadI	b0129	30.1163	39.1393	31.2809	44.7372	33.0614	50.8557	21.623	43.9551	32.6267	18.4912	21.0144	23.2174
paaA	b1388	2.9081200000000003	1.61609	3.22926	3.1936	2.3343	2.40893	0.9569979999999999	0.7280409999999999	0.0	1.96745	0.5268930000000001	1.01482
paaB	b1389	6.45069	2.8552	0.0	3.3561900000000002	4.93012	8.13279	6.82375	0.0	3.03036	1.48908	1.57669	4.45485
paaC	b1390	3.92339	2.3745700000000003	3.4709	2.9566	5.24864	6.962160000000001	1.9771	1.26273	2.26105	1.8230400000000002	1.9016	0.9363819999999999
paaD	b1391	3.8984900000000002	2.32009	5.159680000000001	4.567740000000001	4.6224	5.87162	1.37396	0.969651	1.6059700000000001	2.9579	2.7913799999999998	3.04285
paaF	b1393	3.1545	6.5298099999999994	4.74656	5.55959	3.05943	6.40655	5.17813	3.8047699999999995	3.9926800000000005	5.49458	3.30385	2.27546
paaE	b1392	5.35462	5.15572	5.0631	7.5301	4.92893	11.8626	3.71377	5.01619	3.30174	4.2778599999999996	2.32639	3.15942
paaG	b1394	2.91751	3.5219	6.35452	4.5802	3.2791	6.50436	4.90902	2.68744	3.8109	4.43381	3.52546	2.57808
paaJ	b1397	18.5484	21.4635	17.817999999999998	19.8483	20.4508	25.1061	19.7358	17.2472	17.7632	15.9616	23.1798	22.5499
paaI	b1396	4.44148	9.23353	4.92863	15.2835	11.4514	20.3003	8.8518	11.4306	11.0214	8.59736	9.88608	5.401269999999999
paaH	b1395	4.05924	3.7099599999999997	4.369269999999999	7.9097800000000005	6.8778	7.84019	3.5594699999999997	4.19361	5.09021	3.38935	3.7186800000000004	3.7061699999999997
yadE	b0130	39.7262	31.7311	36.8926	34.7495	20.8655	28.5794	21.4468	17.1125	20.9729	18.5734	19.6051	12.5221
paaK	b1398	31.1266	26.3507	27.2312	36.3259	23.8786	34.0289	23.2062	14.6039	18.2811	21.1214	23.6894	19.0482
paaY	b1400	58.0164	71.3914	71.2577	118.551	59.2726	165.63	65.8549	97.0748	92.4914	72.5377	75.7991	71.5153
paaX	b1399	78.3637	76.067	83.3274	86.7571	45.2285	99.1304	88.3317	108.465	109.477	63.2166	54.4676	56.163999999999994
ydbC	b1406	28.0915	31.1363	30.8301	78.0352	25.3802	93.5626	39.4103	40.5113	41.3796	63.9526	72.1246	59.93
ydbD	b1407	10.2799	9.14398	11.4227	12.2659	14.5576	15.0181	2.8704099999999997	2.6314	1.70419	2.7922599999999997	3.22118	1.9639099999999998
ynbA	b1408	0.841785	0.948707	0.883993	1.21705	0.93343	2.16947	0.0	0.0	0.0	0.0	0.47745	0.512177
yadD	b0132	27.146	24.1021	24.1169	37.0213	26.8787	19.8941	37.5726	14.9949	21.9075	22.4253	24.9728	26.7653
ynbB	b1409	0.7491220000000001	1.57025	0.6334569999999999	1.1490799999999999	2.24518	2.42395	0.0	0.0	0.24371900000000002	0.226471	0.649153	0.0
ynbC	b1410	8.26828	8.07646	8.321810000000001	10.384	11.1142	11.1458	5.58129	6.05106	6.5224	5.82981	5.01344	6.2112300000000005
ynbD	b1411	13.8616	16.88	15.5799	25.9149	20.4043	25.5357	10.4627	13.1365	12.0805	10.6037	10.4989	12.9788
hrpA	b1413	109.125	131.083	128.101	102.295	114.196	88.6815	111.025	140.011	134.494	86.0436	77.6836	86.5767
ydcF	b1414	111.82600000000001	83.5872	92.79299999999999	121.28399999999999	82.7772	116.546	127.977	120.435	119.345	81.3906	69.5764	83.3637
aldA	b1415	710.2719999999999	450.324	547.194	376.957	499.332	271.752	585.461	370.907	438.98900000000003	593.872	669.12	750.2819999999999
cybB	b1418	206.553	248.23	274.637	679.5239999999999	758.086	766.222	423.00300000000004	293.796	309.33	263.83099999999996	248.873	363.60400000000004
ydcA	b1419	47.8585	26.7835	20.1056	74.8882	108.67	138.547	169.382	143.70600000000002	80.3282	37.5964	86.5931	8.652460000000001
trg	b1421	12.5908	13.7387	14.5057	22.1119	13.6745	15.0344	7.04904	7.294230000000001	6.3467199999999995	6.31149	6.68162	7.000139999999999
ydcJ	b1423	24.3851	21.8296	21.1169	16.1285	11.2716	26.9364	13.0355	20.5968	18.0102	10.3575	8.89498	10.4461
hrpB	b0148	58.2857	57.7455	56.5037	35.4094	40.3231	36.202	56.943999999999996	52.9151	57.1944	37.278	34.368	39.0657
opgD	b1424	78.3841	82.6424	84.2007	78.2932	133.548	87.8526	75.1962	68.5407	81.4753	93.0894	83.9877	112.36200000000001
ydcH	b1426	126.762	94.1431	100.147	321.425	213.22299999999998	273.137	279.58299999999997	879.3739999999999	861.672	139.465	122.64	130.039
rimL	b1427	39.7565	51.9559	55.7692	103.221	97.152	125.051	48.4963	70.041	77.0021	66.8502	67.8138	76.6118
tehA	b1429	33.7188	31.4175	37.2969	42.6946	38.9922	40.2256	72.4845	57.5084	58.0295	41.3777	42.6679	40.9328
tehB	b1430	87.2349	91.2807	85.9831	133.23	119.735	215.271	245.282	263.943	259.552	165.688	197.28099999999998	196.782
ydcL	b1431	100.75399999999999	81.5207	75.1116	498.98900000000003	149.298	563.543	129.385	90.6351	89.0155	289.281	243.794	206.706
insQ	b1432	25.3202	31.3803	27.4296	55.7289	32.9076	46.8459	96.1889	125.387	132.681	50.1219	39.1106	52.9872
ydcN	b1434	63.5019	72.0476	87.1738	41.0837	35.1646	25.2127	67.3052	35.2726	47.2835	34.1501	28.538	48.5658
ydcP	b1435	56.3155	60.165	67.2079	66.568	166.935	60.3713	92.2994	68.058	70.2502	93.9786	98.4354	102.52
hicA	b4532	11.5576	12.8635	7.5121199999999995	4.99136	54.2463	26.1385	14.1255	18.5132	27.5596	14.0683	0.0	0.0
mrcB	b0149	65.4026	76.5577	69.525	76.6737	88.8793	95.8286	65.663	63.0163	67.2401	72.1265	70.5578	70.7366
hicB	b1438	49.4412	37.5461	50.1029	109.07700000000001	81.4304	91.3125	65.4143	68.1643	69.2807	84.4543	65.2778	69.3352
ydcR	b1439	40.9643	35.8643	50.7539	30.225	52.1199	36.8468	54.6313	26.6031	30.6464	46.7587	44.6507	47.1487
ydcS	b1440	37.1656	38.3609	31.61	58.52	19.1387	75.5206	32.5971	38.8862	41.2043	27.6596	25.3954	22.349
ydcT	b1441	27.7778	20.8237	15.6399	20.4952	6.74442	31.1527	17.9082	18.1666	16.1505	10.0673	12.7504	12.815
ydcV	b1443	18.6748	22.3934	23.6762	23.241999999999997	7.183860000000001	29.2372	13.8852	16.0182	14.4486	22.5378	27.1714	16.4911
ydcU	b1442	15.9437	16.1789	14.4627	13.0189	10.0224	19.5963	12.1115	12.8893	12.5486	8.22185	15.1472	12.2758
patD	b1444	19.3658	18.1744	9.71154	38.9265	17.9489	62.7122	24.8516	38.6655	42.8832	35.3121	27.6625	36.033
ydcX	b1445	55.7753	73.0363	73.7769	13.6612	101.398	45.3391	38.27	58.925	47.6842	118.17200000000001	175.46900000000002	286.409
ydcY	b1446	571.58	412.043	474.88199999999995	642.763	352.969	422.31300000000005	980.265	666.178	799.25	562.06	509.28	516.854
curA	b1449	103.79799999999999	90.2133	82.9725	152.328	22.4753	234.82299999999998	122.109	113.948	116.23200000000001	148.131	170.644	113.169
fhuA	b0150	557.18	610.894	673.096	569.332	750.842	370.51800000000003	457.70599999999996	505.80400000000003	484.736	366.704	402.945	366.348
mcbR	b1450	89.8153	59.6211	92.2298	76.8965	23.9016	126.569	53.0078	24.3136	25.6113	80.9879	116.16	57.7404
yncE	b1452	451.759	581.422	505.16	1068.83	2022.99	1395.72	803.107	1259.4	1218.76	1033.99	1067.32	1356.98
yncG	b1454	26.4061	18.8829	24.8991	57.9969	6.67588	45.4721	38.0212	50.7631	35.4624	35.4716	47.8998	37.6834
yncH	b1455	0.0	0.0	0.0	0.0	0.0	2.35367	0.0	0.0	0.0	0.0	0.0	0.0
ydcD	b1457	1.88027	6.33146	2.1802200000000003	41.3504	65.9889	47.3357	0.845882	5.13339	5.07715	14.2735	2.7775	13.9743
rhsE	b1456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yncI	b1459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ydcC	b1460	3.96699	2.98393	4.20386	2.3791900000000004	3.48211	3.53433	0.633278	1.03241	0.732409	0.712601	0.857261	0.936019
pptA	b1461	67.4586	44.3871	88.2511	108.546	87.1765	188.04	79.1353	42.5497	66.8878	102.23	71.9273	118.06700000000001
nhoA	b1463	14.258	16.0717	11.8669	21.7567	14.7269	25.1093	33.2587	26.1484	27.2344	32.9235	34.8929	38.1541
dnaK	b0014	694.0269999999999	645.52	669.0139999999999	776.424	1341.2	686.797	801.702	1042.04	1132.78	736.9839999999999	539.597	774.784
fhuB	b0153	52.7764	96.8421	48.7956	39.5984	52.6767	22.9576	41.2451	40.7723	50.5027	47.4604	46.3486	37.5186
fdnG	b1474	3.09532	3.6208099999999996	3.4031599999999997	6.619669999999999	5.0869599999999995	4.7918	3.0203599999999997	4.419490000000001	5.34596	1.23404	1.57552	1.28542
fdnH	b1475	4.02304	3.6363300000000005	6.923369999999999	5.24884	4.29053	3.8462	3.56742	4.86384	3.62685	3.49712	3.1696299999999997	2.74212
fdnI	b1476	7.948119999999999	7.151039999999999	6.61247	8.60007	10.3542	6.7119100000000005	15.8643	12.1903	13.5442	9.54527	8.73203	7.5697600000000005
osmC	b1482	966.0239999999999	1136.05	887.971	1082.14	207.255	2638.24	1031.77	2312.37	2219.21	923.6289999999999	762.305	766.681
lsrC	b1514	8.29763	5.56071	7.651610000000001	5.26895	5.42719	4.98501	5.73669	7.6592199999999995	3.8466	2.0611900000000003	4.30277	4.8877
lsrA	b1513	4.7175	4.51096	6.15526	4.15912	4.119730000000001	3.3732599999999997	4.8632800000000005	4.34812	8.78123	2.858	1.17936	1.14723
lsrD	b1515	7.734260000000001	6.8750800000000005	4.99297	8.26187	5.339980000000001	8.70172	2.80008	5.58887	5.1237900000000005	3.9772300000000005	1.48348	1.7328299999999999
lsrB	b1516	6.77528	6.92632	7.47819	14.8626	9.07809	24.7351	5.45606	6.36046	7.571110000000001	12.7498	7.670660000000001	6.17967
lsrF	b1517	7.544160000000001	8.14504	7.557119999999999	21.6675	14.7981	28.3481	7.16167	13.0693	11.1452	11.4298	10.0656	7.6032
lsrG	b1518	20.4425	20.5964	21.9563	45.1135	23.0275	46.6494	38.2132	18.6077	20.1624	21.2371	14.7448	15.7952
fhuD	b0152	124.309	144.974	190.39	65.4286	113.131	48.7199	71.5048	69.4602	78.1165	92.92200000000001	106.491	80.0018
tam	b1519	72.8417	50.7389	54.1229	96.9136	19.3593	108.166	155.942	94.4082	100.315	80.7961	85.154	69.6934
yneJ	b1526	31.6782	34.4212	34.0821	22.7118	35.4365	25.5603	32.1727	26.8675	28.3903	22.0451	16.5764	22.9194
yneK	b1527	4.85625	2.61226	2.01507	5.07762	1.6424900000000002	3.45931	2.33963	1.93052	0.967292	3.4813099999999997	2.8189900000000003	1.7371
ydeA	b1528	69.5677	68.9449	86.6821	67.9183	84.8282	86.7322	61.785	38.8709	46.4569	60.8881	59.6075	70.4623
marR	b1530	108.59700000000001	57.2898	121.43299999999999	17.2892	28.9134	9.83007	163.523	23.8101	36.3986	49.728	58.3192	50.0644
marA	b1531	126.24700000000001	99.2355	154.496	71.6566	116.516	47.1885	286.978	208.00099999999998	212.933	112.24700000000001	91.2367	104.844
marB	b1532	43.9703	43.027	76.904	25.0918	41.0399	15.0275	76.0274	89.4069	80.0632	36.7619	34.4626	51.409
ydeE	b1534	27.0596	24.9987	22.671	20.4022	16.5105	28.1761	30.1561	20.9032	21.3829	13.7875	17.4281	12.165999999999999
yneM	b4599	673.419	316.159	0.0	0.0	1126.79	530.726	827.2260000000001	3142.06	3882.54	841.868	415.991	1978.68
ydeJ	b1537	33.5797	25.4179	23.3242	33.6269	5.27176	47.9877	20.3118	18.9256	20.8064	23.1884	21.8185	17.4631
fhuC	b0151	130.327	186.359	149.19899999999998	125.939	172.56099999999998	78.8057	97.9594	93.1063	102.257	90.8092	100.234	94.5336
ydfG	b1539	279.124	408.52	307.35900000000004	793.691	801.5160000000001	807.467	310.394	622.145	530.121	417.066	330.406	584.455
rspR	b1540	86.1389	131.063	118.777	85.6071	96.6338	71.2147	98.6163	96.2482	92.59200000000001	99.5878	103.87799999999999	100.66
