NAME	DESCRIPTION	HEXA-Hexa-acid-_1	HEXA-Hexa-acid-_2	HEXA-Hexa-acid-_3	HEXA-M9-_1	HEXA-M9-_2	HEXA-M9-_3	MG1655-Hexa-acid-_1	MG1655-Hexa-acid-_2	MG1655-Hexa-acid-_3	MG1655-M9-_1	MG1655-M9-_2	MG1655-M9-_3
yjhY	b4656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yjhP	b4306	7.532610000000001	6.8852899999999995	6.53918	3.1519999999999997	3.91776	3.6986800000000004	4.687530000000001	5.55005	7.26872	8.28588	7.89231	8.3864
yjhQ	b4307	14.6594	7.99193	11.9431	5.27721	8.63827	5.093999999999999	7.2315	9.16034	6.23078	6.47805	8.83967	4.95921
yjhX	b4566	17.902	7.765289999999999	25.9082	8.76016	9.67175	6.39867	7.0692699999999995	16.2059	11.0156	33.802	11.3808	6.32172
yjhZ	b4657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fsaA	b0825	57.1417	68.6438	39.9657	22.519000000000002	23.7193	20.9152	24.2302	41.5015	18.8753	23.195	23.0292	20.0087
nanS	b4309	3.84096	3.22885	3.41539	2.26024	0.796871	1.6549	8.88217	8.92977	9.66122	11.3139	9.55688	9.98828
nanM	b4310	16.5443	17.5258	12.8987	9.75581	5.00477	6.0079400000000005	37.5256	30.9448	34.8412	50.206	46.1989	38.6544
nanC	b4311	1.2812	0.24650100000000003	2.2675099999999997	0.871403	0.495985	0.0	1.27793	2.70439	0.787359	1.8324200000000002	1.63855	2.21904
gntP	b4321	3.5729699999999998	6.743869999999999	6.24389	6.776739999999999	4.8768	4.03086	5.71266	3.50881	5.50988	3.23627	2.81577	3.9812300000000005
yjiC	b4325	2.7784400000000002	1.87048	0.645098	1.10417	0.6040979999999999	0.200601	0.48061899999999996	1.54776	1.11152	0.0	0.54395	0.279829
hypT	b4327	38.2277	40.7761	33.7409	38.8561	35.626	37.5961	34.3981	28.9986	33.3953	29.7261	34.0579	33.5158
iadA	b4328	104.213	136.85	87.323	146.987	156.423	151.903	50.4263	51.9104	79.4177	57.6089	44.9095	69.609
yjiH	b4330	3.33428	3.86731	3.6910199999999995	2.1076	0.6836270000000001	3.5918699999999997	2.33481	3.8870699999999996	4.07684	3.56019	3.8027900000000003	5.46175
yjiG	b4329	5.72465	4.17499	9.911480000000001	5.0033900000000004	2.25557	5.8783199999999995	1.15352	0.7872640000000001	6.21515	5.54945	2.34745	2.17219
yjiJ	b4332	11.1849	9.66675	13.3586	6.116969999999999	6.71042	8.38903	11.4422	7.42726	14.4572	12.663	9.63074	12.5825
rsmH	b0082	212.07299999999998	213.78400000000002	252.076	236.25400000000002	239.195	240.72299999999998	197.549	169.42	176.498	187.687	181.979	197.63099999999997
gsiA	b0829	286.12	310.26	237.327	139.641	138.101	140.459	293.031	203.34	146.236	170.845	157.774	245.02900000000002
yjiK	b4333	4.83022	4.12748	4.32867	7.55395	5.99788	6.11508	5.84986	6.04943	5.2625	7.898560000000001	9.00584	5.6786
yjiL	b4334	3.52094	5.5381	2.6210400000000003	2.30245	1.7455200000000002	2.79481	3.11049	2.98653	2.9409	2.54248	4.09	4.13092
yjiM	b4335	11.1074	16.3052	9.760019999999999	2.46984	2.7741	3.38289	11.9713	13.2273	11.1839	7.3274	11.0355	8.83474
yjiN	b4336	20.3654	27.2396	20.8665	9.14879	8.13207	10.084	55.0872	49.7283	40.6092	36.259	47.0635	32.9049
mdtM	b4337	38.1531	43.828	13.407	10.7294	10.8485	10.7757	12.8666	9.32623	11.415	11.0727	11.870999999999999	10.7027
yjiR	b4340	12.9074	10.0661	20.7873	29.5433	29.8885	26.0653	17.6137	18.1486	18.9229	26.3487	21.8437	27.9831
mcrB	b4346	65.1829	66.1251	44.8902	41.5764	39.9201	36.6799	59.6646	52.7274	56.1704	47.6754	48.3057	53.0714
mcrC	b4345	10.8376	11.0499	8.63902	17.6608	16.2677	14.6958	16.3092	8.11603	23.1483	20.6301	15.4867	21.6207
symE	b4347	18.1851	14.0364	10.0474	10.0125	7.8334	9.696639999999999	18.2121	12.6054	13.9287	11.8626	6.5004599999999995	13.1422
hsdM	b4349	133.32299999999998	110.875	182.524	151.511	155.459	165.74200000000002	101.54899999999999	112.045	94.836	98.4708	109.88600000000001	88.4338
iaaA	b0828	799.315	796.5989999999999	593.496	339.801	332.31699999999995	314.92	653.465	613.617	298.578	342.159	313.49	515.9490000000001
hsdS	b4348	125.01	86.2221	139.244	135.789	143.497	128.292	90.4374	106.586	82.8672	99.1199	131.279	87.7171
hsdR	b4350	103.01299999999999	125.80799999999999	86.1552	70.2208	73.0094	70.6431	72.5821	78.7309	79.5607	84.8893	73.745	92.5387
yjiA	b4352	136.53799999999998	127.09899999999999	153.071	95.9274	101.771	102.37200000000001	107.738	141.987	105.042	100.24799999999999	108.73700000000001	115.306
yjiX	b4353	38.4457	91.1818	71.4023	59.0702	75.6108	85.9461	48.6175	72.4234	52.9754	50.3451	8.337060000000001	49.3098
yjiY	b4354	73.2539	78.5579	58.2089	20.1532	23.1723	22.0719	32.107	42.3327	48.198	4.5547	4.4208300000000005	5.18889
yjjL	b4356	23.041	14.4613	14.3668	4.07259	6.656860000000001	3.80055	14.879000000000001	14.8269	12.3348	8.029819999999999	10.0777	9.02745
yjjM	b4357	20.1828	13.9026	20.0709	5.50902	3.3079199999999997	3.5993	20.7574	46.4008	18.0264	6.99538	6.9437	6.75657
opgB	b4359	36.5999	25.6997	64.3109	93.2873	86.9466	88.2256	35.922	29.2438	32.2693	42.9566	41.214	44.035
yjjA	b4360	410.80400000000003	280.33	508.913	290.548	267.256	234.72400000000002	279.502	234.854	142.086	319.296	413.092	216.655
dnaC	b4361	168.028	160.085	139.195	82.0622	79.1594	84.7503	61.7032	58.8107	59.1236	59.6259	56.3411	60.3894
gsiB	b0830	150.887	169.644	113.98100000000001	80.0635	81.9043	79.4381	171.28900000000002	113.057	92.6916	114.205	94.9994	180.47799999999998
dnaT	b4362	301.64799999999997	251.445	202.084	106.133	133.233	116.82600000000001	100.625	110.53200000000001	91.6747	111.205	95.95	83.272
yjjB	b4363	12.5569	19.5764	4.8942	5.71024	3.21627	2.57903	6.6092	6.340409999999999	4.82669	3.05291	4.008319999999999	7.9976899999999995
yjjP	b4364	91.8577	98.4028	31.5215	10.0877	9.11651	8.57382	31.1511	51.7909	21.0655	18.0811	19.2163	16.012999999999998
fhuF	b4367	1225.68	1138.12	1553.14	1833.73	1907.6	2078.28	1640.96	1713.68	1666.98	1485.72	1857.05	1507.8
rsmC	b4371	31.807	38.3624	72.7152	115.119	117.454	133.44899999999998	74.4329	55.3706	97.165	94.1713	85.0356	102.771
yjjI	b4380	29.1744	39.6584	17.893	6.82569	7.35885	10.8517	14.8882	38.7221	10.544	5.10764	5.21474	4.36605
yjjW	b4379	7.79703	9.621139999999999	7.195410000000001	5.01312	4.23762	3.23991	3.0846299999999998	4.04243	5.752999999999999	3.3650800000000003	4.414280000000001	3.8247400000000003
lplA	b4386	23.6353	38.2661	27.1111	24.6107	36.3726	31.0447	22.355	29.6813	27.5892	29.1719	25.3777	40.2219
ytjB	b4387	33.6259	33.8516	25.2492	29.3647	38.0041	41.2229	27.9819	35.1734	26.3044	30.4233	26.3392	42.6346
yjjK	b4391	231.01	210.388	342.38800000000003	431.48900000000003	428.37199999999996	450.189	330.228	298.901	341.481	367.84	322.607	373.3
gsiC	b0831	133.04399999999998	113.863	100.60700000000001	52.5312	56.5689	51.996	147.424	137.335	65.4534	91.59899999999999	109.43799999999999	117.618
yjjX	b4394	70.1102	81.1374	126.69200000000001	148.339	155.579	136.44299999999998	96.6595	92.1954	106.23299999999999	90.0918	103.104	104.98899999999999
rob	b4396	403.48900000000003	414.789	277.957	289.026	283.08	309.23	312.625	324.08799999999997	345.365	383.788	357.564	429.017
arcA	b4401	1158.5	1257.56	1084.17	842.7869999999999	809.181	837.2689999999999	1067.13	892.0139999999999	997.4060000000001	1030.08	1064.55	954.212
gsiD	b0832	59.668	62.7112	38.1904	39.8171	38.2803	39.2252	76.5669	54.2048	46.083	59.576	54.1539	71.5647
yliE	b0833	35.1942	27.4406	53.2958	40.07	35.1635	33.3821	59.6886	38.632	57.0497	18.733	16.0969	15.0282
yliF	b0834	37.5767	34.6811	56.1191	41.623999999999995	38.1323	36.3927	66.9628	33.6154	54.655	16.2206	16.0543	12.7781
bssR	b0836	2699.71	3908.59	575.839	11.6373	17.9359	66.6513	231.22099999999998	522.192	178.372	47.6926	41.188	21.1588
yliI	b0837	117.22399999999999	201.438	20.1212	4.02077	3.50389	3.59974	29.0218	24.4966	24.7142	23.2531	22.3291	20.9329
dacC	b0839	124.774	135.446	166.62599999999998	110.215	106.536	102.831	241.209	259.301	210.53099999999998	203.035	190.438	167.22299999999998
ftsL	b0083	208.308	171.955	170.75	205.67700000000002	228.313	227.762	134.136	144.901	111.911	146.366	130.868	125.42399999999999
mdfA	b0842	21.0946	21.7778	23.2566	30.8189	35.384	30.927	48.5359	41.2799	45.2026	51.9699	61.1712	47.0439
rcdA	b0846	6.42351	9.625010000000001	9.79835	20.5829	20.6498	24.1095	14.7066	9.84522	17.8628	11.5475	11.717	12.3961
ybjM	b0848	60.7405	58.7898	27.8112	14.6216	11.4574	14.1137	31.18	50.1978	26.4238	24.901999999999997	33.5358	22.1072
nfsA	b0851	987.8810000000001	1005.95	458.792	89.0708	84.4814	86.3139	447.23	507.779	386.916	173.75400000000002	148.144	167.905
ybjC	b0850	1395.62	1088.15	946.3989999999999	68.6262	54.3251	46.7956	621.1990000000001	849.306	327.9	162.625	179.571	151.03
rimK	b0852	189.438	285.388	111.175	61.6799	67.7114	74.8603	134.18200000000002	117.24799999999999	160.851	67.9928	74.9437	89.1506
ybjN	b0853	290.719	300.692	359.793	327.616	276.798	265.532	357.37	338.62	323.427	240.949	292.863	231.835
potF	b0854	47.9462	43.9225	88.3639	141.025	126.757	122.189	164.215	167.93400000000003	187.146	211.476	181.75	276.535
potG	b0855	33.963	30.8483	37.498000000000005	59.4939	64.4756	59.4043	67.351	76.5234	87.2297	85.3704	84.8403	109.54
potI	b0857	32.0614	30.6746	19.3597	37.7434	47.5923	43.0611	42.0288	43.2025	45.7911	54.7059	47.8673	73.3094
murE	b0085	205.886	262.692	196.618	269.341	316.42900000000003	302.467	156.613	163.352	168.21099999999998	191.08900000000003	179.08900000000003	176.01
potH	b0856	29.5989	24.1983	18.3255	30.2366	41.2416	27.6872	32.5593	45.3879	31.8149	63.4845	70.1136	78.5335
ybjO	b0858	17.0685	16.1221	27.0007	42.5984	43.1352	34.1825	40.9937	23.0613	32.8551	40.8505	39.6814	44.7807
rlmC	b0859	12.8004	10.1825	23.8438	39.3952	38.4639	35.8133	19.6609	21.5169	17.406	34.4197	30.677	28.2632
amiD	b0867	107.575	131.043	60.8472	56.8889	65.9609	70.0261	85.9398	76.2737	109.117	78.0231	65.9306	70.1278
ybjQ	b0866	814.885	630.5840000000001	536.091	144.751	147.39600000000002	154.891	612.177	896.9910000000001	395.55699999999996	435.84	585.5219999999999	346.23199999999997
ybjD	b0876	43.6234	45.8758	29.8534	27.5064	21.7071	22.1364	24.6556	26.0029	23.7596	36.6576	32.0268	44.4934
macB	b0879	61.3554	68.67	48.2946	41.0978	46.2259	47.2123	32.1868	36.705	30.057	39.6824	32.2374	35.0946
macA	b0878	93.3835	107.365	95.1362	75.0239	77.1576	78.77	58.6655	62.4494	57.7772	59.5957	60.5559	60.3788
clpS	b0881	1046.79	1204.83	648.217	371.879	390.712	380.325	746.465	1019.25	696.1080000000001	763.6389999999999	846.59	674.635
clpA	b0882	1479.27	1815.33	1038.86	522.567	544.698	514.857	605.155	780.91	632.471	802.5189999999999	675.791	875.309
ftsI	b0084	277.376	292.7	220.75400000000002	219.81900000000002	192.63299999999998	211.533	238.842	284.925	269.098	239.22	251.46900000000002	256.621
lrp	b0889	1114.42	1043.49	1385.88	1690.61	1492.89	1528.08	1112.06	1005.86	1169.52	1466.3	1175.03	1753.09
ftsK	b0890	218.707	234.05700000000002	209.554	202.127	207.153	210.36900000000003	147.017	153.326	142.752	150.095	146.388	146.893
lolA	b0891	476.55	479.56	349.926	272.324	301.678	285.33799999999997	149.54	209.785	140.576	168.476	229.726	179.43099999999998
rarA	b0892	164.868	201.235	144.05200000000002	106.904	117.118	124.007	67.4638	67.7796	67.3204	75.2744	75.3077	68.0246
serS	b0893	1498.78	1648.16	1077.73	814.82	804.442	817.4580000000001	683.01	778.742	721.628	590.4630000000001	515.355	623.446
dmsA	b0894	183.55599999999998	272.004	22.668000000000003	4.762230000000001	6.64486	8.0131	12.401	38.7893	7.941	3.9197599999999997	6.04322	4.50255
dmsB	b0895	19.8612	50.3478	19.1573	7.06005	13.0218	10.4968	10.0238	12.4004	10.7416	7.2276	2.0741099999999997	4.26543
dmsC	b0896	24.8706	37.8688	13.023	13.0167	14.4991	14.7058	13.2639	14.7039	15.1678	10.9636	9.64914	14.0064
ycaD	b0898	35.1477	44.2088	63.9595	145.642	144.475	146.398	44.7883	20.6755	37.5046	39.5932	32.9278	41.2549
ycaM	b0899	3.51956	2.69306	2.93567	2.80822	1.99435	2.87791	2.01633	2.0139	2.9988200000000003	1.52294	1.8231099999999998	2.44178
murF	b0086	229.821	245.773	184.22799999999998	244.362	278.921	265.288	149.858	175.088	166.703	175.783	184.53599999999997	166.892
ycaK	b0901	3.34921	2.3620200000000002	3.9802400000000002	8.31161	7.80399	5.56706	11.7942	14.0072	7.67254	18.8974	22.0035	17.3218
ycaP	b0906	80.7641	64.3777	98.7169	20.4165	18.4573	14.1397	165.59900000000002	219.321	81.4196	110.82799999999999	170.472	83.3929
serC	b0907	1138.18	1167.03	1747.85	2860.34	2729.23	2902.37	1439.71	1181.5	2040.67	1694.91	1436.96	2313.5
aroA	b0908	517.372	447.97900000000004	723.7539999999999	1304.28	1335.35	1285.21	481.149	528.472	467.139	688.834	728.832	750.36
ycaL	b0909	10.7648	11.173	18.0033	49.8179	44.6931	41.2497	12.552999999999999	5.51349	7.6599699999999995	8.39933	17.7493	16.2282
cmk	b0910	61.5522	54.2417	104.461	255.938	273.699	245.378	163.615	127.71700000000001	204.09099999999998	189.08	197.10299999999998	237.717
rpsA	b0911	3874.87	3588.54	3784.39	7149.82	7503.78	7829.44	3376.39	3447.84	3334.51	5829.46	5557.46	6915.44
ihfB	b0912	2435.97	2626.99	2154.56	2493.59	2430.58	2161.63	1468.05	1471.46	1810.24	1817.85	1441.55	1953.93
ycaI	b0913	15.0287	17.897000000000002	11.9816	6.47238	6.44515	7.04305	6.854080000000001	11.849	5.75708	5.454359999999999	4.74578	6.20909
lpxK	b0915	84.8288	90.4332	84.4668	111.9	117.21700000000001	121.354	88.2177	73.3802	65.0258	96.7054	106.20200000000001	94.2777
mraY	b0087	182.923	226.31799999999998	162.609	217.933	219.497	200.115	141.487	161.151	139.839	171.81599999999997	159.186	139.998
msbA	b0914	106.932	85.2689	206.892	266.25	254.175	260.782	171.61700000000002	123.76100000000001	174.50099999999998	209.498	241.77900000000002	215.435
ycaQ	b0916	26.8767	26.3473	19.1824	14.970999999999998	14.6705	17.2076	15.2068	20.73	17.5669	17.9685	21.4071	21.5495
kdsB	b0918	304.582	413.055	227.03400000000002	410.06699999999995	458.461	409.49	202.28400000000002	193.168	247.613	309.692	240.78099999999998	372.746
ycaR	b0917	356.026	490.89	146.269	475.969	561.526	411.116	155.21	174.18599999999998	175.26	238.41400000000002	180.395	428.715
ycbJ	b0919	260.755	373.69	52.3973	18.395	19.9606	21.1526	31.4982	78.1509	29.0932	12.7001	17.2723	19.079
mukB	b0924	252.852	264.027	212.762	217.605	231.229	232.40099999999998	134.954	141.591	142.582	137.845	136.877	155.58
mukF	b0922	68.0752	67.3644	75.4031	112.29	140.768	110.34100000000001	58.0785	69.5023	56.5631	102.01799999999999	98.0733	107.262
mukE	b0923	200.875	201.378	241.25799999999998	208.52200000000002	232.248	232.58700000000002	137.95600000000002	145.424	136.134	166.315	161.906	189.574
smtA	b0921	97.4054	102.417	137.286	221.66400000000002	264.357	232.926	143.002	131.531	153.553	191.56900000000002	200.892	217.829
ldtD	b0925	140.39700000000002	174.97799999999998	112.137	61.7132	70.9124	74.3127	115.945	99.088	121.249	109.887	97.7533	102.095
murG	b0090	171.243	208.69099999999997	159.356	184.197	197.24099999999999	190.104	144.209	159.23	115.463	145.113	152.643	121.757
ycbK	b0926	231.15	290.476	431.186	542.332	511.105	470.86699999999996	425.892	365.24	487.286	472.744	475.106	540.66
ycbL	b0927	270.496	290.514	495.959	445.923	446.93	455.60699999999997	394.55800000000005	408.735	448.00300000000004	395.189	450.221	431.267
pepN	b0932	381.772	404.631	234.295	192.886	256.709	202.145	191.865	282.529	225.74900000000002	256.709	222.96900000000002	261.969
elfA	b0938	14.3337	17.2851	10.6534	7.63733	6.774719999999999	5.44183	18.3223	8.670060000000001	9.494639999999999	13.3926	15.5321	10.9738
elfD	b0939	2.10174	0.740854	3.27061	1.28057	1.6885400000000002	1.8697	0.748219	1.61839	1.03062	0.881495	0.0	0.303066
elfG	b0941	11.8906	14.2888	10.7869	8.67163	11.347999999999999	10.0998	10.6922	10.3905	8.378210000000001	11.637	6.38976	8.08886
elfC	b0940	5.329219999999999	4.06142	5.416869999999999	3.8113599999999996	3.9721699999999998	2.69157	4.75605	4.466559999999999	4.2199800000000005	4.39694	4.8406199999999995	4.13119
ycbU	b0942	19.4998	13.2386	15.4621	10.1105	6.39853	9.59888	7.75553	13.2329	7.17317	6.801189999999999	9.3749	8.16142
ycbV	b0943	13.4398	17.0722	7.8215	5.7079	6.4812199999999995	7.4836	5.30205	9.425130000000001	4.23113	7.34523	7.90618	5.9888
ycbF	b0944	18.7444	17.2573	12.5032	6.605689999999999	8.89484	8.92534	13.4634	15.8805	10.8582	6.55582	10.322000000000001	7.93173
yaaX	b0005	281.20099999999996	266.376	281.77299999999997	538.096	565.34	575.635	176.9	195.045	287.151	127.795	143.531	137.048
ftsW	b0089	256.465	273.654	207.361	262.776	255.953	247.37099999999998	195.805	200.15599999999998	175.782	203.91400000000002	220.17700000000002	175.959
pyrD	b0945	34.553000000000004	28.148000000000003	86.3575	299.55	277.20799999999997	308.41900000000004	226.78900000000002	173.082	256.118	305.378	342.01099999999997	470.157
zapC	b0946	31.3382	33.507	34.57	71.3401	77.7493	67.0391	94.4055	115.62799999999999	76.3178	157.743	145.91899999999998	190.593
rlmL	b0948	110.836	92.595	151.118	152.197	159.718	166.127	108.986	103.119	102.037	112.249	107.705	120.63799999999999
uup	b0949	182.537	196.729	178.52900000000002	176.997	187.90200000000002	201.267	122.184	109.212	136.10299999999998	119.022	125.671	131.106
pqiA	b0950	95.1166	90.2899	76.808	51.5369	56.9123	61.1479	45.1513	34.4171	41.0233	46.8503	39.8062	33.9414
pqiB	b0951	110.78399999999999	101.61	112.245	68.249	65.1032	70.6338	74.398	73.1049	71.0604	64.1989	75.0342	61.1772
pqiC	b0952	190.584	169.95	192.354	105.149	104.48200000000001	108.287	135.041	140.961	123.81700000000001	101.45700000000001	116.041	111.052
rmf	b0953	5851.67	7715.74	4152.45	1602.7	1727.11	1861.63	8607.46	7497.9	10274.4	6722.07	4288.96	5491.45
matP	b0956	124.494	157.515	54.6362	107.789	107.17	112.48200000000001	63.1102	59.2305	81.4728	57.9834	32.3578	71.9311
sxy	b0959	108.27	90.3649	97.6164	37.9776	34.9116	28.0681	61.3781	92.3603	36.2247	50.2601	92.2122	44.6369
murD	b0088	171.312	212.285	171.18	220.581	252.34799999999998	240.50799999999998	149.42700000000002	153.77100000000002	153.459	167.545	144.625	150.596
helD	b0962	110.65	125.117	82.1521	84.2417	86.3845	86.641	85.9282	90.2043	90.0508	84.7911	72.0889	94.7144
yccU	b0965	409.381	393.577	320.388	218.048	221.59799999999998	221.812	396.345	463.07599999999996	320.764	332.148	454.38599999999997	365.809
yccX	b0968	141.043	127.60799999999999	110.434	63.293	51.9244	66.4348	154.616	255.851	139.332	140.606	177.829	156.891
hyaA	b0972	0.300023	1.0377399999999999	0.444119	0.159556	0.18148599999999998	0.348754	3.41655	4.1136800000000004	5.321680000000001	2.36112	1.87851	1.79807
hyaB	b0973	0.899826	0.8833270000000001	2.0034	0.567611	0.6441279999999999	0.353089	3.9930800000000004	4.96772	6.57481	3.43625	1.79719	2.76112
hyaE	b0976	10.3797	12.7878	10.7498	4.4306	1.2394399999999999	3.33656	17.0634	11.3413	15.9937	5.14675	1.97678	4.33096
hyaF	b0977	9.65446	9.56122	8.77004	4.54509	4.5077	2.68673	12.1542	13.5796	12.7884	5.18262	7.865539999999999	7.112839999999999
hyaD	b0975	12.6463	14.3583	9.626380000000001	5.73119	4.42934	10.2243	14.8089	17.4932	12.2558	8.08942	5.65411	5.675269999999999
hyaC	b0974	6.9215800000000005	5.23235	4.4756800000000005	4.23674	4.1724	3.67732	7.651860000000001	9.25687	8.10592	4.1325199999999995	3.8357699999999997	4.2442
cbdA	b0978	10.0999	10.5342	8.68857	5.3526	8.430660000000001	7.685960000000001	39.6579	28.4639	38.0902	15.8887	11.2433	9.30552
ddlB	b0092	427.02	409.155	334.505	367.67800000000005	398.225	393.88	284.757	335.381	307.222	264.756	302.218	262.95
cbdB	b0979	25.3478	21.3058	19.4677	9.84499	9.44869	7.45449	48.9448	36.6874	50.5033	17.1034	14.661	13.9558
cbdX	b4592	0.0	0.0	0.0	153.219	0.0	0.0	0.0	381.26599999999996	176.614	0.0	0.0	0.0
appA	b0980	21.2285	23.6811	22.2349	13.8262	12.644	11.4332	34.7447	29.671	36.7894	16.5907	12.1312	19.0744
cspG	b0990	5.34889	15.7013	12.6248	6.17933	6.888669999999999	22.5081	18.0308	38.0611	7.79552	22.6952	50.8701	58.2558
gnsA	b4517	361.246	198.61900000000003	456.439	517.52	413.629	334.67699999999996	663.665	650.706	462.36699999999996	551.966	789.9639999999999	561.273
ymcE	b0991	0.0	2.2483	7.25197	5.0589	7.249410000000001	6.582039999999999	2.5329200000000003	3.22726	10.7091	12.1214	0.0	5.81795
torT	b0994	10.3441	8.962639999999999	9.0192	5.32724	6.61573	3.5920900000000002	8.2057	11.0629	7.13097	6.807180000000001	5.78465	3.65771
torA	b0997	9.50655	10.8021	8.39738	4.60675	3.8606800000000003	4.1780800000000005	4.6020199999999996	7.02774	5.0856900000000005	4.04592	2.89185	4.61745
murC	b0091	237.722	264.307	213.378	255.14	278.433	309.968	172.445	158.445	188.83599999999998	182.84900000000002	181.571	159.844
torC	b0996	2.85374	1.9898900000000002	2.99779	0.515654	0.577503	0.695109	0.32249	2.8303700000000003	1.4574	0.188254	0.994707	1.16422
torD	b0998	15.5064	20.3067	14.1646	8.720419999999999	8.44566	8.4716	7.9690199999999995	9.20552	7.13912	6.6388	6.33383	8.74175
yccE	b1001	2.86192	2.08684	4.27722	2.7381599999999997	2.51802	3.02333	2.37066	2.0966299999999998	4.52529	1.73838	2.14241	2.08868
agp	b1002	47.7756	52.5414	43.3827	19.8466	18.8671	20.1257	78.2208	82.2042	87.0415	81.1727	70.4956	73.6294
ymdF	b4518	151.078	157.265	117.764	90.7021	68.1612	63.6138	577.626	486.336	436.60900000000004	376.101	413.374	229.00900000000001
rutR	b1013	84.4779	64.6209	85.3007	64.8726	53.3888	51.2518	74.0948	100.538	55.1597	84.2092	98.8839	68.2786
putP	b1015	83.8388	88.1952	78.917	238.808	253.967	247.07	98.9247	125.454	119.655	158.82	157.96200000000002	200.96
efeU	b4490	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
efeO	b1018	483.727	349.895	666.302	597.211	575.525	600.0319999999999	417.01599999999996	424.31199999999995	497.712	432.575	454.26800000000003	485.333
efeB	b1019	225.963	253.618	212.835	270.742	303.802	322.959	155.732	152.005	210.62400000000002	156.659	149.115	181.457
ftsA	b0094	194.36	270.225	154.815	224.148	276.557	250.643	125.68799999999999	159.13	149.847	186.457	162.719	198.65599999999998
phoH	b1020	113.848	115.51100000000001	96.4736	60.0798	64.7349	58.711999999999996	233.87	222.38099999999997	343.288	316.493	260.97	465.217
ycdT	b1025	20.5966	27.6625	31.3874	27.3561	29.0507	27.2745	8.06415	5.75812	11.242	15.7423	9.52086	12.7406
ycdU	b1029	2.44319	1.01651	2.36497	1.4869299999999999	2.3532900000000003	1.1566100000000001	1.9984	0.31265	1.2704	1.4310200000000002	1.86815	2.07369
ymdE	b1028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ghrA	b1033	253.465	264.067	269.626	246.733	226.355	232.48	219.88	219.655	257.373	174.44	161.85299999999998	208.885
ycdX	b1034	270.442	286.995	336.865	424.871	406.449	404.69199999999995	272.078	268.961	323.923	284.26099999999997	260.39799999999997	326.545
ycdY	b1035	478.01099999999997	354.95300000000003	504.86199999999997	479.776	449.32	448.277	428.04699999999997	497.11199999999997	415.17800000000005	405.92900000000003	553.241	448.334
ycdZ	b1036	371.958	206.003	400.07199999999995	211.77200000000002	206.00799999999998	212.855	208.99099999999999	198.707	104.726	192.608	241.66400000000002	182.53900000000002
csgB	b1041	0.7891699999999999	4.89082	1.83202	2.08678	3.30629	2.78127	2.8064299999999998	2.81475	1.9526	2.7490900000000003	2.67124	3.56667
csgA	b1042	17.0898	23.4231	25.3774	9.9595	9.71242	5.68926	20.7502	24.8637	20.8707	41.0114	34.4041	23.6012
ftsQ	b0093	414.531	385.60699999999997	324.116	264.615	291.619	290.777	291.901	402.44300000000004	230.149	288.254	385.001	255.093
csgC	b1043	3.23927	1.74358	1.30388	1.9249599999999998	1.34856	1.90438	2.9845900000000003	4.878080000000001	1.53714	2.26554	1.1346100000000001	4.62246
ymdA	b1044	4.10461	9.67194	6.46818	3.4990099999999997	6.73925	3.56408	11.0085	8.08071	16.6594	21.5159	12.0664	19.999000000000002
ymdB	b1045	91.6431	101.118	53.0077	20.4704	20.6801	22.785999999999998	138.71200000000002	206.11900000000003	83.185	139.632	154.439	113.154
clsC	b1046	22.2729	30.2103	11.2483	12.4778	7.63853	9.59361	30.2813	35.4789	33.3144	33.5826	34.2043	30.4801
opgH	b1049	189.97799999999998	162.891	210.609	235.405	223.02700000000002	229.418	226.062	219.75799999999998	224.107	263.283	260.872	252.794
opgG	b1048	264.151	201.35	366.57099999999997	364.085	343.55300000000005	326.118	428.19	431.699	396.04400000000004	456.82599999999996	504.244	499.349
yceK	b1050	18.6729	22.5022	9.93797	24.1731	11.5576	6.26679	18.3568	23.5871	9.9244	22.9423	18.9011	26.8899
yceA	b1055	39.7097	43.2461	165.80700000000002	321.564	297.553	298.214	182.05200000000002	121.04700000000001	210.377	236.674	205.19	297.42900000000003
rimJ	b1066	313.96299999999997	308.08099999999996	268.77299999999997	230.703	217.067	221.141	148.83100000000002	161.035	169.15400000000002	174.252	134.79399999999998	217.774
yceH	b1067	318.54400000000004	361.43699999999995	203.938	222.695	226.34	216.919	152.57299999999998	184.107	200.6	203.923	165.13400000000001	225.833
ftsZ	b0095	883.5930000000001	1034.51	687.051	904.6510000000001	965.2869999999999	972.5880000000001	671.068	689.5	763.929	838.875	762.327	907.133
yceM	b1068	114.802	149.333	75.0947	77.2709	92.9082	79.5259	68.1306	95.3941	69.9229	105.214	78.6485	101.241
murJ	b1069	21.9955	28.9264	40.4792	94.525	96.3915	95.8318	29.16	20.3309	43.2564	38.3525	44.6757	36.146
flgB	b1073	9.657739999999999	4.20984	19.4961	2.70572	2.45077	3.4685	14.6201	33.9396	20.8495	50.06	31.0259	45.6101
flgC	b1074	2.19963	2.42549	7.6088	1.5962399999999999	3.64925	3.48484	6.9392	20.0567	8.27089	21.0295	25.9378	22.1752
