	MG1655-1	HEXA1-1_1	HEXA2-9_1	HEXA4-10_1	HEXA6-9_1	ompR-1	proQ-1	ompR_proQ-1	MG1655-2	HEXA1-1_2	HEXA2-9_2	HEXA4-10_2	HEXA6-9_2	ompR-2	proQ-2	ompR_proQ-2	MG1655-3	HEXA1-1_3	HEXA2-9_3	HEXA4-10_3	HEXA6-9_3	ompR-3	proQ-3	ompR_proQ-3
35.67431	7.779	28.458000000000002	22.002	25.331	16.615	9.681000000000001	8.381	15.439	7.7620000000000005	28.805	10.947000000000001	24.834	16.511	8.62	7.825	15.503	9.371	27.285999999999998	20.565	25.511	16.864	8.2	8.139	15.697000000000001
35.84101	7.821000000000001	29.031	22.059	25.365	16.750999999999998	9.366	8.597000000000001	15.409	7.396	28.111	10.957	24.779	16.648	8.251	8.068	15.200999999999999	9.677999999999999	27.53	21.328000000000003	25.576999999999998	16.826	8.176	8.384	16.599
36.00772	7.642	28.711	22.487	25.405	16.657	9.632	8.656	15.689	7.097	29.029	11.220999999999998	24.732	16.788	8.307	8.187000000000001	15.251	9.558	27.744	21.138	25.381	17.141	8.738	8.325	17.209
36.17444	8.089	29.22	22.641	25.354	16.839000000000002	9.342	8.602	15.460999999999999	7.013999999999999	28.949	11.138	24.945999999999998	16.706	8.224	8.456	15.522	9.769	27.458000000000002	21.204	25.506	17.118	8.419	8.741	16.686
36.34102	8.3	28.483	22.128	25.598000000000003	16.867	9.647	8.875	15.710999999999999	6.694	28.655	10.911	24.925	16.703	8.436	8.791	15.459000000000001	9.863	27.315	21.075	25.278000000000002	17.172	8.199	8.427999999999999	16.712
36.50774	7.385	29.295	22.209	25.619	16.92	9.466000000000001	8.87	15.557	6.836	28.763	11.082	25.034000000000002	16.961	8.577	8.404	15.922	9.357999999999999	27.923000000000002	21.801	25.445999999999998	17.165	8.547	8.54	16.706
36.6745	7.8389999999999995	28.974	22.392	25.683000000000003	17.107	9.716000000000001	9.148	15.359000000000002	6.848	29.704	11.067	25.099	16.942999999999998	8.59	8.595	15.434000000000001	9.079	28.22	21.604	25.48	17.117	8.357000000000001	8.496	16.687
36.84105	7.751	29.238000000000003	23.096	25.712	17.107	9.804	8.767000000000001	15.857999999999999	7.082999999999999	29.176	11.39	24.805	16.796	8.326	8.742	15.434000000000001	8.962	27.985	20.871	25.92	17.293	8.592	8.525	17.303
37.00778	7.478	29.215999999999998	22.596999999999998	25.744	17.014	9.999	9.168	15.799000000000001	6.928999999999999	29.124000000000002	10.882	25.041999999999998	17.32	8.436	8.497	15.929	9.099	27.638	21.309	25.865	17.436	8.698	8.809	17.24
37.17453	7.715	28.86	23.259	25.558000000000003	17.139	9.852	9.199	16.078	6.728	29.149	11.382	25.443	17.122	8.556000000000001	8.731	16.114	9.395	28.041999999999998	21.293000000000003	25.855999999999998	17.357	8.312999999999999	8.927	17.337
37.34122	7.473	29.09	23.616999999999997	25.883000000000003	17.125999999999998	9.466000000000001	9.222000000000001	16.467	6.836	29.468000000000004	11.317	25.269000000000002	17.430999999999997	8.959	9.109	16.275	9.094	28.774	21.244	25.945	17.488	8.517000000000001	8.863	17.645
37.50788	7.297000000000001	29.471	23.295	26.059	17.36	9.818	9.134	16.730999999999998	6.66	29.35	11.082	25.123	17.343	8.43	8.844	16.597	8.889	28.421999999999997	21.889	26.209	17.4	8.722999999999999	8.804	17.557000000000002
37.67445	7.502000000000001	29.453000000000003	23.569000000000003	26.846	17.494	10.254000000000001	9.25	16.153	7.019	29.326999999999998	11.257	25.141	17.273	8.934	8.867	16.798	9.006	28.305	21.6	25.644000000000002	17.451	8.888	8.889	17.312
37.84109	7.435	29.566999999999997	24.206	26.65	17.385	9.838	9.242	16.761	6.593	29.298000000000002	11.338	25.243000000000002	17.632	8.628	8.717	16.771	9.174	28.045	22.006	25.802	17.631	8.652000000000001	8.795	17.758
38.00795	7.596	29.921	23.302	26.449	17.924	9.911	9.168	16.386	6.959	29.447	11.322000000000001	25.395	17.584	8.582	9.113	16.604	8.982000000000001	28.871	21.985	26.041	17.583	8.902999999999999	8.985	17.798
38.17459	7.487	29.708000000000002	23.683000000000003	26.035	17.371	10.156	9.353	16.532	6.995	29.410999999999998	11.595	25.363000000000003	17.471	8.649	9.006	16.430999999999997	8.902999999999999	28.66	21.428	26.008000000000003	17.498	8.943999999999999	8.877	17.86
38.34127	7.649	29.53	23.383000000000003	26.000999999999998	17.977	10.083	9.897	17.142	7.0120000000000005	29.526	11.317	25.533	17.695	8.871	8.844	16.597	8.625	28.51	21.801	26.238000000000003	17.899	8.957	8.863	18.173
38.5079	7.242999999999999	29.569000000000003	24.006999999999998	26.331999999999997	17.836	9.999	9.609	16.915	6.959	29.711	11.352	25.365	17.877	8.964	9.142999999999999	16.428	8.424	28.576999999999998	22.366	26.335	18.111	8.902999999999999	9.132	18.414
38.67456	7.405	29.685	24.646	26.561999999999998	17.855	10.043	9.742	16.908	6.77	29.915	11.25	25.741999999999997	17.808	8.599	9.334	16.859	8.322000000000001	28.545	22.124000000000002	26.154	17.72	9.328	9.147	18.375
38.84134	7.082000000000001	29.831999999999997	23.500999999999998	26.62	17.855	10.22	9.918	17.701	6.975	29.651	11.514000000000001	25.654	17.896	8.804	9.128	16.653	9.086	29.131999999999998	22.653000000000002	26.241999999999997	17.925	9.152000000000001	9.059	18.552
39.0079	7.502000000000001	29.706	23.735	26.588	17.977	10.347000000000001	9.369	16.878	7.041	30.143	11.610999999999999	26.090999999999998	18.047	8.695	9.197000000000001	16.979	8.331	28.862	23.034000000000002	26.385	18.104	8.899	9.509	18.349
39.17462	7.54	29.592	23.656	26.253	17.97	9.97	9.847999999999999	16.976	6.937	30.086	11.677999999999999	26.198	17.954	8.647	9.201	17.535999999999998	8.455	28.093000000000004	22.189	26.081999999999997	18.014	9.017000000000001	9.105	18.699
39.34131	7.507000000000001	29.921	24.153000000000002	26.537	18.276	10.176	10.254000000000001	18.03	7.047000000000001	29.476999999999997	11.88	25.835	17.848	8.788	9.378	17.338	8.571	28.576999999999998	21.985	26.129	18.17	9.314	9.25	18.708
39.50799	7.737	30.146	23.97	26.616999999999997	17.977	10.112	9.809	17.317999999999998	7.276	29.908	11.875	25.739	18.135	8.488999999999999	9.637	17.067	8.742	28.833000000000002	21.976999999999997	26.473000000000003	17.987000000000002	8.869	9.039	18.701
39.67474	7.934	29.685	24.381999999999998	26.65	18.295	10.455	9.83	17.789	7.297999999999999	29.855999999999998	11.514000000000001	26.094	18.160999999999998	8.775	9.597999999999999	17.094	8.498	28.633000000000003	22.212	26.419	18.278	9.328	9.177	19.08
39.84134	7.544	30.250999999999998	24.324	26.741999999999997	18.144000000000002	10.562999999999999	9.732999999999999	17.585	7.1739999999999995	29.511	11.652000000000001	26.127	18.275	8.885	9.589	17.561	9.017999999999999	28.638	22.124000000000002	26.480999999999998	18.304000000000002	9.435	9.197000000000001	19.989
40.00797	7.737	30.264	24.526999999999997	26.616999999999997	18.27	10.552	9.985	18.14	7.54	30.319000000000003	12.022	26.678	18.37	8.783	9.725	17.507	8.742	28.774	21.976999999999997	26.296999999999997	18.369	9.515	9.332	18.965
40.17471	7.68	29.968000000000004	24.838	26.930999999999997	18.484	10.67	10.369000000000002	17.980999999999998	7.31	30.285999999999998	12.140999999999998	26.199	18.35	9.344	9.579	17.724	8.685	29.238000000000003	22.226999999999997	26.465	18.291	9.279	9.422	19.094
40.34141	7.907	30.182	24.428	26.67	18.451	10.22	10.185	17.659000000000002	7.0089999999999995	29.97	11.81	26.467	18.375999999999998	8.837	9.597999999999999	17.84	8.527999999999999	29.096999999999998	22.491	26.469	18.494	9.65	9.531	19.209
40.50798	8.222000000000001	30.383000000000003	24.013	27.06	18.517	10.559000000000001	10.442	18.691	7.27	29.930999999999997	11.829	26.68	18.355	9.361	9.673	17.795	8.604	28.64	21.746	26.535999999999998	18.417	9.691	9.372	20.077
40.67476	7.685	29.801	24.669	26.939	18.695999999999998	10.146	10.727	18.459	7.227	29.59	12.175999999999998	26.441999999999997	18.503	9.085	9.525	17.672	8.66	28.805999999999997	22.557	26.179000000000002	18.415	9.342	9.545	19.865
40.8415	7.912000000000001	29.985	23.906	27.296	18.369	10.312999999999999	10.573	18.785	7.603	30.066999999999997	12.168	26.564	18.471	9.548	10.045	18.111	8.622	29.459	22.057	26.301	18.412	9.566	9.565	19.892
41.00802	7.722	30.043000000000003	24.959	27.086	18.712	10.269	10.147	18.515	7.532	30.301	12.007	26.206	18.49	9.359	10.148	17.985	9.049	29.338	22.344	26.973000000000003	18.285	9.463	9.728	19.913
41.1748	7.691	30.045	23.678	26.918000000000003	18.791	10.651	10.292	17.938	7.321000000000001	30.156999999999996	12.415999999999999	26.392	18.539	9.267000000000001	10.118	18.384	8.46	28.932	21.506	26.57	18.686	9.817	9.52	19.901
41.34153	7.7620000000000005	30.209	24.445	26.749000000000002	18.577	10.338	10.482000000000001	18.914	7.19	30.230999999999998	11.87	26.605	18.857	9.547	9.923	18.410999999999998	9.089	29.238000000000003	22.712	27.138	18.534000000000002	9.56	9.414	19.927
41.50807	8.312999999999999	30.511999999999997	24.063000000000002	27.107	18.839000000000002	10.623	10.062000000000001	18.592	7.654	30.680999999999997	11.95	26.491	18.706	9.746	10.002	18.173	8.844	29.392	22.3	26.464000000000002	18.472	9.697000000000001	9.523	19.777
41.67478	8.267999999999999	30.425	23.863000000000003	27.199	19.173	10.725999999999999	10.664000000000001	18.391	7.726	30.416999999999998	12.288	26.701999999999998	18.686	9.729	10.075	18.977	8.799	29.276999999999997	23.160999999999998	26.645	18.629	9.506	9.567	20.022000000000002
41.84153	7.941	30.177	24.432	26.858	18.793	10.633	10.102	19.227	7.695	30.256999999999998	12.167	26.065	18.719	9.344	10.042	18.983	9.002	29.764	22.403000000000002	26.599	18.663	9.618	9.887	19.968
42.00821	8.193	30.455	24.546999999999997	27.41	19.065	10.799000000000001	11.001	18.868	7.561	30.625	12.537	26.765	18.755	9.271	10.148	19.133	8.872	28.897	22.432	27.15	18.727	9.728	9.728	20.56
42.17494	8.311	30.644000000000002	23.816	27.611	18.994	10.714	10.852	18.985	7.322	30.375999999999998	12.39	26.497	19.035	9.709	10.21	18.878	8.992	29.74	22.029	26.528000000000002	18.653	9.94	9.788	20.189
42.34158	8.404	30.625	24.206	27.149	19.088	10.630999999999998	10.710999999999999	19.227999999999998	7.327999999999999	30.385	12.513	26.535	18.954	9.48	10.45	19.238	8.674	29.514	21.948	26.683000000000003	18.718	9.681000000000001	9.617	20.285
42.50829	8.236	30.338	23.994	27.208000000000002	19.250999999999998	11.019	11.161	19.315	7.72	31.009	12.520999999999999	26.828000000000003	19.088	9.519	10.398	20.229	9.122	29.281999999999996	22.263	26.86	19.059	9.625	9.977	21.628
42.6749	8.183	30.331999999999997	24.095	27.594	18.980999999999998	10.998	10.93	19.555999999999997	7.6339999999999995	30.24	12.495999999999999	26.393	18.993	9.902999999999999	10.610999999999999	19.539	9.422	29.399	21.985	26.658	18.816	9.783999999999999	10.101	21.144000000000002
42.8416	8.232999999999999	30.441999999999997	24.276	27.183000000000003	19.229	10.845	10.890999999999998	19.324	7.622999999999999	30.205	12.635	26.951	18.887999999999998	10.04	10.485999999999999	18.991	9.122	29.718000000000004	22.11	26.804000000000002	19.032	10.103	9.83	20.831
43.0082	8.793	31.004	24.651	27.603	19.166	11.427	10.865	19.326	7.749	30.378	12.754000000000001	26.605	18.945	9.959	10.63	19.235	9.089	29.621	22.035	26.725	19.005	10.032	10.121	20.898000000000003
43.175	8.546	30.484	23.988000000000003	27.616	19.33	11.417	10.765999999999998	19.839000000000002	7.797000000000001	30.448	12.89	26.971	19.079	10.065	10.177999999999999	19.633	9.402000000000001	29.162	21.078000000000003	27.15	18.962	9.551	9.904	20.737
43.34171	8.461	30.954	24.416999999999998	27.726	19.222	10.975999999999999	10.975	19.182000000000002	7.684	30.74	12.745999999999999	26.815	19.119	9.657	10.356	19.852999999999998	9.434	29.362	22.211	26.759	19.18	10.315999999999999	10.142000000000001	21.34
43.50831	8.427999999999999	31.191	23.840999999999998	27.526999999999997	19.448	11.034	11.089	19.663	7.561	30.595	13.008	27.236	19.256	9.977	10.59	20.281	9.255	29.25	22.285	27.031999999999996	18.962	10.199	10.11	20.737
43.67501	8.38	31.034000000000002	24.268	27.633000000000003	19.52	11.220999999999998	11.1	20.239	8.309	30.879	13.284	26.811	19.180999999999997	10.253	10.512	19.677	9.324	29.415	22.094	27.138	19.093	10.032	10.209	21.252
43.84172	8.283999999999999	31.072	23.945	27.726	19.369	11.094000000000001	10.798	19.624000000000002	7.949	30.680999999999997	12.864	26.668000000000003	19.325	9.568999999999999	10.208	19.852999999999998	9.64	29.451	22.476	27.113000000000003	19.209	10.404000000000002	10.555	21.250999999999998
44.00836	8.693	30.897	24.164	28.057	19.507	11.152000000000001	11.119000000000002	20.134	7.885	30.978	12.92	26.941999999999997	19.285	9.889	10.708	20.958000000000002	9.697000000000001	29.427	21.549	26.944000000000003	19.168	10.434000000000001	10.287	21.738000000000003
44.17511	9.033999999999999	30.866	24.482	27.435	19.379	11.491	11.194	19.717	8.02	30.741	13.200999999999999	27.144000000000002	19.452	10.318	10.988	20.568	9.595	29.836	22.13	27.146	19.424	10.36	10.302999999999999	21.701
44.34169	8.533	30.837	24.659000000000002	27.612	19.615	11.491	11.194	20.807	7.814	31.065	13.172	27.085	19.217	10.171	10.988	20.038	9.536	29.424	21.954	26.616	19.189	9.948	10.302999999999999	21.495
44.50841	8.759	31.041	23.666	27.776999999999997	19.497	11.125	11.422	20.234	8.073	30.973000000000003	13.31	26.718000000000004	19.601	10.016	10.829	20.458	9.554	29.8	21.901	27.135	19.427	10.227	10.174	21.500999999999998
44.67501	8.638	31.178	23.851999999999997	27.849	19.826	11.328	11.538	20.364	7.895	30.754	12.450999999999999	26.848000000000003	19.635	10.427999999999999	10.619000000000002	20.2	9.344	29.549	21.878	27.089000000000002	19.521	10.369000000000002	10.201	21.508000000000003
44.84164	8.305	31.305999999999997	23.793000000000003	27.587	19.852	11.526	11.324000000000002	20.96	8.007	30.733	13.124	27.206999999999997	19.515	10.185	10.877	20.525	9.365	29.704	21.996	27.034000000000002	19.223	10.389000000000001	10.31	21.064
45.00842	8.507	30.929000000000002	24.314	27.969	19.534000000000002	11.222999999999999	11.380999999999998	20.956	7.888	30.767	13.238	27.114	19.464000000000002	10.243	10.87	20.748	9.773	30.031	21.625	27.15	19.381	10.675	10.186	21.788
45.17507	8.375	30.899	24.1	27.728	19.584	11.565	11.22	20.715	8.439	31.003	13.107000000000001	27.08	19.484	10.082	10.975	21.125999999999998	9.849	29.703000000000003	21.468000000000004	26.909000000000002	19.283	10.600999999999999	10.527999999999999	22.105999999999998
45.34188	8.435	30.988000000000003	24.011	27.698	20.088	11.832	11.753	20.566999999999997	8.261000000000001	31.211	13.255	26.784000000000002	19.692	10.349	11.300999999999998	20.503	9.76	29.820999999999998	21.646	27.235	19.55	10.452	10.469000000000001	21.75
45.50842	8.748	30.839000000000002	24.034000000000002	27.576	19.871	11.847999999999999	11.415	20.651	8.041	31.031999999999996	13.272	27.432	19.623	9.773	11.08	20.733	9.628	29.641	22.024	27.35	19.6	10.437000000000001	10.545	21.684
45.67519	8.817	31.162	24.500999999999998	28.087	20.081	11.705	11.844000000000001	20.954	8.326	30.994	13.462	27.169	19.746	10.352	10.998	21.584	9.873	29.625999999999998	21.799	27.506	19.607	10.735	10.94	21.965
45.84192	9.34	30.953000000000003	23.749000000000002	27.905	19.923	11.811	11.534	21.276999999999997	8.344	30.993000000000002	13.39	26.897	19.469	10.102	10.984000000000002	20.713	9.621	29.741999999999997	21.881	27.204	19.569000000000003	10.540999999999999	10.659	22.435
46.00858	9.245	31.45	24.427	28.433000000000003	20.363	12.252	11.945	21.625999999999998	8.249	31.013	13.205	27.246	19.939	10.036	11.097999999999999	22.017	9.794	29.644000000000002	21.993000000000002	27.076999999999998	19.651	10.565999999999999	10.594000000000001	22.963
46.1752	9.061	31.046	24.503	27.839000000000002	19.861	11.804	11.877	21.389	8.386000000000001	30.851999999999997	13.823	27.487	19.644000000000002	10.384	11.363	21.825	10.237	29.875999999999998	22.046	27.049	19.503	10.898	10.857999999999999	22.21
46.3418	8.881	30.916	23.561	27.822	20.014	11.265999999999998	11.638	21.343000000000004	8.267000000000001	31.553	13.673	27.144000000000002	19.678	10.235	11.182	21.656	9.818999999999999	29.802	21.548000000000002	27.27	19.389	10.982000000000001	10.765999999999998	22.426
46.50852	8.764	31.135	24.384	27.869	19.713	11.982000000000001	11.758	21.746	8.386000000000001	31.000999999999998	14.12	27.041999999999998	19.881	10.354000000000001	11.423	21.171999999999997	9.881	29.965	21.868000000000002	27.198	19.680999999999997	10.898	10.769	22.151
46.67518	8.847999999999999	31.66	23.930999999999997	27.949	20.032	12.095999999999998	11.782	21.261999999999997	8.558	31.14	13.817	27.271	19.963	10.556	11.714	21.816999999999997	10.054	30.104	21.861	27.219	19.614	11.040999999999999	11.09	22.5
46.84194	9.022	31.156	23.885	28.342	20.111	12.33	12.103	21.151	8.166	31.29	13.457	27.160999999999998	19.952	10.432	11.504000000000001	20.94	10.021	30.138	21.461	27.552	19.721	11.04	10.908	22.276999999999997
47.00868	8.774	31.048000000000002	24.788	28.058000000000003	20.156	11.993	12.062000000000001	21.726999999999997	8.243	31.153000000000002	13.446	27.233	20.146	10.332	11.285	21.933000000000003	9.833	29.794	21.565	27.386999999999997	19.914	10.940999999999999	10.985999999999999	22.884
47.1753	9.302	31.570999999999998	23.803	27.96	20.268	11.929	11.997	21.035999999999998	8.415	31.084	13.972999999999999	27.669	19.991	10.593	11.31	21.747	10.183	29.844	21.529	27.289	19.907	10.729000000000001	10.950999999999999	22.432
47.3419	8.742	31.421999999999997	23.848000000000003	28.011999999999997	20.546	12.05	12.151	21.622	8.451	31.23	14.067	27.334	20.032	10.717	11.52	21.319000000000003	10.216000000000001	29.543000000000003	21.839000000000002	27.371	19.95	11.204	11.280999999999999	22.21
47.50868	9.133	31.521	23.381	28.169	20.137999999999998	12.085	12.245	21.779	8.635	31.416999999999998	14.399000000000001	27.61	20.187	10.545	11.763	22.069000000000003	10.221	29.849	21.253	27.616999999999997	19.957	10.705	10.841	22.455
47.67531	9.094	31.038	23.151	28.197	20.179000000000002	11.988	12.116	21.925	8.562999999999999	31.143	14.27	27.58	20.05	10.474	11.843	21.718000000000004	9.946	29.785	21.766	26.963	19.967	11.47	11.307	21.988000000000003
47.84204	8.985	31.195	23.648000000000003	27.932	20.197	12.53	12.305	22.254	8.368	30.971999999999998	14.103	27.343000000000004	20.128	10.545	11.792	21.95	10.399000000000001	30.145	22.44	27.29	19.868	11.505999999999998	11.524000000000001	22.099
48.00861	9.261000000000001	31.344	24.320999999999998	27.943	20.225	11.918	12.607999999999999	21.7	8.818	31.509	14.020999999999999	27.029	19.977	10.907	11.802	21.436	9.935	30.093000000000004	21.87	27.213	19.982	11.607999999999999	11.355	22.416999999999998
48.17543	9.172	31.522	23.58	28.269000000000002	20.225	12.095999999999998	12.163	22.145	8.67	31.243000000000002	14.732000000000001	27.296	20.214000000000002	10.818	12.187000000000001	21.701999999999998	10.616	29.915	21.1	27.509	19.804000000000002	11.46	11.235999999999999	22.743000000000002
48.34208	9.252	31.395	23.468000000000004	28.238000000000003	20.473	12.767999999999999	12.123	22.349	8.805	31.708000000000002	14.335999999999999	27.769000000000002	20.165	10.984000000000002	11.853	21.56	10.4	30.354	21.316	27.448	19.933	11.600999999999999	11.523	22.069000000000003
48.50874	9.045	31.631	23.616	27.941999999999997	20.444000000000003	12.354000000000001	12.241	22.024	8.597999999999999	31.235	14.78	27.03	19.988	10.806	11.970999999999998	22.358	10.37	30.177	21.464000000000002	27.241	20.051	11.306	11.257	21.98
48.67533	9.252	31.61	23.381	28.258000000000003	20.375	12.589	12.512	22.401999999999997	8.368	31.773000000000003	14.785	27.61	20.276	11.494000000000002	11.97	22.158	10.221	30.441999999999997	21.430999999999997	27.854	20.105	11.743	11.405	22.544
48.84203	9.391	31.808000000000003	23.803	28.02	20.445999999999998	12.758	12.442	22.607	8.83	30.965	14.565999999999999	27.283	20.168	11.126	11.843	21.807	10.686	30.17	21.943	27.2	19.907	11.559000000000001	11.307	22.877
49.00886	9.261000000000001	31.463	23.432	28.358	20.403	12.450999999999999	12.637	21.967	9.025	31.568	14.999	27.651	20.243	10.67	11.802	22.087	10.437999999999999	30.004	21.425	27.509	20.13	11.607999999999999	11.620999999999999	22.151
49.17538	9.529	31.384	23.217	27.9	20.635	12.69	12.667	22.041999999999998	8.64	31.698	14.525	26.958000000000002	20.475	10.995999999999999	12.13	22.491999999999997	10.145	30.225	21.566999999999997	27.17	20.243	11.789000000000001	11.623	21.404
49.34221	9.002	31.128	23.726999999999997	28.53	20.553	13.050999999999998	12.762	22.316999999999997	9.179	31.441	15.123	27.795	20.541	10.735	12.047	22.204	10.238999999999999	30.5	21.9	27.741	20.279	11.765	11.687999999999999	22.624000000000002
49.50876	9.635	31.886999999999997	23.386999999999997	28.252	20.477999999999998	12.618	12.685	22.394000000000002	8.747	31.311999999999998	14.957	27.279	20.229	11.28	11.88	22.664	10.664000000000001	30.221999999999998	21.233	27.344	20.086	11.538	11.788	22.728
49.67553	9.677	31.592	23.186999999999998	28.433000000000003	20.811999999999998	12.72	12.785	22.485	9.054	31.343000000000004	14.969000000000001	27.785999999999998	20.297	11.084000000000001	12.307	22.315	10.648	30.195	21.566999999999997	27.495	20.272000000000002	11.847999999999999	11.712	22.173000000000002
49.84213	9.399	31.395	23.912	28.208000000000002	20.799	12.798	12.833	22.468000000000004	9.249	31.500999999999998	14.75	27.237	20.609	11.073	12.207	22.535999999999998	10.725	30.206	20.932	27.566999999999997	19.992	12.133	11.789000000000001	22.276
50.00888	9.727	31.296999999999997	23.275	28.388	20.581999999999997	12.92	12.714	22.114	9.07	31.524	14.985999999999999	27.595	20.48	11.072000000000001	12.329	22.368000000000002	10.581	29.85	22.1	27.451	20.07	11.815999999999999	11.792	22.438000000000002
50.17552	9.328	31.601	23.668000000000003	28.53	20.73	12.785	12.525	22.316999999999997	9.001	31.53	14.856	27.261999999999997	20.482	11.357000000000001	12.431	22.026999999999997	11.038	30.323	21.721999999999998	27.593000000000004	20.279	12.149000000000001	11.776	22.654
50.34225	9.783999999999999	31.749000000000002	23.35	27.854	20.355	12.975	12.655	21.906	9.515	31.531	14.957	27.237	20.55	11.22	12.119000000000002	22.033	10.665999999999999	30.029	21.05	27.537	20.258	12.045	11.966	22.808000000000003
50.50896	9.82	31.622	23.526999999999997	28.263	20.712	13.308	12.897	22.166	9.195	31.316	15.288	27.616	20.404	11.402999999999999	12.185	22.268	10.644	30.17	21.375999999999998	27.503	20.289	12.26	11.765999999999998	22.570999999999998
50.67565																								
50.8422																								
51.00882																								
51.1756																								
51.34227																								
51.5089																								
51.67569																								
51.84226																								
52.00906																								
52.17582																								
52.34242																								
52.50914																								
52.67578																								
52.84245																								
53.00904																								
53.17585																								
53.34246																								
53.50911																								
53.67571																								
53.84239																								
54.00916																								
54.17582																								
54.34257																								
54.50927																								
54.67592																								
54.84259																								
55.0093																								
55.17594																								
55.34253																								
55.50935																								
55.676																								
55.8427																								
56.00934																								
56.17596																								
56.34271																								
56.50938																								
56.67603																								
56.84264																								
57.00947																								
57.17614																								
57.34275																								
57.50954																								
57.67617																								
57.84282																								
58.00946																								
58.17616																								
58.34293																								
58.50949																								
58.67622																								
58.84292																								
59.00952																								
59.17635																								
59.3429																								
59.50966																								
59.67641																								
59.84304																								
60.00973																								
60.17642																								
60.34299																								
60.50967																								
60.67636																								
60.84315																								
61.00974																								
61.17645																								
61.3432																								
61.50979																								
61.67653																								
61.84313																								
62.00986																								
62.17655																								
62.34328																								
62.5099																								
62.67659																								
62.84323																								
63.00988																								
63.17662																								
63.34333																								
63.51																								
63.67665																								
63.84338																								
64.00999																								
64.17673																								
64.34328																								
64.51002																								
64.67671																								
64.84335																								
65.01003																								
65.1768																								
65.34341																								
65.51012																								
65.67684																								
65.84351																								
66.01015																								
66.1769																								
66.34343																								
66.51017																								
66.6769																								
66.84353																								
67.01031																								
67.1769																								
67.34354																								
67.51028																								
67.67705																								
67.84368																								
68.01036																								
68.17696																								
68.34367																								
68.51044																								
68.67706																								
68.84373																								
69.01048																								
69.17718																								
69.34374																								
69.51048																								
69.67725																								
69.84382																								
70.01054																								
70.17731																								
70.34386																								
70.51051																								
70.67731																								
70.84393																								
71.01054																								
71.17733																								
71.34396																								
71.51051																								
71.67731																								
71.84407																								
72.01061																								
72.17727																								
72.34402																								
72.51064																								
72.67734																								
72.84407																								
73.01077																								
73.17744																								
73.34407																								
73.5108																								
73.67751																								
73.84409																								
74.01092																								
74.17747																								
74.34423																								
74.51084																								
74.67749																								
74.84422																								
75.01086																								
75.17764																								
75.34436																								
75.51089																								
75.67767																								
75.84425																								
76.01095																								
76.17766																								
76.34438																								
76.51107																								
76.67762																								
76.84431																								
77.01102																								
77.17773																								
77.34439																								
77.51112																								
77.67784																								
77.84449																								
78.01107																								
78.17784																								
78.3445																								
78.5112																								
78.67789																								
78.84464																								
79.01121																								
79.17787																								
79.34461																								
79.51131																								
79.67803																								
79.84465																								
80.01139																								
80.17799																								
80.34475																								
80.51138																								
80.67799																								
80.8447																								
81.01137																								
81.17812																								
81.34469																								
81.51153																								
81.67814																								
81.84483																								
82.0114																								
82.17822																								
82.34486																								
82.5115																								
82.67815																								
82.84495																								
83.01151																								
83.17825																								
83.34493																								
83.51172																								
83.67825																								
83.845																								
84.01165																								
84.17834																								
84.34496																								
84.51166																								
84.67841																								
84.84506																								
85.01177																								
85.17854																								
85.34513																								
85.51173																								
85.67843																								
85.84509																								
86.01182																								
86.17854																								
86.34509																								
86.51183																								
86.67851																								
86.84517																								
87.01192																								
87.17859																								
87.34527																								
87.51189																								
87.6786																								
87.84536																								
88.01193																								
88.17878																								
88.34529																								
88.51195																								
88.6787																								
88.84529																								
89.01201																								
89.17868																								
89.34541																								
89.51216																								
89.6788																								
89.84539																								
90.01215																								
90.17881																								
90.34548																								
90.51224																								
90.67881																								
90.84561																								
91.01234																								
91.17892																								
91.34554																								
91.51236																								
91.6789																								
91.84577																								
92.01241																								
92.17897																								
92.34567																								
92.51242																								
92.67901																								
