	MG1655-1	HMDA1-10_1	HMDA3-5_1	HMDA5-4_1	HMDA7-1_1	proV-1	ptsP-1	wbbK-1	MG1655-2	HMDA1-10_2	HMDA3-5_2	HMDA5-4_2	HMDA7-1_2	proV-2	ptsP-2	wbbK-2	MG1655-3	HMDA1-10_3	HMDA3-5_3	HMDA5-4_3	HMDA7-1_3	proV-3	ptsP-3	wbbK-3	proV_nagC-1	proV_ptsP-1	proV_wbbK-1	proV_ptsP_wbbK-1	proV_ptsP_nagC-1	proV_nagC-2	proV_ptsP-2	proV_wbbK-2	proV_ptsP_wbbK-2	proV_ptsP_nagC-2	proV_nagC-3	proV_ptsP-3	proV_wbbK-3	proV_ptsP_wbbK-3	proV_ptsP_nagC-3
21.67295	0.973	31.706999999999997	25.288	23.993000000000002	31.52	2.401	2.786	1.462	1.042	32.44	23.604	25.583000000000002	31.002	2.8680000000000003	3.7060000000000004	1.5619999999999998	0.9790000000000001	32.882	24.015	26.871	32.765	2.451	3.0260000000000002	1.472	1.236	1.432	1.244	4.671	1.137	1.016	1.355	1.085	2.116	1.171	0.852	0.878	1.109	1.409	1.166
21.83964	0.956	31.487	24.86	24.919	31.678	2.3280000000000003	2.7680000000000002	1.527	0.9440000000000001	31.434	23.124000000000002	26.046	31.62	2.983	3.875	1.4909999999999999	0.9620000000000001	32.497	24.075	26.305	32.217	2.296	3.3310000000000004	1.663	1.218	1.3330000000000002	1.091	4.837	1.119	1.052	1.202	1.041	2.178	1.235	0.968	0.94	0.955	1.444	1.012
22.00625	1.17	31.569000000000003	25.471999999999998	25.476999999999997	31.761	2.491	2.8480000000000003	1.605	1.0490000000000002	32.466	23.868000000000002	25.55	31.351999999999997	2.8760000000000003	3.877	1.651	1.149	31.418000000000003	24.144000000000002	26.325	31.49	2.568	3.278	1.537	1.3519999999999999	1.4669999999999999	1.17	5.114	1.117	1.24	1.2819999999999998	1.0659999999999998	2.34	1.26	1.023	0.9670000000000001	0.981	1.58	1.119
22.17306	1.081	32.059	25.586	24.968000000000004	31.059	2.509	2.9210000000000003	1.625	1.042	32.359	23.929000000000002	25.826	31.3	3.193	4.031000000000001	1.589	0.9790000000000001	32.205	24.53	26.465	31.627	2.559	3.432	1.608	1.317	1.514	1.19	5.077	1.218	1.097	1.301	1.2209999999999999	2.441	1.2790000000000001	0.9329999999999999	1.04	0.892	1.463	1.084
22.33964	1.0070000000000001	31.569000000000003	25.715999999999998	25.666999999999998	32.195	2.545	2.9560000000000004	1.469	1.0490000000000002	32.086999999999996	24.112	26.309	31.189	3.12	4.121	1.6780000000000002	1.095	32.339	24.144000000000002	26.811999999999998	31.815	2.7030000000000003	3.278	1.564	1.271	1.44	1.197	5.521	1.225	1.186	1.3630000000000002	1.093	2.503	1.097	0.914	0.8859999999999999	0.9540000000000001	1.4980000000000002	1.119
22.50638	1.155	31.031999999999996	25.997	25.785999999999998	32.144	2.528	3.022	1.699	0.899	31.873	24.449	25.750999999999998	30.896	3.076	4.13	1.7169999999999999	0.972	32.205999999999996	25.212	25.956	31.953000000000003	2.6319999999999997	3.532	1.515	1.39	1.4509999999999998	1.101	5.635	1.129	1.062	1.375	0.997	2.5140000000000002	1.272	1.006	0.87	0.884	1.536	1.077
22.67298	0.987	31.919	26.008000000000003	26.095	31.406999999999996	2.7969999999999997	3.0189999999999997	1.558	1.056	31.678	23.997	25.87	31.35	3.1830000000000003	4.239	1.685	1.103	32.691	25.467	26.590999999999998	31.95	2.7119999999999997	3.395	1.494	1.197	1.556	1.123	6.155	1.314	1.194	1.452	1.1540000000000001	2.782	1.2670000000000001	0.9490000000000001	1.083	1.071	1.669	1.1
22.83968	1.175	31.559	26.381	25.925	31.372	2.713	3.179	1.6909999999999998	1.054	31.345	25.21	26.459	31.368000000000002	3.343	4.343999999999999	1.7369999999999999	1.0190000000000001	32.601	24.971999999999998	26.826999999999998	31.263	3.062	3.609	1.5719999999999998	1.4380000000000002	1.554	1.337	6.26	1.3659999999999999	1.083	1.449	1.1520000000000001	2.752	1.2919999999999998	1.028	1.054	0.987	1.666	1.097
23.00637	1.101	32.506	25.805999999999997	26.3	30.746	2.803	3.2680000000000002	1.6980000000000002	0.98	31.939	25.828000000000003	26.480999999999998	31.204	3.27	4.842	1.744	1.026	32.382	25.535999999999998	26.171	31.94	3.07	3.8080000000000003	1.6640000000000001	1.2830000000000001	1.6969999999999998	1.263	6.65	1.455	1.172	1.403	1.159	2.7880000000000003	1.2990000000000002	1.1179999999999999	0.9259999999999999	1.0490000000000002	1.675	1.1320000000000001
23.173	1.239	31.51	26.41	25.791999999999998	31.160999999999998	2.805	3.406	1.7819999999999998	1.091	31.703000000000003	25.618000000000002	26.163	31.158	3.463	4.6819999999999995	1.774	1.165	32.364000000000004	26.166999999999998	26.26	31.921	2.911	3.8110000000000004	1.6680000000000001	1.422	1.808	1.13	6.763	1.376	1.2009999999999998	1.541	1.08	2.9530000000000003	1.3559999999999999	1.12	1.064	1.078	1.7590000000000001	1.135
23.33978	1.079	32.213	26.715999999999998	26.315	30.916	2.859	3.352	1.758	1.121	31.971999999999998	24.951	26.334	31.4	3.677	4.867	1.804	1.058	31.221999999999998	25.714000000000002	27.026	32.133	3.017	3.998	1.631	1.2329999999999999	1.7819999999999998	1.35	7.023	1.3780000000000001	1.149	1.5419999999999998	1.083	3.304	1.358	1.1740000000000002	0.983	0.9440000000000001	1.7309999999999999	1.19
23.50636	1.104	32.004	26.680999999999997	25.444000000000003	31.114	3.068	3.4010000000000002	1.675	0.956	31.87	25.839000000000002	26.516	30.706	3.803	5.019	1.72	1.028	32.931	26.572	26.18	31.840999999999998	3.009	4.2589999999999995	1.6680000000000001	1.5530000000000002	1.75	1.2930000000000001	7.167000000000001	1.5090000000000001	1.361	1.349	1.189	3.2969999999999997	1.382	1.033	0.87	1.101	1.7519999999999998	1.213
23.67305	0.9690000000000001	32.518	27.194000000000003	27.037	32.059	3.068	3.347	1.756	1.1179999999999999	32.357	25.623	26.003	30.139	3.803	5.181	1.855	1.136	31.851	27.302	26.423000000000002	31.246	3.117	4.34	1.587	1.229	1.75	1.2930000000000001	7.761	1.482	1.226	1.43	1.297	3.432	1.328	0.9790000000000001	0.924	0.9390000000000001	1.8330000000000002	1.213
23.83977	1.119	30.531999999999996	27.913	26.055999999999997	31.424	3.2430000000000003	3.576	1.933	1.1059999999999999	31.073	26.64	25.373	31.745	3.8689999999999998	5.192	1.7619999999999998	1.286	31.322	27.021	26.413	31.636	3.345	4.298	1.703	1.432	1.979	1.3619999999999999	8.2	1.577	1.187	1.633	1.177	3.633	1.5590000000000002	0.965	0.857	0.9259999999999999	1.9269999999999998	1.227
24.00641	1.138	32.3	27.568	26.898000000000003	30.923000000000002	3.239	3.733	1.736	1.18	30.976999999999997	26.05	26.079	31.406	4.056	5.515	1.808	1.117	31.39	27.081	26.391	32.299	3.423	4.836	1.76	1.399	2.001	1.3	8.476	1.571	1.369	1.681	1.061	3.765	1.4980000000000002	0.9059999999999999	0.9590000000000001	1.001	1.868	1.2209999999999999
24.17313	1.043	31.331	27.82	26.421	31.359	3.14	4.013	1.776	1.192	31.278000000000002	26.087	25.791999999999998	30.924	4.145	5.5760000000000005	1.956	1.102	31.609	27.63	26.752	31.815	3.432	4.574	1.5490000000000002	1.276	2.0380000000000003	1.205	8.613	1.7180000000000002	1.192	1.72	1.047	3.801	1.402	1.024	0.917	0.932	2.094	1.2329999999999999
24.33977	1.187	31.77	28.283	26.37	31.581999999999997	3.4760000000000004	3.917	1.758	1.121	31.23	26.791999999999998	26.361	30.579	4.239	6.102	1.885	1.031	32.291	26.58	26.377	31.605999999999998	3.5789999999999997	4.668	1.7519999999999998	1.367	2.32	1.3769999999999998	9.386000000000001	1.755	1.148	1.676	1.137	3.9210000000000003	1.466	1.143	1.089	1.104	2.079	1.297
24.50644	1.212	32.085	28.734	26.605	31.384	3.2569999999999997	3.86	1.7830000000000001	1.091	32.114000000000004	26.271	26.596999999999998	31.057	4.37	5.9639999999999995	1.882	1.109	32.418	27.059	26.585	31.436	3.522	4.718	1.8030000000000002	1.391	2.2359999999999998	1.239	9.679	1.671	1.3880000000000001	1.7269999999999999	1.135	4.1339999999999995	1.544	1.114	1.114	1.074	2.022	1.24
24.67318	1.197	31.9	29.092	25.886999999999997	31.173000000000002	3.536	4.14	1.8230000000000002	1.0759999999999998	31.631	26.659000000000002	24.934	30.980999999999998	4.702	6.16	1.786	1.175	31.826999999999998	27.014	26.622	31.789	3.72	5.131	1.726	1.268	2.381	1.305	10.247	1.953	1.3730000000000002	1.82	1.2009999999999998	4.224	1.475	0.9620000000000001	1.0979999999999999	1.0590000000000002	2.059	1.306
24.8398	1.111	31.136999999999997	29.433000000000003	26.844	30.733	3.428	4.1930000000000005	1.871	1.3419999999999999	31.112	25.86	26.673000000000002	30.568	4.758	6.596	1.89	1.117	32.471	27.378	26.635	31.704	3.937	5.132999999999999	1.814	1.3719999999999999	2.379	1.409	10.286	1.9769999999999999	1.234	1.8430000000000002	1.2229999999999999	4.5489999999999995	1.66	1.122	1.203	1.109	2.193	1.329
25.0065	1.254	31.234	28.749000000000002	26.406999999999996	31.37	3.728	4.412	1.906	1.187	31.180999999999997	26.37	26.884	30.854	4.787	6.622000000000001	1.9509999999999998	1.097	31.754	26.778000000000002	26.225	32.769	3.9930000000000003	5.351	1.73	1.3780000000000001	2.519	1.47	10.71	1.982	1.348	1.8219999999999998	1.204	4.7669999999999995	1.694	1.127	0.992	1.0070000000000001	2.17	1.2
25.17309	1.163	31.498	28.906999999999996	26.647	31.39	3.824	4.563	1.8419999999999999	1.177	31.094	26.718000000000004	25.991999999999997	30.875	5.016	6.904	1.8330000000000002	1.195	31.397	26.425	26.627	31.872	4.115	5.257000000000001	1.9580000000000002	1.341	2.615	1.3519999999999999	11.716	2.133	1.2570000000000001	1.704	1.248	4.7	1.683	1.035	1.089	0.997	2.293	1.271
25.33985	1.249	31.622	29.408	27.011999999999997	31.677	3.911	4.811	2.09	1.155	30.544	26.814	27.139	30.973000000000003	5.212000000000001	6.992000000000001	2.0269999999999997	1.119	32.385	26.574	27.019000000000002	31.943	4.0680000000000005	5.56	1.912	1.3459999999999999	2.702	1.4380000000000002	11.78	2.0580000000000003	1.208	1.979	1.28	4.949	1.6340000000000001	1.014	1.149	1.1909999999999998	2.542	1.357
25.50655	1.212	31.41	29.031	26.820999999999998	30.709	4.148	4.859	2.08	1.199	30.709	26.838	26.408	31.57	5.154	7.098	2.0709999999999997	1.19	31.553	27.113000000000003	26.666	32.354	4.441	5.745	1.749	1.607	2.884	1.401	12.542	2.2119999999999997	1.199	1.9709999999999999	1.27	5.377000000000001	1.706	0.9790000000000001	1.087	1.074	2.346	1.375
25.67322	1.107	31.031	29.195999999999998	26.881999999999998	31.625	4.037	4.479	1.975	1.228	31.436	27.034000000000002	26.335	30.894000000000002	5.093999999999999	7.386	2.019	1.165	31.441999999999997	26.956999999999997	27.346999999999998	32.187	4.409	5.766	1.819	1.5	2.909	1.43	12.413	2.185	1.416	1.944	1.246	5.398	1.7619999999999998	1.113	1.141	1.075	2.614	1.268
25.83995	1.33	32.539	29.354	26.554000000000002	31.488000000000003	4.208	4.973	1.982	1.182	32.135	25.708000000000002	26.519000000000002	31.241999999999997	5.805	7.694	2.0269999999999997	1.173	31.818	27.923000000000002	27.154	31.97	4.58	6.099	1.912	1.4269999999999998	3.0260000000000002	1.5190000000000001	13.398	2.381	1.262	2.141	1.28	5.893	1.796	1.094	1.149	1.1909999999999998	2.622	1.276
26.00652	1.261	32.096	29.636999999999997	27.212	31.017	4.439	5.257999999999999	2.075	1.329	31.935	26.23	27.311999999999998	31.041	5.822	7.955	2.201	1.131	32.077	27.098000000000003	26.274	32.256	4.731	5.954	2.011	1.548	3.1210000000000004	1.531	14.26	2.557	1.2209999999999999	2.073	1.265	6.18	1.89	1.1079999999999999	1.27	1.0959999999999999	2.6639999999999997	1.4509999999999998
26.17317	1.168	31.11	29.596999999999998	26.256999999999998	31.164	4.505	5.324	2.171	1.182	31.974	26.193	27.544	31.08	5.805	8.611	2.215	1.254	32.951	27.546	27.073	32.105	4.823	6.422999999999999	1.966	1.4269999999999998	3.403	1.465	14.073	2.4619999999999997	1.262	2.114	1.334	6.001	1.931	1.04	1.014	1.137	2.784	1.357
26.33992	1.205	30.899	28.603	26.366999999999997	31.791	4.436	5.417000000000001	1.9380000000000002	1.327	30.927	26.573	27.816999999999997	31.031999999999996	5.9	8.761000000000001	2.145	1.183	31.339000000000002	28.008000000000003	26.886999999999997	31.625999999999998	5.052	6.626	1.9269999999999998	1.4380000000000002	3.415	1.61	14.714	2.5810000000000004	1.3	2.2319999999999998	1.371	6.636	2.023	1.1320000000000001	1.2670000000000001	1.067	2.823	1.395
26.50659	1.119	31.288	29.531999999999996	28.160999999999998	31.531999999999996	4.754	5.707999999999999	2.149	1.187	31.424	26.64	26.399	31.745	6.379	9.023	2.194	1.2590000000000001	31.268	28.343000000000004	27.898000000000003	32.149	5.072	7.212000000000001	2.0	1.297	3.409	1.551	15.216	2.576	1.294	2.2	1.258	7.0329999999999995	1.801	1.0190000000000001	1.235	0.98	2.952	1.3619999999999999
26.67329	1.124	31.088	29.386	28.122	32.304	4.7330000000000005	5.876	2.262	1.192	31.575	26.761999999999997	27.223000000000003	30.789	6.386	8.68	2.145	1.291	31.933000000000003	27.414	27.346	32.409	5.484	6.869	2.008	1.4380000000000002	3.658	1.556	16.118	2.7969999999999997	1.354	2.475	1.344	7.041	2.104	1.1320000000000001	1.2670000000000001	0.932	3.093	1.368
26.84	1.2590000000000001	30.872	29.44	27.204	31.359	5.165	5.876	2.154	1.381	32.061	26.221999999999998	27.169	30.358	6.629	9.301	2.28	1.345	31.366	27.198	27.913	31.815	5.484	7.138999999999999	1.9269999999999998	1.546	3.9010000000000002	1.556	16.28	2.905	1.192	2.475	1.209	7.311	2.293	0.97	1.187	1.013	3.12	1.449
27.00654	1.1059999999999999	30.851	29.201	27.72	32.391999999999996	5.178	6.024	2.191	1.256	31.041	26.765	27.361	31.119	6.832000000000001	9.561	2.371	1.274	31.535	26.499000000000002	27.538	31.875999999999998	5.497000000000001	7.558	2.077	1.3940000000000001	4.022	1.7009999999999998	17.68	2.8360000000000003	1.2830000000000001	2.541	1.354	7.8660000000000005	2.222	1.143	1.251	1.104	3.3480000000000003	1.459
27.17323	1.3419999999999999	31.34	29.529	27.535999999999998	31.287	5.249	6.041	2.102	1.113	30.693	26.77	27.474	30.851999999999997	7.01	9.818	2.363	1.266	31.78	27.287	27.678	32.661	5.892	7.627999999999999	2.092	1.4669999999999999	4.228	1.6119999999999999	17.284000000000002	3.043	1.3019999999999998	2.64	1.3459999999999999	8.367	2.214	1.189	1.189	1.15	3.528	1.2890000000000001
27.33993	1.242	30.654	29.573	27.151999999999997	31.301	5.088	6.42	2.056	1.3630000000000002	30.276999999999997	26.522	28.357	30.49	7.466	10.350999999999999	2.343	1.165	31.226999999999997	27.55	28.857	33.238	6.107	7.949	2.197	1.5	4.122	1.673	18.613	3.263	1.3359999999999999	2.6719999999999997	1.3530000000000002	8.39	2.247	1.0859999999999999	1.168	0.9670000000000001	3.557	1.376
27.50665	1.187	31.175	30.093000000000004	27.558000000000003	31.311	5.502000000000001	6.645	2.245	1.256	30.851999999999997	26.954	27.982	30.66	7.237	10.640999999999998	2.2359999999999998	1.301	31.616	27.552	27.998	32.255	6.632000000000001	8.531	2.158	1.367	4.562	1.7009999999999998	18.355	3.241	1.2830000000000001	2.946	1.354	8.595	2.627	1.1159999999999999	1.3319999999999999	1.104	3.835	1.405
27.67329	1.192	30.354	28.893	26.79	31.733	5.455	6.652	2.2769999999999997	1.261	30.463	26.374000000000002	28.186999999999998	31.000999999999998	7.731	10.731	2.403	1.198	32.282	27.162	28.499000000000002	32.299	6.315	8.485	2.354	1.561	4.731	1.652	19.34	3.3819999999999997	1.369	3.06	1.386	9.035	2.633	1.068	1.284	1.245	3.9219999999999997	1.4909999999999999
27.84009	1.111	30.759	29.163	27.33	31.679000000000002	5.86	7.002999999999999	2.6010000000000004	1.207	30.463	27.023000000000003	28.186999999999998	31.756999999999998	8.002	11.001	2.484	1.1440000000000001	31.065	27.0	27.689	31.677	6.72	8.782	2.1919999999999997	1.615	4.812	1.625	20.016	3.49	1.558	3.114	1.44	9.251	2.552	1.23	1.284	1.163	3.949	1.7080000000000002
28.00662	1.3419999999999999	31.259	29.529	27.266	31.691999999999997	6.005	7.391	2.1830000000000003	1.383	30.045	26.149	27.798000000000002	31.041	8.09	11.950999999999999	2.228	1.347	31.348000000000003	27.206	28.569000000000003	31.635	6.729	9.275	2.254	1.6019999999999999	4.984	1.774	20.119	3.475	1.545	3.045	1.4269999999999998	9.42	2.6189999999999998	1.135	1.351	1.0959999999999999	4.0680000000000005	1.4780000000000002
28.17344	1.214	31.337	29.498	26.91	31.581999999999997	6.097	7.402	2.245	1.445	31.176	26.250999999999998	27.576999999999998	31.038	8.642000000000001	12.424000000000001	2.452	1.436	32.453	26.877	27.998	32.255	7.091	9.152000000000001	2.104	1.5290000000000001	5.156000000000001	1.7280000000000002	21.381	3.781	1.391	3.216	1.462	10.243	2.79	1.035	1.3319999999999999	1.077	4.402	1.54
28.34006	1.369	30.638	29.016	26.941999999999997	31.989	6.167000000000001	7.472	2.237	1.248	30.585	25.528000000000002	28.824	30.609	8.657	12.41	2.525	1.2930000000000001	30.943	26.639	29.244	32.31	6.864	9.437000000000001	2.146	1.4669999999999999	5.551	1.693	22.685	3.772	1.2209999999999999	3.423	1.454	10.365	2.835	1.135	1.351	1.204	4.473	1.4509999999999998
28.50659	1.281	31.756999999999998	29.349	27.245	31.759	6.655	7.771	2.311	1.403	30.65	25.044	28.561	30.863000000000003	9.338	13.664000000000001	2.465	1.368	31.199	25.941	28.712	31.784000000000002	7.435	9.902000000000001	2.258	1.569	5.66	1.795	22.658	3.823	1.485	3.447	1.285	10.967	2.9389999999999996	1.157	1.3459999999999999	1.171	4.689	1.5530000000000002
28.67334	1.222	31.146	29.603	28.526999999999997	31.904	6.702000000000001	8.25	2.441	1.344	30.904	25.381	28.031999999999996	31.36	9.357000000000001	13.33	2.541	1.4709999999999999	31.425	26.006999999999998	29.506999999999998	32.686	7.914	10.489	2.088	1.537	6.138999999999999	1.871	22.564	4.1419999999999995	1.237	3.4410000000000003	1.55	11.445	3.095	1.206	1.422	1.031	4.736000000000001	1.575
28.84011	1.31	30.467	29.761999999999997	27.604	31.875	7.145	8.775	2.449	1.271	30.739	24.97	28.785999999999998	30.601	9.64	13.859000000000002	2.549	1.4509999999999998	31.694000000000003	25.948	28.558000000000003	31.819000000000003	7.817	10.907	2.126	1.5719999999999998	5.907	1.8780000000000001	24.855999999999998	4.151	1.4609999999999999	3.639	1.558	11.837	3.1039999999999996	1.16	1.295	1.093	4.99	1.6640000000000001
29.00678	1.286	30.63	29.845	28.041	31.359	6.974	8.899	2.505	1.462	31.089000000000002	25.52	29.896	31.005	10.084	15.159	2.7119999999999997	1.291	31.339000000000002	25.631999999999998	29.614	32.247	8.21	10.783	2.2230000000000003	1.6	6.439	1.9340000000000002	25.160999999999998	4.417	1.5430000000000001	3.798	1.425	11.873	3.1830000000000003	1.105	1.321	1.2830000000000001	5.01	1.692
29.1735	1.4040000000000001	30.506999999999998	29.234	28.427	31.403000000000002	7.028	8.74	2.408	1.364	29.697	24.951	28.987	30.75	10.635	14.966	2.778	1.41	30.978	25.254	29.191999999999997	32.539	8.242	11.308	2.362	1.585	6.249	2.0540000000000003	25.541999999999998	4.735	1.2570000000000001	4.114	1.733	12.293	3.28	1.255	1.389	1.242	5.088	1.732
29.34014	1.354	30.273000000000003	28.73	29.114	32.409	7.563	9.355	2.358	1.45	31.49	24.563000000000002	29.268	30.974	11.002	16.623	2.565	1.36	31.579	25.73	29.337	32.218	8.396	11.458	2.436	1.696	6.947	1.976	27.34	5.031000000000001	1.558	3.9789999999999996	1.521	12.873	3.3360000000000003	1.203	1.5	1.218	5.301	1.8159999999999998
29.50686	1.3030000000000002	30.631999999999998	29.333000000000002	28.526999999999997	31.066	7.648	10.142999999999999	2.387	1.371	30.660999999999998	24.57	28.6	30.766	11.033	16.169	2.73	1.39	31.831	25.006999999999998	28.776999999999997	32.443000000000005	9.049	12.3	2.25	1.645	7.221	2.033	28.078000000000003	5.25	1.48	4.333	1.469	13.527000000000001	3.5010000000000003	1.395	1.368	1.247	5.763999999999999	1.7369999999999999
29.67351	1.288	31.555999999999997	28.26	28.535	31.557	7.706	9.875	2.5340000000000003	1.464	30.612	25.015	28.311	31.014	11.924000000000001	16.676	2.741	1.374	31.348000000000003	25.531999999999996	29.055	31.743000000000002	9.375	12.704	2.254	1.71	7.36	1.936	28.139	5.257000000000001	1.4369999999999998	4.314	1.508	13.821	3.51	1.1079999999999999	1.567	1.0959999999999999	5.904	1.694
29.84015	1.34	30.414	29.305	28.77	32.034	8.539	10.437999999999999	2.505	1.381	30.603	25.169	28.816	30.951	12.325	16.725	2.685	1.345	31.609	25.443	30.396	32.49	9.587	12.7	2.3040000000000003	1.6269999999999998	7.734	2.096	27.861	5.416	1.3	4.3919999999999995	1.452	14.491	3.75	1.2670000000000001	1.348	1.094	5.766	1.8
30.00684	1.45	31.07	28.8	29.21	32.286	8.543	10.874	2.5340000000000003	1.4369999999999998	30.045	25.339000000000002	28.743000000000002	30.879	11.815999999999999	18.566	2.822	1.347	30.538	25.748	29.649	32.256	9.726	13.595	2.497	1.683	7.981	2.1790000000000003	29.165	5.851	1.518	4.395	1.751	14.469000000000001	3.645	1.1079999999999999	1.5130000000000001	1.015	6.1739999999999995	1.7209999999999999
30.17341	1.413	31.28	28.148000000000003	28.261	32.279	8.635	11.1	2.605	1.4269999999999998	30.093000000000004	25.121	28.523000000000003	30.684	13.093	17.734	2.866	1.499	30.531999999999996	25.503	29.374000000000002	32.760999999999996	10.087	13.9	2.563	1.7	8.37	2.115	29.320999999999998	6.053	1.3459999999999999	4.841	1.4980000000000002	15.987	4.038	1.178	1.556	1.0590000000000002	6.617999999999999	1.845
30.34014	1.544	31.273000000000003	28.974	29.114	32.247	8.914	12.084000000000001	2.4659999999999997	1.45	30.166	25.698	28.349	31.000999999999998	13.677	19.893	2.8360000000000003	1.36	30.471	25.595	29.851	32.38	10.45	14.674000000000001	2.517	1.696	8.649	2.138	29.151	6.247000000000001	1.369	4.87	1.521	15.17	4.173	1.068	1.5	1.001	6.247000000000001	1.87
30.50688	1.3840000000000001	31.146	29.009	29.581	31.688000000000002	9.026	11.9	2.6039999999999996	1.479	30.093000000000004	25.787	27.465	30.739	14.357999999999999	19.953	3.054	1.633	31.398000000000003	25.359	29.588	32.686	10.698	14.949000000000002	2.4930000000000003	1.618	8.762	2.195	29.213	6.358	1.615	5.063	1.55	16.852	4.393	1.206	1.584	1.22	7.061	1.899
30.67356	1.4869999999999999	30.851	28.476	29.316	31.795	9.81	12.544	2.7319999999999998	1.4469999999999998	30.393	25.478	27.772	31.253	14.319	20.979	3.0189999999999997	1.4909999999999999	30.669	26.263	29.511999999999997	31.953000000000003	10.883	15.853	2.6860000000000004	1.8530000000000002	9.356	2.242	29.728	6.447	1.419	5.479	1.652	17.265	4.541	1.1159999999999999	1.6019999999999999	1.186	7.335	2.026
30.8403	1.511	31.328000000000003	28.656999999999996	28.581	32.245	9.995	12.863	2.8369999999999997	1.444	30.142	25.12	28.410999999999998	30.785999999999998	15.284	20.811	2.8819999999999997	1.4080000000000001	31.119	25.311999999999998	29.666	32.429	11.472000000000001	15.282	2.682	1.581	9.891	2.32	28.965	7.199	1.416	5.314	1.5959999999999999	16.397000000000002	4.673	1.4909999999999999	1.626	1.075	7.062	1.996
31.00685	1.5190000000000001	30.785999999999998	28.923000000000002	28.874000000000002	32.431999999999995	10.169	13.389000000000001	2.818	1.452	30.975	25.465	28.461	31.269000000000002	15.408	20.398	3.025	1.415	31.09	26.250999999999998	30.229	32.995	12.187000000000001	17.051	2.694	1.8319999999999999	9.985	2.4090000000000003	29.987	7.291	1.4509999999999998	5.836	1.6580000000000001	17.546	4.602	1.256	1.7690000000000001	1.218	7.397	2.032
31.17354	1.425	31.069000000000003	29.557	28.996	33.333	10.822000000000001	13.446	2.7510000000000003	1.412	30.826999999999998	25.590999999999998	27.479	30.878	14.977	21.741999999999997	3.092	1.429	30.375	25.918000000000003	29.892	32.385	12.244000000000002	17.104	2.701	1.899	10.232999999999999	2.396	29.003	7.757000000000001	1.4380000000000002	5.954	1.483	17.787	5.0169999999999995	1.188	1.7819999999999998	1.07	7.485	2.099
31.34017	1.411	30.267	28.487	29.165	31.989	11.011	14.253	2.924	1.4240000000000002	30.616	26.894000000000002	27.865	31.259	16.453	23.991	3.157	1.306	30.083000000000002	26.035999999999998	28.794	32.441	12.593	17.421	2.57	1.749	10.988	2.487	28.389	8.031	1.5030000000000001	6.013999999999999	1.495	18.83	5.24	1.145	1.8459999999999999	1.054	7.946000000000001	2.001
31.50686	1.492	30.785999999999998	28.923000000000002	29.197	32.702	11.652999999999999	14.009	2.926	1.694	30.004	25.95	27.598000000000003	31.269000000000002	17.323	23.581	3.187	1.577	31.414	26.359	28.934	32.751999999999995	13.401	18.022000000000002	2.694	1.751	11.037	2.436	29.636	8.181000000000001	1.4240000000000002	6.376	1.765	19.866	5.33	1.014	1.931	1.137	8.287	2.193
31.67356	1.5119999999999998	31.013	29.336	28.936	32.851	11.635	15.100999999999999	2.785	1.472	30.204	26.44	27.739	31.2	17.017	24.149	3.2889999999999997	1.706	30.914	26.58	29.429000000000002	32.741	13.764000000000001	19.229	2.833	2.096	11.262	2.592	28.568	8.725	1.472	6.485	1.705	20.077	5.4639999999999995	1.36	1.8730000000000002	1.212	8.401	2.2969999999999997
31.84023	1.47	31.243000000000002	29.456999999999997	29.3	32.3	12.009	15.127	3.0410000000000004	1.62	29.406	26.639	27.939	31.188000000000002	18.073	25.185	3.303	1.395	31.199	26.13	29.145	32.406	14.52	18.529	2.772	1.8130000000000002	11.770999999999999	2.552	29.526999999999997	9.286	1.7009999999999998	6.881	1.88	20.73	5.805	1.2109999999999999	1.9140000000000001	1.171	8.908	2.229
32.00704	1.585	31.178	29.475	30.506	32.988	12.970999999999998	15.626	3.0469999999999997	1.4369999999999998	31.070999999999998	26.608	28.473000000000003	31.445999999999998	18.809	26.127	3.47	1.59	30.538	26.774	28.65	32.823	15.072000000000001	19.562	2.875	1.791	12.436	2.6919999999999997	29.3	9.442	1.599	6.797999999999999	1.6969999999999998	21.651	6.021	1.27	1.945	1.0959999999999999	8.955	2.207
32.17361	1.5590000000000002	31.43	29.480999999999998	29.621	32.217	13.43	15.872	2.995	1.465	30.269000000000002	26.986	28.179000000000002	31.185	19.714000000000002	27.236	3.339	1.7	31.603	26.639	29.25	32.675	15.239	20.874000000000002	2.675	1.821	12.273	2.641	28.794	10.462	1.6280000000000001	6.973	1.86	21.831	6.3020000000000005	1.301	1.922	1.044	9.056000000000001	2.562
32.3403	1.635	30.115	29.357	29.524	32.876	13.61	16.349	3.125	1.568	30.441999999999997	26.809	27.730999999999998	31.465999999999998	19.404	26.03	3.468	1.56	31.586	27.355	29.883000000000003	32.251999999999995	15.607000000000001	20.374000000000002	3.0460000000000003	1.7069999999999999	13.48	2.717	28.616	10.425999999999998	1.569	7.723	1.855	22.846	6.593	1.133	1.9980000000000002	1.12	9.561	2.313
