	MG1655-1	HEXA1-1_1	HEXA2-9_1	HEXA4-10_1	ptrA-1	mdtK_ptrA-1	ompR-1	ompR_proQ-1	MG1655-2	HEXA1-1_2	HEXA2-9_2	HEXA4-10_2	ptrA-2	mdtK_ptrA-2	ompR-2	ompR_proQ-2	MG1655-3	HEXA1-1_3	HEXA2-9_3	HEXA4-10_3	ptrA-3	mdtK_ptrA-3	ompR-3	ompR_proQ-3	ompR_ptrA-1	ompR_proQ_mdtK-1	ompR_proQ_ptrA-1	bioAB-1	bioAB_ptrA-1	proQ-1	bioAB_ptrA_mdtK-1	bioAB_ptrA_ompR-1	ompR_ptrA-2	ompR_proQ_mdtK-2	ompR_proQ_ptrA-2	bioAB-2	bioAB_ptrA-2	proQ-2	bioAB_ptrA_mdtK-2	bioAB_ptrA_ompR-2	ompR_ptrA-3	ompR_proQ_mdtK-3	ompR_proQ_ptrA-3	bioAB-3	bioAB_ptrA-3	proQ-3	bioAB_ptrA_mdtK-3	bioAB_ptrA_ompR-3
17.00605	5.751	20.339000000000002	14.915	13.724	9.101	8.172	5.231	15.584000000000001	6.0729999999999995	19.662	15.689	14.39	7.757999999999999	8.402999999999999	4.583	18.203	6.485	17.48	16.677	14.2	10.385	9.162	4.797	16.83	5.166	7.754	7.311	7.872000000000001	9.84	5.393	8.988999999999999	9.982000000000001	4.876	5.236000000000001	6.0920000000000005	8.03	10.177	5.28	9.01	10.395	5.191	5.791	6.526	7.381	9.633	5.591	8.397	10.543
17.17266	6.164	20.628	14.775	14.027000000000001	9.118	8.402000000000001	5.188	15.987	6.234	20.005	16.879	14.66	8.436	8.35	4.7330000000000005	17.703	5.995	17.817999999999998	15.814	14.595999999999998	9.896	9.139	4.74	16.697	5.39	7.665	7.505	7.784	10.2	6.027	8.713	9.866	4.939	5.206	6.441	7.972	9.902999999999999	5.41	9.113	9.904	5.263	5.73	6.309	7.197	9.833	5.593999999999999	8.689	10.966
17.33943	6.187	20.421	14.352	13.793	9.295	7.981	5.27	15.815	6.194	19.674	16.075	15.248	7.982	8.213	4.751	16.864	6.711	17.394000000000002	16.085	15.058	10.612	9.129	4.667	16.304000000000002	5.6979999999999995	7.75	7.7170000000000005	8.28	10.347000000000001	5.797000000000001	9.209	10.267000000000001	5.026	5.513999999999999	6.211	8.216000000000001	10.082	5.781000000000001	9.482999999999999	9.892000000000001	4.873	5.974	6.553	7.409	9.854	5.712000000000001	8.837	10.923
17.50606	6.143	20.838	15.470999999999998	14.469000000000001	10.255999999999998	8.377	4.998	17.722	6.75	18.705	15.613	15.103	8.722999999999999	8.577	4.793	18.04	6.724	17.658	15.655	14.408	10.687999999999999	9.019	4.906000000000001	16.062	5.874	7.768	7.672000000000001	8.266	10.046	5.879	9.067	10.377	5.172000000000001	5.343	6.483	8.613	10.003	5.577999999999999	9.847000000000001	10.823	5.143	5.803	7.077000000000001	7.269	9.839	6.077999999999999	8.854	10.844000000000001
17.6727	6.5120000000000005	19.864	14.914000000000001	13.912	9.54	8.247	5.582000000000001	15.91	6.359	18.916	15.436	15.305	8.382	8.356	5.225	16.971	6.892	17.296	15.385	14.829	10.921	9.777000000000001	4.9	15.86	5.452000000000001	7.824	7.473	8.292	10.524000000000001	6.056	9.508	10.918	5.442	5.582999999999999	6.85	8.638	10.415	5.9479999999999995	9.56	10.514000000000001	5.361000000000001	5.95	6.751	7.894	10.06	6.099	9.168	11.068
17.83942	6.996	19.405	14.23	13.956	9.299	8.289	5.468999999999999	15.448	7.129	18.328	15.195	15.761	8.679	8.461	5.0169999999999995	17.939	6.872000000000001	16.897000000000002	15.651	14.556	11.187000000000001	9.565	4.878	16.919	5.43	8.213	7.957000000000001	8.429	10.725	5.747999999999999	9.645	10.422	5.513	5.559	6.954	8.933	9.792	6.0520000000000005	10.204	10.431	5.276	6.149	6.8870000000000005	7.872000000000001	9.88	6.045	9.558	10.794
18.00597	6.892	20.027	14.364	13.995	9.812999999999999	7.896	5.599	16.525	7.025	18.961	15.107000000000001	15.165999999999999	8.942	8.509	5.334	17.387	7.229	17.217	15.592	14.912	11.32	9.329	5.183	16.507	5.896	7.886	7.821000000000001	8.638	10.01	5.932	9.851	10.657	5.287000000000001	5.712000000000001	6.599	8.447000000000001	9.745	6.17	10.442	10.630999999999998	5.611000000000001	6.489	6.815	7.671	9.58	6.353	9.164	10.681
18.1728	7.05	18.762	13.763	13.869000000000002	10.097999999999999	8.718	5.504	16.968	6.835	17.695999999999998	15.582	15.356	8.879	8.414	5.334	17.482	7.1339999999999995	17.217	15.213	14.595999999999998	11.889000000000001	9.456	5.151	16.223	5.96	8.234	8.169	8.353	9.884	6.28	9.851	10.689	5.287000000000001	6.028	6.725	8.7	10.283	5.98	10.442	11.042	5.642	6.204	7.3839999999999995	7.956	9.77	6.29	9.354	10.492
18.33937	6.647	19.94	14.527000000000001	14.032	10.294	8.673	5.9910000000000005	15.940999999999999	7.193	18.98	15.588	15.33	8.911	8.53	5.193	17.999000000000002	7.296	16.816	14.999	14.98	10.755	9.22	5.4510000000000005	16.017	5.872999999999999	8.405	8.18	9.606	9.685	6.19	9.65	10.365	5.542000000000001	6.192	7.175	9.285	9.701	6.242999999999999	10.526	11.107000000000001	6.105	6.275	6.982	8.191	9.312999999999999	6.615	10.071	11.023
18.5061	6.707000000000001	19.149	14.718	13.937999999999999	9.725	8.249	5.986000000000001	16.659000000000002	7.282	17.608	14.86	14.729000000000001	9.359	8.514	5.436	17.965	7.425	16.749000000000002	15.314	15.077	11.515999999999998	9.619	5.915	16.102999999999998	5.996	8.334	8.079	9.117	10.016	6.885	10.047	10.568	5.892	5.906000000000001	6.6979999999999995	8.8	10.13	6.079	10.637	11.017000000000001	5.742000000000001	5.9239999999999995	7.199	8.246	9.933	6.452999999999999	9.169	11.255999999999998
18.67281	7.145	19.173	14.269	14.564	10.003	8.022	6.011	16.051	7.657	18.171	15.329	15.83	9.606	8.698	6.03	18.968	7.324	17.028	14.927999999999999	15.007	11.415	9.266	5.847	16.887	6.276	8.266	8.169	8.954	10.833	6.944	10.642000000000001	10.879000000000001	5.983	5.837999999999999	6.8839999999999995	9.586	10.187999999999999	6.834	10.915999999999999	10.853	5.832000000000001	6.2989999999999995	7.1	8.113999999999999	9.865	6.796	10.113	11.155999999999999
18.83954	7.651	19.015	13.731	14.28	10.636	8.149	6.232	16.462	7.942	18.076	14.664000000000001	14.722999999999999	10.302	8.509	5.935	17.893	7.419	16.521	15.213	14.817	11.415	9.519	5.847	16.570999999999998	6.181	8.424	8.296	9.777000000000001	9.915	6.66	9.788	11.163	5.856	6.186	7.358	9.269	9.144	6.771	10.568	11.042	5.737	6.3629999999999995	7.479	9.095	9.485	6.796	9.607000000000001	11.124
19.00614	7.475	18.881	14.573	14.014000000000001	10.655	8.797	6.347	16.547	7.513	17.115	14.683	14.963	10.163	8.524	5.767	17.697	7.374	16.984	15.011	15.311	12.13	9.724	5.83	16.813	6.257999999999999	8.533	8.183	9.697000000000001	9.932	6.609	10.247	11.275	6.185	6.0089999999999995	6.801	10.139	9.824	6.848	10.647	10.649000000000001	6.386	6.122999999999999	6.955	8.888	9.849	6.81	9.464	11.140999999999998
19.17275	7.327000000000001	18.257	13.455	14.356	11.220999999999998	8.367	6.282	16.928	7.745	17.08	14.706	15.59	10.378	8.985	6.117000000000001	18.377	7.874	16.822	14.624	15.272	12.062000000000001	9.073	6.097	16.37	6.2989999999999995	8.481	8.922	9.395	9.663	7.22	10.898	11.675	6.097	6.143	6.84	9.075	9.712	7.1129999999999995	10.505	10.543	6.242999999999999	6.638	7.662000000000001	8.743	9.991	6.692	9.986	10.652000000000001
19.33959	7.934	18.455	14.349	15.06	11.607999999999999	8.087	6.098	17.031	7.56	16.325	14.712	15.882	10.099	8.419	6.155	18.069000000000003	7.531000000000001	16.605999999999998	14.312999999999999	15.469000000000001	12.100999999999999	9.586	6.42	15.869000000000002	6.336	8.328	7.975	9.273	9.859	6.653	10.427	11.237	6.101	5.862	7.1610000000000005	9.079	9.971	6.547000000000001	11.367	11.025	6.439	6.452000000000001	7.349	8.652999999999999	9.615	7.3629999999999995	9.516	11.324000000000002
19.50616	7.84	18.226	13.09	14.405999999999999	11.242	8.597999999999999	6.558	16.827	7.846	16.752	15.55	15.290999999999999	10.333	8.71	6.3020000000000005	17.939	8.051	16.97	14.103	14.845999999999998	12.432	8.955	5.82	17.284000000000002	6.431	8.52	8.548	9.531	9.738	6.938	10.147	10.959000000000001	6.257999999999999	6.367999999999999	7.097	9.4	9.531	7.437	10.929	11.067	6.73	6.832999999999999	7.604	8.782	9.874	7.555	10.029	10.855
19.67289	7.489	17.987000000000002	14.020999999999999	14.254000000000001	12.132	8.464	6.558	16.22	8.256	15.741	13.972000000000001	16.217	10.72	8.73	6.452999999999999	17.85	7.773	16.846	14.175	14.854000000000001	12.213	9.043	6.225	16.169	6.747000000000001	9.371	9.052	9.744	9.948	7.287999999999999	10.295	10.595	6.388	6.149	7.289	9.204	9.586	7.147	10.885	10.318	6.497000000000001	6.928	7.222	8.523	9.484	7.678999999999999	10.302999999999999	11.633
19.83949	8.152999999999999	16.947	13.402000000000001	14.495	11.044	7.608	6.901	16.979	7.968999999999999	16.905	13.764000000000001	15.38	10.422	8.197000000000001	6.199	17.739	8.49	16.677	14.573	15.220999999999998	12.299000000000001	9.236	6.292000000000001	16.26	6.522	8.706	8.67	9.526	10.019	7.029	10.174	11.334000000000001	6.539	6.3	7.2829999999999995	9.681000000000001	9.749	7.019	10.352	10.584000000000001	6.343	7.019	7.854	8.873	9.424	7.582000000000001	10.5	11.167
20.00629	8.476	17.812	13.280999999999999	14.502	11.527999999999999	8.249	6.527	16.096	8.387	16.371	14.151	15.387	11.127	8.424	6.556	17.462	8.527999999999999	16.398	14.452	15.64	13.036	9.113999999999999	6.297000000000001	16.012999999999998	6.622000000000001	8.869	8.389	10.008	9.833	7.256	10.497	10.704	6.321000000000001	6.495	7.382999999999999	9.463	9.722000000000001	7.31	11.247	10.845	6.857	6.642	7.5089999999999995	8.496	9.779	7.555	9.902000000000001	11.331
20.17286	8.4	17.533	13.478	14.26	10.78	8.685	6.962999999999999	17.015	8.15	16.195999999999998	14.158	15.686	11.142999999999999	8.355	6.297999999999999	17.735	8.224	16.988	14.305	15.685	12.927999999999999	9.327	6.48	16.865	6.702000000000001	8.825	8.532	9.3	9.894	7.492000000000001	10.047	11.374	6.49	5.773	7.809	9.963	9.843	7.808	10.67	10.946	6.726	6.4639999999999995	7.843999999999999	8.771	9.581	8.146	10.502	11.045
20.3395	8.571	17.145	13.312000000000001	14.692	11.050999999999998	8.789	7.13	16.477999999999998	8.577	16.435	13.675	15.290999999999999	10.015	7.916	7.064	17.367	8.527999999999999	16.366	13.720999999999998	15.704	12.655	9.336	6.615	16.362000000000002	6.654	8.647	8.738	9.786	9.611	7.446000000000001	10.147	11.245	6.226	6.273	7.351	9.304	9.531	7.247000000000001	10.929	11.130999999999998	6.476	6.6739999999999995	7.318	8.527999999999999	9.937999999999999	7.65	9.933	11.172
20.50631	8.251	17.477999999999998	12.998	14.667	11.663	7.865	6.95	16.965999999999998	8.702	15.297	13.042	16.475	10.689	8.297	6.791	17.927	8.853	15.769	13.854000000000001	15.742	12.536	8.603	6.359	16.054000000000002	6.555	8.644	8.799	10.199	9.516	7.632999999999999	10.529000000000002	11.279000000000002	6.252000000000001	6.2989999999999995	7.282	9.875	9.881	7.721	10.898	10.435	6.38	7.21	7.218999999999999	8.939	9.81	7.965	10.411	10.697000000000001
20.67291	8.597999999999999	17.239	12.556	15.025	10.843	8.15	6.992000000000001	16.755	8.796	15.462	14.032	16.004	11.237	8.106	6.835	17.469	8.797	16.285	13.572000000000001	15.685	12.194	8.982999999999999	6.867999999999999	15.809000000000001	7.061	8.418	8.7	9.562000000000001	10.472000000000001	7.692	10.307	11.312999999999999	6.277	6.707000000000001	7.245	9.555	9.912	7.656000000000001	10.548	10.725	6.699	7.27	7.82	8.746	9.395	8.217	10.156	10.857000000000001
20.83958	8.814	17.788	13.414000000000001	15.057	11.577	7.888	6.962999999999999	16.6	9.522	15.845	13.584000000000001	16.133	11.717	8.515	6.522	16.778	8.83	16.509	13.922	16.483	12.163	8.817	7.182	16.163	7.021	8.698	8.373	9.619	10.086	7.811	10.27	10.991	6.746	6.187	7.075	9.738999999999999	9.363999999999999	7.585	11.117	10.468	6.184	6.655	7.27	9.472999999999999	9.868	8.019	10.47	11.172
21.00635	8.547	17.373	12.927	15.626	11.349	8.131	7.502000000000001	15.032	8.968	15.390999999999998	13.543	16.159000000000002	11.169	8.217	6.8389999999999995	17.323	9.016	16.248	13.244000000000002	16.03	11.487	8.55	6.437	15.775	6.657	8.717	8.104	9.513	9.437000000000001	8.341000000000001	10.26	11.013	6.54	6.364	7.476	9.887	9.545	7.445	11.075	10.619000000000002	6.652	7.12	7.5120000000000005	8.791	9.314	8.262	10.205	11.067
21.17288	8.407	17.207	13.129000000000001	15.470999999999998	11.512	7.99	6.992000000000001	15.767000000000001	9.592	14.984000000000002	13.172	16.035999999999998	10.919	7.914	6.676	16.896	8.957	16.19	13.413	16.099	12.735	9.684	7.059	15.618	6.519	8.673	8.796	9.562000000000001	9.802999999999999	8.107000000000001	10.562000000000001	11.249	6.596	6.357	7.053	9.236	9.53	7.974	10.898	11.394	6.54	7.047000000000001	7.278	8.937999999999999	8.981	8.472000000000001	10.571	10.953
21.33962	8.785	16.625	12.231	15.209000000000001	11.442	8.559	7.08	15.792	9.205	15.073	13.23	16.221	10.689	8.323	6.9239999999999995	17.684	9.141	16.279	12.800999999999998	15.774000000000001	13.206	8.978	6.704	16.089000000000002	6.96	8.605	8.536	9.684	9.352	8.006	10.557	11.116	6.56	6.321000000000001	7.686	9.136000000000001	9.047	7.587000000000001	11.18	11.038	6.63	7.138	7.624	9.411	8.912	8.212	10.056000000000001	10.915
21.50632	8.586	16.977999999999998	12.535	14.934000000000001	12.343	8.105	7.151	15.290999999999999	9.228	14.737	13.501	16.042	10.479000000000001	8.059	7.023	17.805999999999997	9.184	16.672	12.754000000000001	15.595999999999998	13.12	8.747	6.853	14.889000000000001	6.763	8.533999999999999	8.594	9.833	8.927999999999999	8.255	10.481	11.262	6.62	6.699	7.269	9.669	9.482999999999999	8.088	10.977	10.481	6.46	7.132999999999999	7.968	9.37	9.572000000000001	8.332	9.854	11.539000000000001
21.67294	8.967	16.278	12.44	15.252	11.738	7.818	7.183	15.290999999999999	9.451	15.5	12.547	15.978	11.147	8.218	6.769	17.679000000000002	8.993	16.131	12.277000000000001	16.391	11.975	8.779	7.202999999999999	15.747	7.336	8.661	8.783999999999999	9.992	9.309	8.064	10.863	10.817	6.716	6.318	7.746	9.414	9.642000000000001	8.024	10.85	10.703	6.587000000000001	6.7829999999999995	7.7139999999999995	8.829	8.745	8.332	9.918	11.38
21.83971	9.046	16.205	11.915999999999999	15.145	11.280999999999999	7.7379999999999995	6.695	15.565999999999999	9.339	15.200999999999999	13.424000000000001	16.252	11.071	7.947	6.982	17.132	9.426	16.628	12.675999999999998	16.124000000000002	12.6	8.189	6.837000000000001	15.481	6.65	9.058	8.607999999999999	9.531	9.134	8.174	10.434000000000001	11.405999999999999	6.57	6.49	7.791	9.97	9.117	8.04	10.515999999999998	10.912	6.667000000000001	7.21	7.505	8.462	8.76	7.965	9.583	10.888
22.00641	9.073	16.561	11.202	15.425999999999998	11.942	7.862	6.653	15.618	9.618	14.505999999999998	12.991	16.534000000000002	11.005	8.16	6.7379999999999995	17.153	8.722999999999999	16.275	12.464	16.121	11.865	8.408999999999999	6.922000000000001	16.803	6.779	8.738	8.704	9.84	9.568	8.08	10.421	11.007	6.8	6.718999999999999	7.575	9.711	9.681000000000001	7.9079999999999995	10.885	10.571	7.067	6.516	8.172	8.713	8.851	8.471	9.923	11.062999999999999
22.17287	8.977	16.166	11.655999999999999	15.360999999999999	11.306	7.669	7.102	15.75	9.556000000000001	15.130999999999998	12.368	16.5	11.192	7.751	6.974	17.505	9.006	16.303	11.78	16.054000000000002	11.892999999999999	8.28	6.577000000000001	15.57	6.6770000000000005	8.988999999999999	8.285	9.525	10.115	8.424	10.715	11.177999999999999	6.82	6.485	7.372999999999999	9.711	9.08	7.907	10.892000000000001	10.62	6.757000000000001	7.015	7.787000000000001	8.998	8.978	8.469	9.96	10.405
22.33958	9.507	16.292	11.583	15.800999999999998	11.619000000000002	7.657	6.971	16.065	9.736	14.550999999999998	12.295	16.303	11.282	7.612	7.068	16.934	8.969	16.137999999999998	12.184000000000001	16.43	12.174000000000001	8.49	6.852	14.96	6.855	8.786	8.686	9.387	9.658999999999999	8.825	10.546	10.436	6.71	6.599	7.6770000000000005	9.317	9.291	7.9270000000000005	10.627	10.134	6.428	6.937	7.742000000000001	8.827	8.392999999999999	8.488999999999999	10.427	10.65
22.50628	8.88	15.956	11.435	15.56	11.697000000000001	7.89	7.303	15.25	9.587	14.722999999999999	12.274000000000001	16.826	10.88	7.336	6.955	16.855	8.886000000000001	16.055999999999997	11.623	16.093	11.995999999999999	8.914	6.895	14.942	6.96	8.573	8.6	10.226	9.479	8.675	10.557	10.957	6.5920000000000005	6.607	6.922000000000001	9.55	8.919	8.638	10.892999999999999	10.719000000000001	6.694	7.456	7.529	8.869	8.53	9.041	9.896	11.425
22.673	9.41	16.465	11.902999999999999	16.479	11.341	7.527	7.172000000000001	15.469000000000001	9.672	14.747	12.232000000000001	16.407	11.193	7.611000000000001	6.952999999999999	16.762	9.55	16.750999999999998	11.549000000000001	16.98	12.054	8.743	6.98	15.255999999999998	7.171	8.305	8.842	9.96	9.628	8.854	10.323	10.979000000000001	6.737	6.466	7.545	8.964	8.876	7.989	10.436	10.296	6.715	6.742000000000001	7.547000000000001	8.953	8.357999999999999	8.806000000000001	9.981	11.129000000000001
22.8396	8.829	16.215999999999998	11.005999999999998	16.354	11.757	7.519	6.984	15.217	9.953	15.13	11.812999999999999	16.599	10.875	8.052	7.15	17.123	9.68	16.241	11.418	16.694000000000003	11.575999999999999	8.545	7.102	15.225999999999999	7.513999999999999	8.265	8.738	9.986	9.432	8.624	10.095	10.72	6.7589999999999995	6.8389999999999995	7.567	8.701	8.965	8.174	11.038	10.517000000000001	7.157	7.084	7.571000000000001	8.435	8.638	8.736	10.136000000000001	10.902000000000001
23.00645	9.665	16.0	11.043	15.978	11.955	7.109	7.086	15.447000000000001	9.958	14.433	12.106	17.180999999999997	10.945	7.482	6.934	16.652	8.952	16.599	11.2	17.276	12.189	8.837	7.042999999999999	15.392000000000001	6.816	8.941	8.296	9.896	9.597000000000001	9.299	10.867	10.918	6.987	6.652	7.252000000000001	9.376	8.586	8.179	10.692	10.683	6.684	6.992999999999999	7.671	8.695	9.058	8.741	10.013	11.003
23.17308	9.491	15.868	10.802999999999999	16.363	11.703	7.672000000000001	7.151	15.065999999999999	9.975	14.633	11.515	16.897000000000002	10.982999999999999	7.341	7.09	16.29	10.008	16.253	11.66	17.438	12.417	8.027000000000001	7.187	14.662	6.806	9.088	8.158	9.498	9.548	9.318	10.817	10.453	6.819	6.357	7.691	8.981	8.637	7.879	10.42	10.247	6.699	7.079	7.916	8.396	8.693999999999999	8.408999999999999	9.806000000000001	10.284
23.3398	9.642999999999999	16.047	10.958	15.863	11.49	7.438	6.877000000000001	15.333	8.85	14.605	11.287	16.683	11.15	7.365	7.109	16.254	9.349	17.092	11.402999999999999	17.097	12.809000000000001	8.368	7.246	15.534	7.1129999999999995	8.344	8.497	9.715	9.064	8.542	10.814	10.418	7.06	6.501	7.645	9.61	8.82	8.221	10.607000000000001	10.311	6.599	7.098	7.585	8.354	8.557	8.911	9.96	11.27
23.50647	9.679	16.387999999999998	10.388	16.807000000000002	11.217	7.472	7.47	14.87	10.165	14.745	11.324000000000002	17.242	11.228	7.367999999999999	7.098	16.44	9.492	16.307000000000002	11.73	17.433	12.600999999999999	8.05	7.059	15.102	6.507000000000001	8.665	8.626	9.207	9.389	8.863999999999999	10.852	11.544	6.579	6.627999999999999	7.58	9.421	8.951	7.585	11.412	10.735999999999999	6.892	7.257999999999999	8.226	8.868	8.144	8.658	10.253	10.925
23.67313	9.137	16.214000000000002	10.42	15.902000000000001	11.72	7.347	7.171	14.573	9.814	14.324000000000002	11.452	17.169	10.677	7.402	7.021	16.102	9.036	16.843	11.345	17.615	12.465	7.989	6.962999999999999	14.55	6.9270000000000005	8.54	8.885	8.889	8.846	8.323	10.468	11.03	6.777	6.569	7.074	9.775	8.633	8.418	11.091	10.605	6.667999999999999	6.847	8.068999999999999	8.167	8.371	8.532	9.582	10.445
23.8397	9.132	15.632	10.415	16.439	12.065	7.055	7.1	14.982000000000001	10.128	15.244000000000002	10.967	17.578	10.958	7.332999999999999	6.917000000000001	17.148	9.892000000000001	17.250999999999998	11.307	17.225	12.265999999999998	7.984	7.501	15.023	6.73	8.567	8.497	9.331	8.873	8.702	10.207	11.28	6.803999999999999	6.468999999999999	7.197	9.291	8.405	8.221	10.671	10.216000000000001	6.662999999999999	7.225	7.872999999999999	8.546	7.917999999999999	9.134	9.672	11.302
24.00636	10.197000000000001	16.075	10.265999999999998	16.718	11.543	7.381	7.125	15.325	9.787	14.591	10.818	17.505	10.562000000000001	7.212999999999999	7.105	16.512	9.306000000000001	17.369	11.448	17.567999999999998	12.415	7.895	7.001	15.493	6.48	8.798	8.599	9.661	9.363	8.389	10.41	10.398	7.0	6.343999999999999	7.136	8.85	8.443999999999999	8.07	10.522	10.742	6.098	7.071000000000001	7.431	8.681000000000001	8.533	8.951	10.355	10.450999999999999
24.17317	9.492	15.883	10.265999999999998	16.494	11.159	7.157	6.869	14.3	9.755	14.559000000000001	10.594000000000001	17.249000000000002	10.914000000000001	6.925	6.977	16.801	9.69	16.409000000000002	11.255999999999998	17.375999999999998	12.062999999999999	7.638999999999999	7.1610000000000005	14.212	6.896	8.67	8.407	9.853	8.626	8.741	10.442	11.038	6.808	6.505	7.489	9.266	8.187999999999999	8.166	10.842	10.357999999999999	6.994	7.135	7.559	8.488999999999999	8.501	8.663	10.290999999999999	10.642999999999999
24.33982	9.61	15.868	10.095	16.32	11.53	7.051	7.047000000000001	15.183	9.776	14.386	10.519	17.907	11.220999999999998	7.2989999999999995	6.962000000000001	16.528	9.453	16.684	11.181	17.714000000000002	12.114	7.629	6.542000000000001	14.935	6.95	8.468	8.525	9.777999999999999	9.096	8.539	10.207	10.547	6.671	6.624	7.32	8.936	8.562000000000001	7.9639999999999995	10.255	10.635	6.631	7.126	7.7410000000000005	8.287	7.627000000000001	8.301	9.48	10.856
24.50647	10.175	15.853	10.052999999999999	16.69	10.909	7.138	7.0329999999999995	15.105	9.67	14.63	10.509	17.573	10.185	7.1610000000000005	6.756	16.383	9.439	16.639	11.042	17.412	12.037	8.482999999999999	6.979	14.186	6.845	8.683	8.484	9.384	9.149	8.53	10.515999999999998	10.632	6.662000000000001	6.582999999999999	7.279	8.735	8.456	7.8260000000000005	10.532	10.079	6.332000000000001	7.0520000000000005	7.9239999999999995	8.821	7.906000000000001	8.675	9.789	10.269
24.67322	9.568	15.853	9.892999999999999	16.21	11.708	7.266	7.64	14.561	10.149	14.565999999999999	10.509	17.285	11.208	7.001	6.787000000000001	16.383	9.376	16.767	10.754000000000001	18.212	12.325	8.515	6.947	13.898	6.973	8.683	9.187999999999999	9.576	8.318	8.53	9.652999999999999	10.632	6.726	6.615	7.311	8.671	8.265	8.21	10.628	10.079	6.524	7.0520000000000005	7.732	8.374	7.7139999999999995	8.642999999999999	9.693	10.269
24.83985	9.946	15.942	9.951	16.491	10.838	6.973	7.09	13.850999999999999	9.665	14.464	10.088	18.461	11.200999999999999	6.6770000000000005	6.94	16.375	9.465	17.272000000000002	11.164000000000001	17.949	11.710999999999999	7.422999999999999	6.846	14.562999999999999	6.872000000000001	8.838	8.767000000000001	9.475	8.408999999999999	8.173	10.319	10.466	6.721	6.962000000000001	7.306	8.282	7.972	8.013	10.399000000000001	10.360999999999999	6.487	6.952000000000001	7.727	8.465	8.189	8.734	9.656	10.232000000000001
25.00653	9.311	16.475	10.308	17.148	11.14	6.974	7.171	14.505999999999998	10.117	14.795	9.867	18.127	10.671	6.615	6.928	15.472000000000001	9.32	17.415	11.651	17.485	12.717	7.809	7.171	14.994000000000002	6.489	8.424	8.641	9.127	8.445	8.751	10.132	10.569	6.5920000000000005	6.8020000000000005	7.401	9.276	7.91	7.6	10.532	9.986	6.749	7.08	7.087999999999999	8.211	8.031	8.513	9.693	10.75
25.17316	9.61	16.06	10.255	17.375999999999998	11.21	6.891	7.335	15.407	10.064	15.09	10.135	17.843	10.805	7.011	6.898	15.6	9.389	17.132	11.181	17.618	12.114	7.821000000000001	7.182	14.647	6.79	9.107999999999999	8.621	9.362	8.872	8.539	9.823	10.482999999999999	7.087000000000001	7.007999999999999	7.416	8.968	7.954	7.9639999999999995	9.679	10.091000000000001	6.502999999999999	7.062	7.6129999999999995	7.935	7.851	8.845	10.28	9.896
25.33994	9.34	16.215999999999998	10.302999999999999	17.057000000000002	10.767000000000001	6.752999999999999	7.047999999999999	14.45	9.729	14.842	10.345	18.067999999999998	10.492	7.126	7.119	15.622	9.488	17.327	11.227	18.546	11.991	7.778	7.294	13.917	6.62	8.265	8.642000000000001	9.06	8.186	8.879	10.095	10.88	6.791	6.4879999999999995	7.28	8.605	8.422	7.6	10.270999999999999	9.943	7.061	7.371	7.22	8.339	7.968	8.448	9.433	10.390999999999998
25.50647	9.133	15.97	10.096	16.812	11.386	7.026	7.441	14.302999999999999	10.129	14.76	9.787	18.238	10.76	7.143	7.064	15.949000000000002	9.117	17.307000000000002	12.039000000000001	17.791	12.130999999999998	7.86	6.926	14.185	6.51	9.112	8.437000000000001	9.396	8.267000000000001	8.8	10.462	10.415999999999999	6.777	6.8260000000000005	7.745	8.718	7.928999999999999	7.712000000000001	10.543	9.798	6.662000000000001	7.166	7.557	8.484	7.7620000000000005	8.242	9.641	10.694
25.67322	9.514	15.995999999999999	10.543	17.215999999999998	11.306	7.082999999999999	6.9510000000000005	14.863	9.392000000000001	14.834000000000001	10.199	18.675	10.613	6.787000000000001	6.898	15.504000000000001	9.293	17.74	11.277000000000001	18.322	12.338	7.597	7.3420000000000005	14.487	6.982	8.5	8.333	9.266	8.2	7.644	10.207	10.547	6.575	6.976	7.416	8.648	8.274	7.932	10.543	10.347000000000001	6.919	7.03	7.997000000000001	8.062999999999999	7.403	8.205	9.672	10.28
25.84001	10.079	16.379	10.18	17.404	10.884	6.974	6.882999999999999	14.41	9.669	14.923	10.252	18.959	10.927	7.287000000000001	7.2170000000000005	15.825	9.384	17.863	12.036	18.062	12.557	7.04	7.396	14.097000000000001	6.681	9.288	8.833	9.415	8.349	8.399	10.325	10.185	6.4	6.449	7.2410000000000005	8.7	8.07	7.76	10.084	10.466	6.653	7.176	7.664	8.179	7.646	8.609	9.725	10.398
26.00661	9.664	16.365	10.436	18.385	11.197000000000001	6.6579999999999995	7.097	13.857999999999999	9.766	15.078	10.317	18.692	10.536	6.968999999999999	6.851	15.072000000000001	10.047	17.854	11.265999999999998	18.404	12.005	7.684	7.075	13.578	6.749	8.299	9.475	9.16	8.222000000000001	8.177999999999999	10.228	10.472000000000001	6.63	6.997999999999999	7.279	8.447000000000001	8.137	7.57	9.957	10.142999999999999	6.78	6.86	7.348	7.83	7.7139999999999995	8.068	9.757	10.460999999999999
