	MG1655-1	HEXA1-1_1	HEXA2-9_1	HEXA4-10_1	HEXA6-9_1	mdtK-1	ompR-1	proQ-1	MG1655-2	HEXA1-1_2	HEXA2-9_2	HEXA4-10_2	HEXA6-9_2	mdtK-2	ompR-2	proQ-2	MG1655-3	HEXA1-1_3	HEXA2-9_3	HEXA4-10_3	HEXA6-9_3	mdtK-3	ompR-3	proQ-3	ptrA-1	mdtK_ompR-1	mdtK_proQ-1	mdtK_ptrA-1	ompR_ptrA-1	bioAB-1	ptrA-2	mdtK_ompR-2	mdtK_proQ-2	mdtK_ptrA-2	ompR_ptrA-2	bioAB-2	ptrA-3	mdtK_ompR-3	mdtK_proQ-3	mdtK_ptrA-3	ompR_ptrA-3	bioAB-3
20.17286	11.773	17.817	11.85	15.378	9.124	10.293	11.763	7.495	11.873	18.608	17.879	16.017	8.499	10.477	9.06	7.497999999999999	11.555	19.145	16.579	14.187000000000001	8.916	10.887	9.818	8.283	14.569	11.01	7.093	11.099	9.865	11.588	13.882	12.183	7.535	12.136	9.756	11.751	15.163	10.0	6.792999999999999	10.753	9.88	11.312000000000001
20.3395	11.239	18.355999999999998	12.413	14.99	9.347999999999999	10.513	11.607999999999999	7.341	12.380999999999998	18.769000000000002	18.215	15.802	8.606	10.96	9.398	7.401	12.44	19.682000000000002	16.537	14.263	8.965	10.122	10.242	7.836	14.727	11.523	7.114	10.652999999999999	9.536	11.055	14.217	11.824000000000002	7.352	11.167	10.357000000000001	11.508	14.918	10.860999999999999	7.132999999999999	10.307	9.956	11.65
20.50631	11.255999999999998	17.736	12.731	14.977	9.302	10.677	11.594000000000001	7.587000000000001	12.402999999999999	18.47	18.002	16.313	8.416	10.482000000000001	9.064	7.706	12.405	19.355	17.022000000000002	14.309000000000001	8.747	10.485	9.562000000000001	8.26	14.867	11.450999999999999	7.272	10.581	9.898	10.982999999999999	14.382	12.072000000000001	7.597	10.717	10.022	11.785	14.530999999999999	10.702	6.971	10.788	9.972999999999999	11.23
20.67291	11.594000000000001	18.137	12.339	15.255	9.568999999999999	10.35	11.635	8.004	12.462	18.323	17.47	15.895999999999999	8.713	10.231	8.812999999999999	7.483	12.089	19.964000000000002	17.074	14.355	9.045	10.902000000000001	10.07	7.987	14.029000000000002	11.318	7.247000000000001	10.882	9.731	11.549000000000001	14.466	11.795	7.195	10.845	9.885	11.624	13.882	10.421	7.53	10.977	9.321	11.534
20.83958	11.96	18.241	11.419	15.592	9.706	9.901	11.799000000000001	7.849	12.505	18.833	17.109	16.146	8.732999999999999	10.279000000000002	9.065	6.949	12.51	18.757	16.625	14.255999999999998	9.152000000000001	10.776	9.681000000000001	8.208	15.439	11.482000000000001	7.5	10.698	9.722000000000001	11.364	13.609000000000002	11.785	7.216	10.573	9.527000000000001	12.049000000000001	14.132	10.324000000000002	6.8229999999999995	10.21	9.717	10.825
21.00635	12.162	17.827	11.997	15.970999999999998	9.605	10.187000000000001	11.864	7.249	12.257	18.703	16.96	16.464000000000002	8.602	9.823	9.19	7.716	11.823	20.023	16.124000000000002	14.577	9.338	10.466	9.568999999999999	8.527000000000001	14.225999999999999	11.924000000000001	7.255	10.648	9.503	11.369000000000002	15.225999999999999	11.674000000000001	6.7379999999999995	10.61	9.916	11.823	14.593	10.595	6.867000000000001	9.431000000000001	9.95	11.558
21.17288	11.181	18.65	11.847999999999999	15.540999999999999	9.776	10.427999999999999	11.43	7.597	12.300999999999998	19.355999999999998	17.927	17.11	8.686	10.259	9.162	7.832000000000001	11.491	20.095	16.86	14.931	9.221	10.872	10.27	8.475	13.837	11.113	7.484	10.62	10.052999999999999	11.749	14.948	11.793	7.518	11.105	10.119	11.709000000000001	13.933	10.712	6.835	10.187999999999999	9.693999999999999	11.065999999999999
21.33962	12.046	18.233	12.084000000000001	15.797	9.895	10.360999999999999	11.748	7.422999999999999	13.68	19.052	17.396	16.522000000000002	8.863	10.171	9.48	7.484	12.345999999999998	19.385	16.008	15.448	9.425	10.93	10.092	8.179	13.413	10.705	6.82	10.939	9.415	11.107999999999999	13.6	11.905999999999999	7.319	10.872	9.568	12.113	13.315999999999999	10.015	6.635	9.867	9.34	11.035
21.50632	12.034	18.365	11.718	16.075	9.915	10.407	11.651	7.848	12.359000000000002	19.124000000000002	16.6	16.191	8.68	10.597000000000001	9.615	7.502999999999999	12.185	19.69	15.734000000000002	15.0	9.329	10.282	9.965	7.819	14.645	11.594000000000001	7.45	10.058	9.783999999999999	11.880999999999998	13.703	11.46	7.165	10.193999999999999	9.965	11.203	13.884	10.614	6.51	9.769	9.937999999999999	11.228
21.67294	11.889000000000001	18.8	11.602	16.046	9.886000000000001	10.465	11.940999999999999	7.848	12.185	19.211	16.715999999999998	16.452	9.145	9.812999999999999	9.383	8.141	12.097999999999999	20.27	15.444	14.970999999999998	9.184	10.833	9.82	8.427999999999999	13.949000000000002	11.42	6.841	10.203	9.203	11.270999999999999	14.196	11.315	7.136	10.280999999999999	9.994	11.841	13.449000000000002	10.411	6.539	9.189	9.822000000000001	11.808
21.83971	12.375	18.847	11.664000000000001	15.838	9.889	10.253	11.968	7.992999999999999	13.01	19.545	16.738	16.561	9.118	10.016	9.613	7.446000000000001	11.937000000000001	20.401	16.131	15.284	9.504	10.804	10.367	7.843	13.264000000000001	11.012	7.222	10.116	10.277999999999999	11.587	14.300999999999998	11.370999999999999	7.053	10.397	10.285	11.375	14.687999999999999	9.948	6.485	9.651	10.136000000000001	11.023
22.00641	12.84	18.445999999999998	11.419	16.244	9.882	10.081	11.994000000000002	7.582000000000001	12.437999999999999	19.552	17.116	16.939	9.372	10.795	9.842	7.15	12.497	20.988000000000003	15.902000000000001	15.43	9.585	10.8	10.568	8.423	14.289000000000001	11.241	6.837000000000001	9.589	10.097999999999999	11.092	13.842	11.368	7.132000000000001	10.364	9.815	11.807	13.762	10.058	6.535	9.619	10.02	11.194
22.17287	12.342	19.343	11.193	16.064	10.335	10.019	11.782	7.8629999999999995	13.019	18.798	17.17	17.137999999999998	9.419	10.263	9.746	7.256	12.179	19.973	15.115	15.017999999999999	9.807	10.470999999999998	10.242	7.749	14.232999999999999	11.436	6.9110000000000005	10.565999999999999	9.449	11.315999999999999	13.722999999999999	11.969000000000001	7.091	9.715	9.747	11.130999999999998	13.437999999999999	10.280999999999999	7.191	9.436	10.043	11.244000000000002
22.33958	12.469000000000001	18.713	11.312000000000001	16.714000000000002	10.38	10.755	12.144	7.558	12.997	19.908	16.339000000000002	17.322	9.29	9.783999999999999	9.267000000000001	7.6770000000000005	12.504000000000001	20.212	15.502	15.581	9.706	10.369000000000002	10.342	7.732	14.21	11.855	7.015	10.319	10.19	11.270999999999999	13.5	11.720999999999998	6.787999999999999	10.193999999999999	10.342	11.550999999999998	13.42	10.44	6.452000000000001	9.682	9.908999999999999	10.532
22.50628	12.15	18.887	10.616	15.785	10.350999999999999	10.639000000000001	11.767000000000001	7.558	12.359000000000002	19.473	16.31	17.757	9.464	9.9	9.47	7.706	12.069	20.473	15.27	15.494000000000002	9.706	10.63	10.139	8.254	14.267999999999999	11.043	6.725	9.333	9.697000000000001	11.01	13.587	11.547	6.787999999999999	10.252	9.965	12.102	14.232000000000001	9.57	6.712999999999999	9.595	10.17	11.025
22.673	12.342	18.385	10.99	16.644000000000002	10.19	10.28	11.956	7.311	12.09	19.872	16.531	17.515	9.651	9.799	9.717	8.04	12.557	20.581999999999997	14.157	15.773	10.127	10.470999999999998	9.72	7.807	13.885	11.174000000000001	7.085	9.811	9.594	11.113	13.462	11.127	7.002999999999999	10.18	9.747	11.567	13.989	9.932	6.61	9.814	10.101	11.302
22.8396	12.168	18.907	11.193	16.819000000000003	10.799000000000001	10.658	12.043	7.95	11.452	20.133	16.415	17.428	9.767999999999999	10.321	9.456	7.227	11.947000000000001	21.018	14.883	15.802	10.04	10.064	10.01	7.894	14.145999999999999	10.71	6.853	9.289	10.117	10.939	14.536	11.505	6.829	9.512	10.095	11.567	13.612	10.193999999999999	6.2620000000000005	9.059	10.014	11.475999999999999
23.00645	13.31	18.945	10.355	17.439	10.699000000000002	9.275	11.1	6.746	12.591	19.676	16.484	17.264	9.58	9.523	9.441	7.242000000000001	12.446	20.473	15.27	16.509	10.054	10.456	9.791	7.558	13.136	10.985	6.841	9.449	9.697000000000001	10.923	14.254000000000001	10.793	6.787999999999999	9.527000000000001	10.168	11.725	14.29	10.353	6.712999999999999	9.015	10.345	10.677
23.17308	13.238	18.985	11.163	16.555999999999997	10.493	9.725	11.181	7.206	12.539000000000001	20.03	15.689	17.656	9.751	9.229	9.087	7.499	12.798	20.771	14.908	16.553	10.166	9.641	9.84	7.692	13.46	10.747	6.696000000000001	9.301	10.158	11.003	13.048	11.424000000000001	6.846	9.031	9.758	11.427999999999999	13.841	10.146	6.393	9.124	10.333	10.844000000000001
23.3398	12.722000000000001	20.122	10.911	17.113	10.874	9.818	11.475999999999999	7.269	12.865	19.893	15.925999999999998	17.980999999999998	9.668	10.103	9.411	6.8660000000000005	12.458	20.778000000000002	14.827	16.355999999999998	10.431	10.37	9.874	7.669	13.640999999999998	10.433	7.483	9.595	9.496	11.269	13.837	11.458	6.879	9.122	9.676	11.722999999999999	13.761	10.122	6.1370000000000005	8.985	9.875	11.487
23.50647	12.462	19.108	10.708	17.229	10.932	9.499	11.389000000000001	7.211	12.72	19.951	16.824	18.183	9.929	9.958	9.497	7.185	12.98	20.865	15.232999999999999	16.125	10.344000000000001	9.935	10.454	8.133	14.857999999999999	10.925	6.642	9.16	9.293	10.630999999999998	13.634	11.284	6.966	9.238	9.792	11.288	13.558	10.324000000000002	6.05	9.332	9.817	10.936
23.67313	12.89	19.362000000000002	11.105	17.483	10.927999999999999	9.87	11.615	7.438	13.09	20.03	15.92	18.38	9.896	9.866	9.579	7.093	12.277000000000001	21.263	14.792	16.379	10.542	9.67	10.622	8.04	13.690999999999999	10.92	6.7829999999999995	9.329	9.462	11.09	13.482999999999999	10.844000000000001	7.02	9.031	10.540999999999999	11.602	13.232999999999999	10.146	5.959	8.748	9.521	10.67
23.8397	12.270999999999999	19.382	10.725999999999999	17.212	11.057	10.177999999999999	11.544	7.075	13.140999999999998	20.719	15.967	18.457	10.199	9.707	9.595	7.397	12.735	21.285	14.985	16.832	10.267000000000001	10.263	10.059	7.854	13.222000000000001	10.443	6.9110000000000005	9.227	9.679	11.424000000000001	13.822000000000001	11.177999999999999	7.032	9.682	10.380999999999998	11.038	13.831	10.218	6.348	8.908	10.089	10.482999999999999
24.00636	12.527999999999999	19.444000000000003	10.485	17.295	10.895999999999999	9.422	11.705	6.885	12.831	20.467	16.514	18.37	9.98	9.17	9.234	6.888	13.182	20.771	15.795	16.598	10.485	9.435	10.34	7.935	13.116	10.894	6.6	9.879	9.4	10.890999999999998	13.62	11.399000000000001	6.662999999999999	9.435	10.686	11.577	14.234000000000002	9.68	6.444	8.808	9.851	11.545
24.17317	12.120999999999999	19.99	10.877	17.352	11.017999999999999	9.565	11.854000000000001	7.007000000000001	12.243	21.068	15.962	18.222	10.189	9.9	9.383	7.039	13.200999999999999	21.401999999999997	15.009	17.438	10.693	10.021	10.342	7.268	12.991	10.434000000000001	6.638	9.362	9.581	10.111	13.007	10.764000000000001	6.817	8.57	9.559	11.725	16.437	10.092	5.9879999999999995	9.044	9.822000000000001	10.706
24.33982	12.869000000000002	19.519000000000002	10.780999999999999	17.984	11.1	9.298	11.501	6.915	12.99	21.003	16.42	18.012	10.387	9.721	9.726	6.8020000000000005	12.235999999999999	21.133000000000003	15.583	16.677	10.485	9.146	10.307	6.653	13.39	10.255	6.547000000000001	8.98	9.605	10.773	13.784	11.136	6.784	8.884	10.163	11.488	12.747	10.0	5.81	8.343	9.991	10.498
24.50647	12.69	19.894000000000002	10.815999999999999	17.689	11.467	9.467	11.956	6.586	13.019	20.656	16.820999999999998	19.199	10.145	9.45	9.775	7.053	12.034	21.163	15.144	17.311	10.677999999999999	9.948	10.068	7.314	13.014000000000001	10.565	7.027	8.766	9.623	10.59	13.433	11.389000000000001	6.655	9.077	9.805	11.16	13.699000000000002	10.513	6.087000000000001	9.291	10.304	10.692
24.67322	12.692	19.637999999999998	10.424000000000001	18.301	11.2	8.946	12.069	6.725	12.562999999999999	20.809	16.038	19.232	10.255999999999998	9.357999999999999	9.074	6.35	12.682	21.374000000000002	14.797	17.256	10.645	9.158	10.125	7.226	13.023	10.648	6.757000000000001	8.411	9.704	11.081	12.943	11.065999999999999	7.024	8.664	9.334	11.155999999999999	12.974	9.549	5.962999999999999	8.793	10.043	10.369000000000002
24.83985	12.027999999999999	19.983	10.868	17.694000000000003	11.274000000000001	10.023	11.210999999999999	7.031000000000001	12.264000000000001	20.8	16.333	18.563	10.561	10.302	9.9	6.976	12.758	22.12	14.829	17.518	10.949000000000002	9.755	9.901	6.624	13.505999999999998	10.11	6.489	8.197000000000001	9.228	10.106	13.087	10.875	6.871	8.826	9.902000000000001	10.937000000000001	12.747	9.652000000000001	6.419	8.749	10.542	10.411
25.00653	11.61	20.323	11.068	18.003	11.549000000000001	8.736	11.515999999999998	6.667999999999999	12.431	20.677	16.322	18.844	10.46	9.417	9.625	6.729	12.026	21.706999999999997	15.109000000000002	17.537	11.050999999999998	9.711	9.976	6.815	12.802999999999999	10.472999999999999	6.559	9.197000000000001	9.443999999999999	10.324000000000002	13.513	11.151	6.651	8.666	9.8	10.284	12.532	9.666	6.112	8.154	10.211	9.99
25.17316	12.015999999999998	20.114	10.734000000000002	18.639	11.7	9.547	12.013	6.848	11.96	20.553	16.379	18.898	10.61	8.987	9.107000000000001	6.9670000000000005	11.495999999999999	21.119	15.02	17.795	11.084000000000001	9.572000000000001	10.035	6.787000000000001	13.402999999999999	10.274000000000001	6.539	8.333	9.683	10.647	13.335	10.662	7.152	9.397	9.719	11.043	13.17	9.991	6.178	8.767999999999999	10.356	10.343
25.33994	12.548	20.528000000000002	10.853	18.533	11.395999999999999	8.862	11.389000000000001	6.544	12.286	20.936	16.564	20.154	10.798	9.118	9.7	6.2	11.705	21.995	14.798	18.066	11.097999999999999	9.095	10.395999999999999	7.032	12.772	10.172	7.047999999999999	8.378	10.162	10.515	13.46	10.732999999999999	6.85	8.543	9.792	10.505999999999998	12.659	10.556	5.789	8.811	10.136000000000001	10.299000000000001
25.50647	12.009	21.057	10.595	18.456	11.556	9.336	11.547	6.444	12.437000000000001	21.261	16.660999999999998	19.033	10.725999999999999	9.104	9.482000000000001	6.013	12.262	22.088	15.533	17.554000000000002	11.054	9.4	9.829	6.957000000000001	12.46	10.475999999999999	6.949	8.712	9.019	9.747	14.309000000000001	10.805	6.693	8.761000000000001	9.575	10.462	12.265999999999998	9.847000000000001	6.037999999999999	8.304	9.943999999999999	10.052
25.67322	12.722000000000001	21.078000000000003	10.824000000000002	18.851	11.773	8.717	11.649000000000001	6.5729999999999995	12.112	22.124000000000002	16.651	19.864	10.74	9.147	9.816	6.316	11.966	21.734	15.784	18.211	11.329	8.834	9.381	6.8870000000000005	12.83	9.969	6.961	8.088	9.206	10.544	12.591	10.56	6.705	8.861	9.676	10.332	12.717	9.484	5.876	8.579	9.556000000000001	10.241
25.84001	12.561	20.774	10.929	18.951	11.956	9.454	11.022	6.727	11.517999999999999	21.791999999999998	16.75	19.559	10.720999999999998	9.243	9.797	6.325	12.561	22.967	15.245	18.166	11.107999999999999	9.423	10.407	7.535	12.7	10.443	6.707999999999999	8.329	9.476	9.772	12.981	10.338	7.032	8.726	9.801	10.429	12.497	9.696	5.912999999999999	8.472999999999999	10.234	9.526
26.00661	12.469000000000001	20.976	10.993	18.861	11.917	9.362	11.274000000000001	6.195	11.982000000000001	21.445	16.339000000000002	20.02	10.856	9.407	9.992	6.227	12.185	22.04	15.183	17.727999999999998	11.273	9.325	9.994	6.659	12.527000000000001	10.376	7.189	8.346	9.581	9.879	12.543	10.793	6.73	8.309	9.443	10.536	12.404000000000002	10.092	6.017	8.667	9.996	10.097000000000001
26.17337	11.965	20.794	11.513	18.996	12.019	8.857999999999999	11.231	6.382000000000001	11.945	21.526	16.879	19.866	11.103	9.247	9.369	6.095	11.628	22.701	15.665999999999999	18.647000000000002	11.491	8.902999999999999	9.633	6.907	11.679	10.478	6.737	8.679	9.594	10.794	12.475	10.866	7.265	8.38	9.398	10.55	12.422	9.671	6.291	8.449	9.665	9.299
26.33988	11.599	21.121	11.254000000000001	19.441	12.177999999999999	8.579	11.129000000000001	6.1370000000000005	12.765	21.881	16.6	20.078	11.03	8.74	9.209	6.169	11.982000000000001	22.94	15.386	18.975	11.099	8.948	9.558	6.659	12.642999999999999	9.824	6.58	8.811	9.29	10.604000000000001	12.63	10.619000000000002	6.468999999999999	8.396	9.53	10.245	11.765999999999998	9.57	6.365	8.231	9.908999999999999	9.574
26.50669	11.995	20.859	11.325	19.26	12.304	8.772	11.72	6.609	12.127	21.885	16.561	19.987000000000002	11.128	8.021	9.394	6.379	12.043	22.624000000000002	15.989	18.738	11.662	9.012	9.66	6.441	11.802	10.212	6.843999999999999	8.585	9.559	9.919	12.42	10.369000000000002	6.821000000000001	8.431000000000001	9.654	10.401	12.276	9.607000000000001	6.2829999999999995	8.561	10.304	9.875
26.67333	12.782	21.201	10.839	19.028	11.912	8.631	11.037	6.4510000000000005	11.539000000000001	21.815	17.145	20.477999999999998	11.345	8.619	9.291	5.99	11.83	23.193	15.931	19.055999999999997	11.703	8.537	9.727	6.537000000000001	11.997	10.458	6.808	8.458	9.054	10.193	12.304	10.875	6.957999999999999	8.536	9.525	9.805	12.515	9.391	6.013	7.965	9.642000000000001	9.482000000000001
26.84002	11.977	20.750999999999998	11.443	19.415	12.085999999999999	8.057	11.386	6.537000000000001	12.047	21.919	16.659000000000002	20.576999999999998	11.315999999999999	8.443	9.06	6.51	11.933	23.24	16.725	19.502	11.675999999999998	9.086	9.353	6.57	11.693	10.11	7.3839999999999995	8.398	9.08	9.816	13.04	10.265999999999998	6.75	8.737	9.901	10.706	12.695	10.29	6.27	7.675	10.229	9.831
27.00674	12.208	21.295	11.66	19.238	12.062000000000001	8.376	11.013	6.369	12.011	22.576999999999998	17.586	20.456	11.204	8.247	9.383	6.256	12.591	23.026999999999997	15.764000000000001	18.887999999999998	11.824000000000002	8.715	9.646	6.398	12.265999999999998	10.55	6.928	8.55	9.697000000000001	10.024	12.369000000000002	10.88	7.165	8.889	9.298	9.375	11.592	9.744	6.278	7.825	10.257	9.574
27.17338	11.325999999999999	21.171999999999997	11.687000000000001	20.128	12.425	8.742	11.027000000000001	6.324	12.526	22.368000000000002	17.576	20.186	11.277000000000001	8.115	9.775	5.892	12.44	23.195	16.624000000000002	19.402	11.985	8.437999999999999	9.981	6.065	12.23	10.448	7.114	8.186	9.13	9.865	12.068	10.286	7.062	8.206	9.544	10.26	12.16	10.6	6.1160000000000005	8.101	10.043	9.241
27.34	11.32	21.738000000000003	11.372	19.74	12.512	8.561	11.722999999999999	6.181	11.699000000000002	22.64	16.93	20.638	11.364	8.639	9.193999999999999	5.894	11.495999999999999	23.264	15.802999999999999	19.274	11.954	8.18	9.687000000000001	6.526	11.402999999999999	10.245	7.321000000000001	8.158999999999999	9.422	9.574	12.292	10.662	7.3260000000000005	8.092	8.907	10.434000000000001	11.749	10.31	6.352	7.6370000000000005	9.544	9.27
27.50673	12.114	21.715999999999998	11.809000000000001	20.184	12.497	8.514	11.794	6.631	11.88	22.471999999999998	18.07	20.761999999999997	11.725999999999999	8.422	9.439	5.736000000000001	11.763	23.241	16.392	19.283	12.344000000000001	8.486	9.7	6.597	11.526	10.317	7.309	8.146	9.119	9.849	12.591	10.675999999999998	7.227	8.253	9.676	9.984	11.79	9.687000000000001	6.34	8.202	9.904	8.792
27.67334	11.719000000000001	21.81	11.609000000000002	20.28	12.743	8.496	11.171	6.415	12.350999999999999	21.927	17.907	20.568	11.769	8.785	8.902999999999999	5.636	12.03	23.449	15.937999999999999	19.06	12.154000000000002	8.472999999999999	9.597000000000001	6.349	12.46	10.071	6.949	7.9879999999999995	9.338	9.718	12.34	10.834000000000001	7.301	8.182	9.257	9.767000000000001	11.975999999999999	10.02	6.472	7.782	9.684	9.531
27.84005	11.707	22.076999999999998	12.154000000000002	21.014	12.651	7.992000000000001	11.482999999999999	6.122000000000001	11.547	22.566	17.14	21.041	11.647	8.58	8.753	6.097	12.120999999999999	23.25	16.704	19.939	11.972999999999999	7.835	9.184	5.877999999999999	11.482000000000001	10.297	7.0360000000000005	8.42	8.96	9.366	12.18	10.77	7.329	8.382	8.965	9.676	12.139000000000001	9.9	6.645	7.315	9.991	9.15
28.00664	11.923	21.991	11.74	20.458	12.884	8.526	11.254000000000001	5.742000000000001	12.474	23.009	17.677	20.892	11.794	7.8229999999999995	9.247	5.861000000000001	12.068	23.604	16.782	19.499000000000002	12.18	8.524	9.537	6.462999999999999	12.091	10.414000000000001	7.317	8.271	9.128	9.424	12.110999999999999	10.86	7.409	7.943	9.193	9.791	11.800999999999998	9.493	6.609	7.806	9.972999999999999	8.627
28.17328	11.58	21.781	11.66	20.485	12.925999999999998	8.126	11.151	5.876	11.829	23.111	16.898	21.264	11.749	8.217	9.693999999999999	5.995	11.739	24.054000000000002	16.26	20.104	12.104000000000001	8.543	9.836	5.9510000000000005	12.43	10.485	7.367000000000001	8.116	8.915	9.293	12.315	11.219000000000001	7.3420000000000005	8.048	9.238999999999999	9.603	11.751	9.77	6.831	7.59	9.921	8.817
28.34001	11.708	22.287	12.199000000000002	20.614	12.82	8.224	11.710999999999999	6.261	11.640999999999998	23.301	17.315	21.365	11.932	8.312999999999999	9.704	5.83	11.552	24.156999999999996	16.302	20.291	12.491	8.32	9.557	6.251	11.605	10.292	7.287999999999999	8.152999999999999	9.357999999999999	9.129	12.125	10.65	7.524	7.999	9.392999999999999	9.844	11.617	9.953	6.811	8.352	9.701	9.695
28.50681	11.568	22.596999999999998	12.232999999999999	20.9	12.775	7.968999999999999	11.088	5.729	12.732000000000001	23.084	17.982	21.186	11.742	7.8389999999999995	9.109	5.704	12.264000000000001	23.97	16.822	20.229	12.241	7.876	9.336	6.202999999999999	11.28	10.248	7.251	7.652	8.855	9.259	11.837	11.038	7.659	7.96	8.918	9.83	11.654000000000002	10.748	6.5120000000000005	7.7010000000000005	9.737	9.304
28.6734	11.331	22.395	12.009	20.638	12.969000000000001	8.166	11.397	6.0360000000000005	11.894	23.203000000000003	18.094	21.677	11.907	7.914	9.389	6.242000000000001	11.485	23.944000000000003	16.877	20.17	12.550999999999998	8.356	9.531	6.051	11.887	10.355	7.47	7.957999999999999	8.468	10.031	11.37	10.799000000000001	7.763	8.151	8.763	8.982000000000001	11.675999999999998	10.103	7.281000000000001	7.662000000000001	9.76	8.658
28.84017	11.192	22.596999999999998	12.147	20.814	13.238	7.882999999999999	10.857000000000001	5.556	11.49	23.256999999999998	18.704	21.936999999999998	12.234000000000002	7.752000000000001	8.791	5.704	11.658	24.171999999999997	16.822	20.489	12.761	7.876	9.509	5.7989999999999995	11.453	10.45	7.452999999999999	7.854	8.798	8.999	11.173	10.345	7.832000000000001	8.22	9.005	9.05	11.48	9.882	6.917000000000001	7.382999999999999	9.361	9.102
29.00686	11.036	22.12	12.244000000000002	21.261999999999997	13.025	7.987	11.165	5.778	12.169	23.500999999999998	18.171	21.634	12.222999999999999	7.801	8.839	5.492999999999999	11.181	24.041	17.271	20.331	12.491	8.099	9.672	5.846	10.572000000000001	10.787	7.502000000000001	8.307	8.876	9.134	12.056	10.565999999999999	7.824	7.778	8.677999999999999	9.214	11.527000000000001	10.392000000000001	6.937	7.519	9.523	8.891
29.17336	12.155999999999999	22.566	12.45	21.105999999999998	13.14	8.125	11.049000000000001	5.9239999999999995	11.375	23.855999999999998	18.278	21.88	12.222000000000001	7.428999999999999	9.387	5.496	11.425	23.993000000000002	16.972	20.26	12.401	8.045	8.861	6.074	10.934000000000001	10.497	7.65	8.281	8.907	8.327	11.672	11.084000000000001	7.827000000000001	8.011000000000001	8.998	9.619	11.263	9.498	7.055	7.404	9.576	8.487
29.34008	11.729000000000001	23.39	12.331	21.176	13.401	8.247	11.107000000000001	6.124	12.110999999999999	23.241	18.576	22.066999999999997	12.512	7.252999999999999	9.07	5.695	12.017999999999999	24.531999999999996	17.473	20.764	12.751	8.157	8.806000000000001	5.702000000000001	11.265	10.354000000000001	7.877999999999999	7.7589999999999995	9.02	8.817	12.084000000000001	10.739	8.112	7.662000000000001	8.592	9.041	11.902000000000001	10.392000000000001	7.254	7.807	9.696	8.862
29.50683	12.192	22.697	12.417	21.869	13.574000000000002	8.044	11.078	5.749	12.082	24.05	18.951	22.241	12.222999999999999	7.627999999999999	9.59	5.522	12.277999999999999	24.878	17.185	20.908	12.924000000000001	8.07	9.759	5.904	11.005	10.585	7.617999999999999	7.845	8.789	9.221	12.835	10.999	7.853	8.009	8.937999999999999	9.301	11.383	10.219	7.023	7.778	9.552	8.862
29.67358	12.163	23.304000000000002	12.850999999999999	21.898000000000003	13.17	7.871	11.02	5.749	11.591	23.819000000000003	18.72	22.616	12.397	7.541	9.272	5.782	11.296	24.849	17.618	21.456999999999997	12.664000000000001	8.099	9.21	5.99	10.89	9.978	7.7620000000000005	7.672000000000001	8.674	8.961	11.565	10.739	7.853	8.009	8.677999999999999	9.185	11.036	10.392000000000001	7.167999999999999	7.461	9.61	8.948
29.84012	11.66	23.153000000000002	12.530999999999999	21.63	13.675999999999998	7.627999999999999	11.035	5.877999999999999	11.353	23.843000000000004	18.45	22.031	12.267999999999999	7.9879999999999995	9.432	5.593	11.665	24.816	17.349	21.565	13.056	7.996	9.052	5.7170000000000005	11.374	10.195	8.18	7.598	8.86	9.177999999999999	11.352	11.217	8.212	7.877000000000001	8.345	8.621	11.37	10.089	7.441	7.822	9.54	8.789
30.00682	11.244000000000002	23.235	12.335999999999999	21.489	13.355	7.5889999999999995	10.89	5.622999999999999	11.757	24.38	18.46	22.378	12.495	7.9639999999999995	8.795	5.7139999999999995	11.315999999999999	24.719	18.509	21.335	12.904000000000002	8.839	8.586	5.597	10.999	10.482999999999999	8.128	7.345	8.404	8.918	11.567	11.127	8.736	7.71	8.956	8.884	11.505999999999998	10.032	7.244	7.736000000000001	9.472000000000001	8.762
30.17359	11.25	23.05	12.562999999999999	21.963	13.732000000000001	7.767	10.977	5.822	11.107999999999999	24.371	18.585	22.796	12.583	7.3260000000000005	9.084	5.48	11.534	24.998	18.117	20.974	13.283	8.086	9.05	6.061	11.475	10.599	8.211	7.544	8.69	8.976	12.037	11.33	8.532	7.5920000000000005	8.665	9.113999999999999	10.414000000000001	9.772	7.27	7.706	9.42	9.165
30.34032	11.95	23.191	12.577	21.954	13.644	7.917000000000001	10.799000000000001	5.6979999999999995	11.359000000000002	24.289	19.293	22.500999999999998	12.64	7.692	8.676	5.382999999999999	11.442	25.464000000000002	17.527	21.37	12.88	7.902	9.107000000000001	5.888	11.15	10.191	8.52	7.851	8.621	9.027999999999999	11.759	11.069	8.148	7.5520000000000005	8.945	9.136000000000001	10.212	9.765	7.666	7.643	9.077	8.841000000000001
30.50685	10.904000000000002	23.541	12.823	22.194000000000003	13.732000000000001	7.71	10.89	5.447	11.368	24.343000000000004	18.672	22.883000000000003	12.755999999999998	7.269	9.084	5.596	11.360999999999999	25.430999999999997	18.377	21.291	13.341	7.711	9.05	5.773	10.955	10.425999999999998	8.298	7.544	8.834	9.149	10.94	11.359000000000002	8.503	7.649	8.752	8.912	11.626	9.714	7.2410000000000005	7.706	9.362	8.703
