	MG1655-1	HEXA4-10_1	HEXA7-2_1	ompR-1	proQ-1	ompC-1	ompR_proQ-1	ompR_ompC-1	MG1655-2	HEXA4-10_2	HEXA7-2_2	ompR-2	proQ-2	ompC-2	ompR_proQ-2	ompR_ompC-2	MG1655-3	HEXA4-10_3	HEXA7-2_3	ompR-3	proQ-3	ompC-3	ompR_proQ-3	ompR_ompC-3	proQ_ompC-1	ompR_proQ_ompC-1	MG1655-1dup	IBUA8-3_1	phoU-1	cheR-1	rph-1	proQ_ompC-2	ompR_proQ_ompC-2	MG1655-2dup	IBUA8-3_2	phoU-2	cheR-2	rph-2	proQ_ompC-3	ompR_proQ_ompC-3	MG1655-3dup	IBUA8-3_3	phoU-3	cheR-3	rph-3
18.84022	12.565999999999999	19.37	3.0189999999999997	7.025	6.3	15.54	17.934	7.281000000000001	12.665	19.188	3.088	7.489	6.044	15.249	16.925	7.957000000000001	13.962	18.743	5.07	7.495	6.207999999999999	13.144	17.191	7.502999999999999	8.552999999999999	5.593	0.6920000000000001	29.854	1.047	0.733	0.601	8.828	5.441	0.76	32.71	1.354	0.96	0.6990000000000001	9.363	5.595	1.185	30.023000000000003	1.357	0.9309999999999999	0.7
19.00679	11.76	19.609	2.977	7.604	6.42	14.504000000000001	17.455	7.53	12.811	18.444000000000003	2.98	7.345	6.0	16.544	19.137999999999998	7.91	13.612	19.082	4.894	7.58	6.393	13.948	17.499000000000002	7.882999999999999	8.44	5.712000000000001	0.585	30.118000000000002	1.166	0.757	0.5589999999999999	9.369	5.329	0.752	31.824	1.5419999999999998	1.0170000000000001	0.657	9.443999999999999	5.877999999999999	1.111	32.095	1.315	1.02	0.494
19.17347	12.932	18.955	3.1039999999999996	7.345	6.124	15.083	18.796	7.472	13.392999999999999	19.033	3.009	6.922000000000001	5.772	14.365	18.709	8.379	12.687000000000001	19.973	4.897	8.113999999999999	6.527	13.869000000000002	17.824	7.96	8.484	5.914	0.775	29.718000000000004	1.3	1.048	0.488	9.321	5.831	0.778	30.439	1.57	0.88	0.585	9.564	5.587999999999999	1.137	32.025999999999996	1.475	0.95	0.6859999999999999
19.34012	12.827	19.342	3.035	7.242000000000001	6.746	15.142999999999999	17.605	7.8629999999999995	13.255	19.19	2.9730000000000003	7.905	6.36	14.754000000000001	18.208	8.472999999999999	13.7	19.34	4.795	7.879	7.017	13.962	16.83	7.922000000000001	8.676	5.712999999999999	0.6729999999999999	32.044000000000004	1.197	0.7490000000000001	0.715	9.217	5.563	0.873	31.12	1.501	0.877	0.615	8.9	5.781000000000001	1.298	29.614	1.3730000000000002	0.848	0.584
19.50695	13.025	19.012999999999998	3.002	7.308	7.042000000000001	15.142999999999999	16.815	8.126	12.498	19.223	3.0060000000000002	7.806	6.064	14.59	17.583	8.341000000000001	13.306	19.636	4.827	8.175	6.688	13.732000000000001	17.554000000000002	8.054	8.642999999999999	5.812	0.6729999999999999	30.563000000000002	1.263	0.7490000000000001	0.584	9.151	5.629	0.873	34.048	1.369	1.041	0.7140000000000001	9.031	6.011	1.232	30.568	1.3730000000000002	0.9470000000000001	0.584
19.67356	12.71	19.285999999999998	3.157	8.151	6.537000000000001	15.255999999999998	17.026	7.947	12.875	19.399	2.897	7.794	6.315	14.374	17.793	8.525	14.469000000000001	18.955	4.815	8.26	6.774	14.569	17.533	8.006	8.53	5.602	0.764	31.025	1.35	0.871	0.575	9.101	5.319	0.7659999999999999	32.568000000000005	1.36	1.032	0.672	9.54	6.097	1.1909999999999998	32.641	1.364	1.003	0.608
19.84025	13.189	19.441	3.134	7.67	6.746	15.439	17.67	8.455	12.4	19.782	2.9730000000000003	7.938	6.229	14.919	18.175	8.802	14.753	20.195	4.893	8.274	6.425	14.686	17.752	8.054	8.479	6.042000000000001	0.706	31.287	1.296	0.782	0.617	9.052	5.563	0.84	30.33	1.402	0.877	0.7140000000000001	9.13	5.978	1.298	30.568	1.538	1.045	0.8140000000000001
20.00697	13.603	19.794	3.011	8.142999999999999	6.23	15.390999999999998	17.426	7.975	13.833	19.244	2.9819999999999998	8.412	6.603	15.497	17.702	8.487	14.577	20.054000000000002	4.938	8.517999999999999	6.535	13.880999999999998	17.773	7.871	8.395	5.857	0.78	30.298000000000002	1.308	0.7909999999999999	0.626	8.772	5.577000000000001	0.8490000000000001	31.217	1.5759999999999998	1.051	0.789	9.609	5.728	1.2409999999999999	30.401	1.6469999999999998	1.055	0.7909999999999999
20.17363	13.025	20.264	3.167	7.966	6.45	14.452	16.881	8.29	12.4	19.815	2.907	8.004	6.261	14.984000000000002	18.504	8.472999999999999	14.293	19.175	4.827	8.175	6.622000000000001	14.686	17.916	8.35	9.137	5.614	0.706	30.596	1.3619999999999999	0.8809999999999999	0.617	8.657	5.4639999999999995	0.84	33.785	1.567	0.778	0.78	9.229	5.912000000000001	1.496	30.666999999999998	1.67	1.045	0.617
20.34033	13.754000000000001	19.817	3.12	7.53	6.537999999999999	14.585999999999999	17.445	8.088	12.732000000000001	20.122	3.2230000000000003	8.162	6.087999999999999	15.318	17.525	8.897	14.994000000000002	19.616	5.148	9.093	6.513999999999999	14.097000000000001	18.387	8.281	9.101	5.968999999999999	0.723	31.548000000000002	1.287	0.9	0.536	9.184	5.854	0.9570000000000001	31.875	1.6840000000000002	1.159	0.633	8.869	6.103	1.4480000000000002	32.376	1.459	1.031	0.7340000000000001
20.50702	13.288	20.264	3.167	7.933	7.042000000000001	14.419	17.637	8.158999999999999	13.058	20.44	2.9730000000000003	7.707999999999999	6.656000000000001	14.359000000000002	17.254	8.769	14.457	19.241	5.025	8.669	6.292999999999999	14.456	16.6	8.448	8.676	5.712999999999999	0.772	31.089000000000002	1.197	0.848	0.682	8.855	5.728	0.9390000000000001	31.909000000000002	1.6980000000000002	0.976	0.78	10.15	5.978	1.331	31.522	1.571	1.111	0.6829999999999999
20.67363	14.078	19.895	3.085	7.814	6.76	15.343	15.732000000000001	8.529	13.158	20.108	3.088	7.818	6.439	14.329	17.516	8.877	13.469000000000001	19.236	4.906000000000001	8.185	6.011	13.735999999999999	17.487000000000002	8.654	8.849	5.428999999999999	0.7909999999999999	31.331999999999997	1.178	0.9309999999999999	0.7659999999999999	9.222000000000001	5.902	0.925	32.546	1.65	1.0590000000000002	0.797	9.166	6.087999999999999	1.317	31.765	1.653	1.227	0.799
20.8403	12.673	20.291	3.138	7.797000000000001	6.678999999999999	14.267999999999999	17.678	8.543	14.447000000000001	21.326999999999998	2.944	7.965	6.422999999999999	14.962	17.391	9.448	14.328	20.289	4.988	8.725	6.291	14.139000000000001	16.573	8.633	8.599	5.38	0.747	30.305	1.36	0.852	0.753	8.609	5.587000000000001	0.9129999999999999	31.19	1.538	1.014	0.752	9.832	5.6770000000000005	1.37	31.723000000000003	1.64	1.0170000000000001	0.589
21.007	13.078	19.524	3.095	7.727	6.771	14.735999999999999	16.572	8.544	13.374	20.294	3.065	8.423	6.221	14.479000000000001	17.668	8.464	13.850999999999999	19.752	5.082	8.988	6.022	14.345	17.08	8.537	8.831	6.0329999999999995	0.865	31.233	1.3869999999999998	0.8740000000000001	0.61	9.304	5.85	0.966	31.099	1.758	1.2329999999999999	0.807	9.447000000000001	5.904	1.4240000000000002	30.745	1.564	1.105	0.8079999999999999
21.17368	13.123	20.362000000000002	3.035	8.361	6.153	14.879000000000001	16.486	8.29	13.485	20.342	3.0060000000000002	8.596	6.327000000000001	14.984000000000002	17.452	9.164	14.095	20.162	5.025	8.504	6.787000000000001	13.831	16.732	8.777000000000001	8.841000000000001	5.843999999999999	0.706	30.497	1.263	0.848	0.682	9.315	5.761	0.972	30.691999999999997	1.6980000000000002	1.074	0.7140000000000001	9.788	5.978	1.496	31.358	1.768	1.111	0.88
21.34037	12.498	20.132	2.9360000000000004	8.13	5.989	14.220999999999998	17.506	8.915	13.617	20.605	3.17	8.234	6.162999999999999	15.774000000000001	17.682000000000002	9.197000000000001	14.885	19.833	5.025	8.406	6.194	14.587	17.85	8.843	9.038	6.0089999999999995	0.772	31.089000000000002	1.296	0.946	0.584	9.217	5.563	0.873	32.172	1.764	0.943	0.879	9.294	5.978	1.496	31.16	1.735	1.111	0.88
21.50708	13.208	20.584	3.11	8.044	6.263	13.91	16.076	8.469	13.702	20.363	3.213	7.819	6.273	14.081	17.307000000000002	8.981	14.874	20.12	5.103	8.486	6.404	14.869000000000002	16.917	9.254	8.658	6.022	0.78	31.186999999999998	1.505	0.857	0.6920000000000001	9.167	5.478	0.981	31.941	1.5759999999999998	1.051	0.888	9.609	6.222	1.505	30.204	1.6469999999999998	1.121	0.6920000000000001
21.67376	13.218	19.947	3.0989999999999998	8.281	6.114	14.978	16.747	9.026	14.106	20.261	2.937	7.891	6.12	14.293	17.41	9.406	13.887	20.305999999999997	4.98	8.748	6.25	14.324000000000002	17.15	8.886000000000001	8.884	6.061	0.84	29.595	1.319	1.043	0.6809999999999999	9.582	5.872999999999999	0.94	31.3	1.7619999999999998	1.139	0.845	9.492	6.1610000000000005	1.463	31.308000000000003	1.732	1.0759999999999998	0.879
21.84039	13.123	20.329	3.3310000000000004	7.834	6.779	14.452	16.782	8.783999999999999	13.155999999999999	19.815	3.17	8.3	6.525	14.787	17.484	8.802	13.306	20.195	4.926	8.801	6.227	14.785	16.500999999999998	8.679	9.334	6.141	0.871	31.682	1.4609999999999999	0.9790000000000001	0.7809999999999999	9.611	5.761	0.9390000000000001	30.034000000000002	1.896	0.976	0.78	10.183	6.209	1.6269999999999998	31.851	1.67	1.4069999999999998	0.8140000000000001
22.00707	12.71	20.437	3.157	8.052	6.207999999999999	14.632	16.862000000000002	8.966000000000001	13.335	20.714000000000002	3.094	7.8260000000000005	6.117999999999999	14.9	17.07	8.952	13.45	19.448	4.881	8.852	6.314	15.325	17.172	8.96	8.924	5.832000000000001	0.961	31.945	1.482	0.97	0.6729999999999999	9.397	5.7139999999999995	1.062	32.666	1.689	1.131	0.8690000000000001	10.066	6.097	1.6840000000000002	32.247	1.758	1.2329999999999999	0.772
22.17377	13.110999999999999	20.477999999999998	3.127	8.254	6.245	14.637	16.375	8.642999999999999	12.782	20.721999999999998	2.9989999999999997	8.587	6.221	14.15	17.241	8.727	14.739	19.357	5.115	8.363999999999999	6.483	14.477	16.685	8.866	9.225	6.0329999999999995	0.799	30.541999999999998	1.486	0.973	0.775	9.402999999999999	5.817	1.065	32.381	1.8559999999999999	1.1340000000000001	0.774	10.335	6.266	1.588	31.534000000000002	1.7619999999999998	1.203	0.7090000000000001
22.34055	13.05	19.801	3.1460000000000004	7.95	6.0360000000000005	14.145999999999999	15.786	8.902000000000001	12.885	21.128	3.0180000000000002	8.35	6.08	15.009	17.38	8.887	13.530999999999999	20.622	4.909	8.687999999999999	6.539	14.71	16.265	8.798	8.959	6.026	0.882	30.144000000000002	1.476	0.992	0.728	9.535	5.944	0.9840000000000001	32.248000000000005	1.777	1.087	0.99	10.109	6.325	1.804	30.049	1.7819999999999998	1.256	0.892
22.50718	13.584000000000001	20.658	3.1010000000000004	7.736000000000001	6.218999999999999	14.254000000000001	15.762	8.915	13.617	20.638	3.071	8.399	5.867000000000001	15.379000000000001	16.793	8.539	14.095	20.951999999999998	5.124	8.57	6.096	14.587	16.798	9.172	9.137	6.141	0.805	30.958000000000002	1.494	1.045	0.715	9.908	5.728	1.071	31.482	1.764	1.14	0.9109999999999999	10.38	6.669	1.726	31.028000000000002	1.735	1.21	0.88
22.67392	13.821	20.041	3.236	7.773	6.157	13.832	16.492	8.295	12.767999999999999	21.105999999999998	3.173	8.337	6.331	14.102	16.636	8.741	13.905	20.104	4.996	8.97	5.935	13.047	15.784	8.98	8.977	6.112	0.9059999999999999	31.758000000000003	1.695	0.95	0.784	10.045	5.831	1.14	30.604	1.8	1.275	0.98	10.288	6.5089999999999995	1.992	31.467	1.936	1.147	1.015
22.84052	13.052999999999999	20.511999999999997	3.213	7.744	5.902	14.942	15.923	8.327	13.743	20.889	3.1830000000000003	8.208	6.2379999999999995	13.929	18.561	8.74	13.922	21.232	4.869	8.936	6.3020000000000005	14.354000000000001	16.067	8.649	9.041	5.984	0.8540000000000001	30.237	1.536	1.0590000000000002	0.6970000000000001	10.202	5.93	0.9540000000000001	32.108000000000004	1.8430000000000002	1.22	0.893	10.442	6.544	1.806	30.21	2.011	1.3880000000000001	0.96
23.00715	11.855	21.061999999999998	3.157	7.756	6.143	15.355	16.27	8.638	13.171	20.714000000000002	3.062	8.484	5.822	14.078	17.267	8.886000000000001	13.647	21.618000000000002	5.013	8.786	6.018	14.536	15.758	8.762	9.352	6.226	0.961	30.17	1.547	0.97	0.87	9.43	6.01	1.0290000000000001	32.732	1.952	1.1640000000000001	1.067	10.362	6.656000000000001	1.6840000000000002	32.247	1.956	1.2329999999999999	1.068
23.17387	13.097000000000001	20.37	3.137	7.542000000000001	5.992999999999999	13.898	16.624000000000002	8.493	13.064	20.711	3.2060000000000004	8.304	5.541	14.925	16.734	9.07	14.200999999999999	21.19	5.029	9.101	6.1979999999999995	14.264000000000001	15.520999999999999	8.783	9.076	6.3420000000000005	0.9059999999999999	29.915	1.761	1.147	0.784	9.716000000000001	6.028	0.975	32.808	2.096	1.176	0.914	10.748	6.772	1.696	33.474000000000004	1.936	1.345	1.015
23.3405	12.876	20.627	3.01	8.195	5.6979999999999995	15.554	15.222000000000001	8.449	12.745999999999999	20.94	3.045	7.805	5.737	14.508	17.332	8.764	13.547	21.118000000000002	4.959	8.73	6.162999999999999	13.817	16.153	8.934	9.293	6.172000000000001	1.045	30.709	1.626	1.02	0.855	9.993	5.92	1.113	31.299	1.87	1.345	0.887	10.035	6.995	1.8	31.569000000000003	2.07	1.315	0.888
23.50726	12.889000000000001	20.643	3.148	7.12	5.803	14.745	16.022000000000002	8.623	12.527999999999999	21.612	3.085	7.978	6.041	15.144	16.524	9.036	14.052999999999999	20.410999999999998	4.968	8.575	5.58	13.302999999999999	15.377	9.437000000000001	9.041	5.917999999999999	0.9520000000000001	30.401999999999997	1.568	1.0590000000000002	0.6970000000000001	10.005	5.797999999999999	1.119	31.811999999999998	1.745	1.22	0.9590000000000001	10.869000000000002	7.2010000000000005	1.8719999999999999	30.605	1.945	1.2229999999999999	1.058
23.67398	11.975	20.815	3.085	7.814	5.807	14.027999999999999	16.192	8.464	12.731	21.915	3.187	8.311	6.307	14.427999999999999	17.418	9.172	14.027000000000001	21.142	4.906000000000001	8.152000000000001	6.175	13.735999999999999	15.777999999999999	8.818	9.506	6.415	0.889	31.201	1.5719999999999998	1.062	0.8640000000000001	10.076	6.0	1.056	30.476	1.847	1.5190000000000001	0.995	10.315999999999999	7.303999999999999	1.9080000000000001	31.995	2.0140000000000002	1.5219999999999998	0.996
23.8406	12.777999999999999	20.988000000000003	3.142	7.736000000000001	5.665	14.732999999999999	16.01	8.252	12.515999999999998	21.958000000000002	3.045	8.298	5.475	14.540999999999999	16.477999999999998	9.453	14.302	21.085	5.091	8.369	5.901	14.145	15.561	8.934	9.326	5.975	0.98	31.103	1.56	1.053	0.855	9.862	6.019	1.2109999999999999	31.134	1.936	1.247	1.051	10.889000000000001	7.126	1.899	30.256	2.004	1.315	0.987
24.00731	12.498	20.79	3.134	7.834	6.055	14.057	15.367	8.685	13.189	21.329	2.907	8.234	5.932	13.470999999999998	16.135	8.769	15.247	21.248	4.827	8.767999999999999	5.8	13.535	15.909	9.074	9.367	6.337999999999999	1.167	31.747	1.6580000000000001	1.177	0.715	9.908	6.221	1.137	31.021	1.994	1.272	1.0759999999999998	10.775	6.965	2.187	29.976	2.031	1.2429999999999999	1.012
24.17387	12.745	21.546999999999997	3.142	7.702999999999999	5.369	14.504000000000001	15.452	8.646	12.352	22.385	3.1439999999999997	8.199	5.836	14.540999999999999	17.201	8.731	13.908	20.395	4.894	8.631	5.901	14.047	15.332	9.295	9.786	6.205	1.045	31.366	1.659	1.1179999999999999	0.888	10.158	6.511	1.113	32.415	2.0340000000000003	1.214	1.15	10.856	7.028	1.964	30.781	2.366	1.48	1.085
24.34074	12.71	20.535999999999998	3.0260000000000002	7.822	5.715	15.485999999999999	16.369	8.572000000000001	12.972999999999999	20.714000000000002	3.16	7.695	5.724	14.67	16.149	8.525	13.285	21.618000000000002	5.111000000000001	8.885	5.394	14.043	15.561	8.927	9.516	6.4239999999999995	1.092	31.715	1.679	1.068	0.903	10.285	6.01	1.325	31.253	2.05	1.262	1.067	10.888	7.511	1.98	32.444	2.3169999999999997	1.43	1.167
24.50722	12.729000000000001	21.086	3.167	7.933	5.495	13.892000000000001	15.433	8.356	13.058	20.901	3.071	8.399	5.439	14.359000000000002	17.09	8.999	13.404000000000002	20.951999999999998	4.992	8.965	5.47	13.895999999999999	15.317	9.041	9.762	6.535	1.2	30.3	1.757	1.2429999999999999	1.077	10.697000000000001	6.221	1.235	32.6	2.06	1.469	1.175	11.038	7.622999999999999	2.187	31.325	2.426	1.605	1.209
24.67399	12.169	21.151999999999997	3.167	7.867000000000001	5.43	14.220999999999998	15.038	8.027000000000001	12.992	22.316	3.302	8.3	5.669	14.162	16.135	8.802	13.964	21.576999999999998	4.992	8.965	5.635	13.864	15.284	8.942	9.828	6.404	1.101	32.044000000000004	1.6580000000000001	1.2429999999999999	0.9129999999999999	10.204	6.353	1.235	31.811	2.06	1.436	1.109	10.38	7.459	2.055	31.95	2.229	1.4069999999999998	1.209
24.84073	11.954	22.278000000000002	3.322	7.4270000000000005	5.584	14.007	15.152000000000001	8.999	12.184000000000001	21.733	3.062	8.287	5.296	13.749	16.018	8.623	13.482000000000001	21.651	5.078	8.458	5.8870000000000005	14.043	15.495	9.551	9.549	6.489	1.1909999999999998	31.616999999999997	1.778	1.167	0.9690000000000001	10.614	6.6339999999999995	1.2590000000000001	31.581	2.248	1.361	1.3619999999999999	11.315	7.8389999999999995	2.046	31.885	2.383	1.43	1.265
25.00741	13.419	21.316	3.167	7.537999999999999	5.528	14.32	14.15	8.586	12.992	22.743000000000002	3.302	7.8389999999999995	5.307	14.59	16.662	8.736	13.964	21.576999999999998	4.827	8.603	5.635	14.456	14.692	8.942	9.926	6.7	1.2	30.695	1.757	1.177	0.9129999999999999	10.630999999999998	6.353	1.466	32.107	1.994	1.37	1.175	11.334000000000001	8.248	2.088	30.272	2.3930000000000002	1.506	1.341
25.17406	12.292	21.546999999999997	3.179	7.62	5.542000000000001	14.343	14.765	8.177999999999999	13.609000000000002	22.445999999999998	3.315	8.021	5.454	14.68	15.832	8.657	13.530999999999999	21.61	5.041	8.589	5.749	14.019	15.639000000000001	9.094	10.277000000000001	6.52	1.2109999999999999	31.725	1.7069999999999999	1.157	1.024	10.82	6.471	1.379	32.314	2.0069999999999997	1.449	1.121	10.866	7.938	2.1	32.058	2.3409999999999997	1.5519999999999998	1.189
25.34081	12.899000000000001	21.16	3.2680000000000002	7.6739999999999995	5.696000000000001	14.950999999999999	14.55	8.46	12.866	21.863000000000003	3.173	8.337	5.574	13.74	15.056	9.004	13.609000000000002	22.046	4.93	9.266	5.902	14.1	14.83	8.847999999999999	10.261	6.803	1.203	31.691999999999997	1.892	1.18	1.015	10.604000000000001	6.654	1.469	32.315	2.162	1.374	1.375	11.012	8.318999999999999	2.157	31.072	2.496	1.5090000000000001	1.278
25.50753	12.300999999999998	21.613000000000003	3.265	7.834	5.593999999999999	13.794	14.610999999999999	8.29	12.992	22.349	3.17	8.958	5.636	14.557	15.806	8.967	12.878	22.63	5.025	8.965	5.8	14.094000000000001	14.56	8.975	10.453	7.127999999999999	1.2	30.859	1.79	1.275	0.9790000000000001	10.927	6.715	1.367	31.482	1.994	1.469	1.306	11.038	8.117	2.285	30.634	2.525	1.703	1.209
25.67406	12.65	21.399	3.325	7.662000000000001	5.521	13.880999999999998	15.027000000000001	8.577	12.092	22.201	3.0980000000000003	8.094	5.629	14.545	14.675999999999998	9.187000000000001	13.292	22.153000000000002	5.0169999999999995	8.265	5.364	14.345	13.66	8.734	10.014	6.921	1.194	31.627	1.65	1.2690000000000001	1.005	11.113	7.231	1.624	31.099	2.086	1.331	1.2670000000000001	11.42	8.502	2.279	31.304000000000002	2.5839999999999996	1.6969999999999998	1.334
25.84073	13.425999999999998	22.016	3.1039999999999996	7.608	5.433	14.129000000000001	14.649000000000001	8.657	12.767999999999999	21.534000000000002	3.009	7.712000000000001	5.311	14.497	14.727	8.971	13.082	21.783	4.996	8.607999999999999	5.474	14.067	13.908	9.046	10.359000000000002	6.606	1.268	30.276999999999997	1.761	1.246	1.015	11.263	7.212999999999999	1.436	32.117	2.162	1.439	1.276	11.9	8.253	2.354	31.072	2.496	1.5090000000000001	1.179
26.00747	11.532	21.596	3.259	7.497000000000001	5.521	14.110999999999999	13.185	8.248	12.585	22.136	3.0980000000000003	8.192	5.431	14.742	14.709000000000001	8.857999999999999	13.390999999999998	21.561	5.115	8.166	5.462999999999999	13.622	13.790999999999999	8.636000000000001	9.85	7.119	1.161	30.476	1.7819999999999998	1.236	1.104	10.784	7.132000000000001	1.328	31.493000000000002	2.185	1.43	1.3	12.078	8.206	2.279	31.337	2.419	1.795	1.203
26.1742	12.683	21.793000000000003	3.2260000000000004	7.662000000000001	5.324	13.914000000000001	13.613	8.116	13.144	21.642	3.196	8.291	5.234	14.479000000000001	14.807	8.365	12.437000000000001	21.034000000000002	5.0169999999999995	8.791	5.2989999999999995	13.885	13.857000000000001	8.932	10.409	7.119	1.26	31.956	1.847	1.368	1.071	10.784	7.395	1.591	32.743	2.35	1.463	1.3	11.716	8.502	2.378	31.041	2.617	1.729	1.433
26.34082	13.158	22.031	3.085	7.747999999999999	5.215	14.193	13.465	8.562000000000001	12.731	21.915	3.154	8.212	5.486000000000001	13.869000000000002	14.985999999999999	8.777999999999999	13.239	22.128	4.774	8.645	5.6160000000000005	13.933	13.345999999999998	9.212	10.492	7.204	1.382	31.101999999999997	1.6380000000000001	1.391	1.094	11.095	7.5120000000000005	1.3519999999999999	30.574	2.175	1.5519999999999998	1.258	12.452	8.882	2.3680000000000003	29.629	2.6719999999999997	1.719	1.325
26.50756	12.874	22.607	3.2560000000000002	8.315	5.518	14.04	14.199000000000002	8.671	13.171	22.194000000000003	3.094	8.187999999999999	5.329	14.144	14.078	9.051	13.581	22.309	4.98	9.279	5.394	14.142000000000001	13.095	8.828	10.305	7.41	1.2570000000000001	30.729	1.942	1.331	1.002	11.107000000000001	7.587999999999999	1.588	33.061	2.248	1.525	1.4609999999999999	11.874	8.661	2.44	31.819000000000003	2.679	1.726	1.43
26.67423	12.25	22.475	3.091	7.492999999999999	5.321000000000001	14.04	13.509	8.572000000000001	13.039000000000001	22.621	3.094	7.794	5.428	14.538	14.175999999999998	8.426	13.45	22.506	4.914	8.359	5.558	14.142000000000001	13.785	8.631	10.238999999999999	7.574	1.3880000000000001	32.306999999999995	1.975	1.364	1.101	11.469000000000001	7.489	1.325	31.68	2.28	1.525	1.4609999999999999	12.104000000000001	9.056000000000001	2.276	30.636	2.613	1.6269999999999998	1.199
26.84092	12.283	22.607	3.322	7.526	5.287999999999999	13.612	13.706	8.638	12.184000000000001	22.391	3.16	7.695	5.559	14.637	14.275	8.722000000000001	13.647	22.965999999999998	5.078	8.458	5.459	13.845999999999998	13.555	8.828	10.634	7.672999999999999	1.29	31.255	1.876	1.2329999999999999	1.068	11.107000000000001	7.587999999999999	1.5219999999999998	31.976	2.083	1.525	1.56	12.663	9.089	2.374	30.833000000000002	2.7769999999999997	1.693	1.43
27.00749	11.727	22.761999999999997	3.142	7.407	5.402	13.550999999999998	13.481	8.088	12.745999999999999	22.057	3.177	8.068	5.113	13.753	14.147	8.698	12.495999999999999	22.497	5.091	8.533	5.244	13.948	13.033	8.737	10.673	7.452999999999999	1.341	32.089	1.758	1.348	1.15	10.979000000000001	7.792000000000001	1.605	32.218	2.0669999999999997	1.641	1.5759999999999998	12.728	9.031	2.556	31.076999999999998	2.661	1.611	1.61
27.17415	12.232000000000001	22.943	3.2460000000000004	7.415	5.376	13.267000000000001	12.835	8.13	12.068	22.465999999999998	2.888	8.208	5.218999999999999	14.06	14.190999999999999	8.248	13.133	22.480999999999998	4.869	8.476	5.35	13.401	13.012	8.747	10.585	7.659	1.544	31.42	1.93	1.355	1.157	11.352	7.867999999999999	1.71	31.845	2.468	1.5490000000000002	1.3530000000000002	12.511	8.975	2.463	30.309	2.701	1.683	1.453
27.34091	12.347999999999999	22.804000000000002	3.1239999999999997	7.756	5.189	13.382	13.081	7.914	12.48	23.049	3.193	7.892	5.428	14.67	14.604000000000001	8.886000000000001	13.350999999999999	22.539	4.98	8.49	5.459	14.142000000000001	13.161	8.828	10.897	7.672999999999999	1.454	30.565	2.041	1.5619999999999998	1.199	11.567	7.916	1.719	32.074	2.379	1.624	1.494	12.466	9.155	2.539	32.148	2.8760000000000003	1.496	1.364
27.50762	12.895	22.951	3.217	7.584	5.051	13.568	13.136	7.938	12.960999999999999	22.77	2.891	7.916	5.42	13.77	14.0	8.252	12.779000000000002	22.719	4.8069999999999995	8.58	5.781000000000001	13.309000000000001	13.345999999999998	8.357999999999999	10.327	7.861000000000001	1.547	32.614000000000004	1.868	1.456	1.193	11.915999999999999	8.07	1.5819999999999999	32.907	2.241	1.65	1.5859999999999999	13.307	9.472999999999999	2.565	33.605	2.803	1.8840000000000001	1.5219999999999998
27.67425	12.213	22.72	3.237	7.305	5.3660000000000005	13.874	12.918	8.017999999999999	13.199000000000002	22.87	3.272	7.899	5.5360000000000005	13.583	14.075	8.956	13.145999999999999	22.489	5.087	8.527999999999999	5.5360000000000005	14.435	12.895999999999999	8.633	10.404000000000002	7.744	1.436	31.552	1.819	1.476	1.147	11.825999999999999	8.247	1.766	32.207	2.425	1.605	1.475	13.181	9.748	2.421	31.362	2.7889999999999997	1.706	1.5090000000000001
27.84092	11.888	22.87	3.157	7.526	5.156000000000001	13.777000000000001	13.377	8.145	11.757	23.936	3.062	7.695	5.132000000000001	14.341	13.749	8.755	13.088	23.525	4.914	8.293	5.162999999999999	14.175	13.390999999999998	8.96	10.732999999999999	8.068	1.5530000000000002	32.537	2.041	1.3969999999999998	1.166	12.027000000000001	8.64	1.785	32.042	2.248	1.6569999999999998	1.6580000000000001	11.808	9.779	2.572	30.504	2.8760000000000003	1.989	1.462
28.00769	11.969000000000001	23.074	3.2460000000000004	7.284	5.146	13.595	12.934000000000001	8.459	12.364	23.813000000000002	3.15	7.715	5.022	14.849	13.731	8.708	12.838	22.645	5.165	8.378	5.678	12.613	13.045	8.911	11.175999999999998	8.25	1.577	31.092	2.225	1.5519999999999998	1.288	11.812000000000001	8.427	1.874	31.944000000000003	2.271	1.6469999999999998	1.55	13.103	9.632	2.759	31.393	2.865	1.88	1.716
28.17429	12.264000000000001	23.500999999999998	3.148	7.513999999999999	5.08	14.187000000000001	13.032	8.163	13.546	23.616	3.1830000000000003	7.814	5.022	13.402999999999999	13.272	7.952000000000001	12.739	23.039	5.0	8.969	5.382999999999999	13.630999999999998	13.735	8.649	11.012	8.349	1.577	32.176	1.963	1.65	1.157	11.45	8.558	1.9069999999999998	32.897	2.369	1.713	1.5830000000000002	12.84	9.566	2.661	30.309	2.898	1.979	1.518
28.34097	12.698	22.951	3.1180000000000003	7.025	5.182	14.193	12.939	7.806	12.567	23.0	2.989	7.718999999999999	5.42	13.606	13.277000000000001	8.318	13.469000000000001	23.048000000000002	5.103	8.35	4.86	12.847999999999999	12.952	8.719	11.379000000000001	8.65	1.58	30.807	2.032	1.456	1.357	11.719000000000001	8.662	1.7790000000000001	31.954	2.471	1.65	1.5859999999999999	13.405	9.67	2.762	32.061	2.967	1.982	1.653
