Experiment	Tray	Well	Strain	Medium_addition
putrescine_111914	11	H9	PUTR7-7_3	butanol
putrescine_111914	11	G6	PUTR5-1_2	butanol
putrescine_111914	11	F12	M9 blank	butanol
putrescine_111914	11	G12	M9 blank	butanol
putrescine_111914	11	H6	PUTR5-1_3	butanol
putrescine_111914	11	E3	PUTR2-8_3	butanol
putrescine_111914	11	G7	PUTR5-8_3	butanol
putrescine_111914	11	D3	PUTR2-8_2	butanol
putrescine_111914	11	A2	PUTR1-6_1	butanol
putrescine_111914	11	E1	MG1655_5	butanol
putrescine_111914	11	A4	M9 blank	butanol
putrescine_111914	11	A6	M9 blank	butanol
putrescine_111914	11	G2	PUTR2-4_1	butanol
putrescine_111914	11	D7	PUTR5-6_3	butanol
putrescine_111914	11	C5	PUTR3-10_3	butanol
putrescine_111914	11	D2	PUTR1-9_1	butanol
putrescine_111914	11	D10	PUTR7-9_3	butanol
putrescine_111914	11	G4	PUTR3-9_3	butanol
putrescine_111914	11	H4	PUTR3-10_1	butanol
putrescine_111914	11	E9	PUTR7-1_3	butanol
putrescine_111914	11	H10	PUTR8-6_1	butanol
putrescine_111914	11	E6	PUTR4-8_3	butanol
putrescine_111914	11	C8	PUTR6-2_3	butanol
putrescine_111914	11	G1	PUTR1-3_2	butanol
putrescine_111914	11	D1	MG1655_4	butanol
putrescine_111914	11	E8	PUTR6-7_2	butanol
putrescine_111914	11	C2	PUTR1-6_3	butanol
putrescine_111914	11	A1	MG1655_1	butanol
putrescine_111914	11	B10	PUTR7-9_1	butanol
putrescine_111914	11	H7	PUTR6-2_1	butanol
putrescine_111914	11	F10	PUTR8-3_2	butanol
putrescine_111914	11	B6	PUTR4-7_3	butanol
putrescine_111914	11	B5	PUTR3-10_2	butanol
putrescine_111914	11	F1	PUTR1-3_1	butanol
putrescine_111914	11	A7	M9 blank	butanol
putrescine_111914	11	G10	PUTR8-3_3	butanol
putrescine_111914	11	E7	PUTR5-8_1	butanol
putrescine_111914	11	C11	PUTR8-6_3	butanol
putrescine_111914	11	C7	PUTR5-6_2	butanol
putrescine_111914	11	H8	PUTR6-10_2	butanol
putrescine_111914	11	A10	M9 blank	butanol
putrescine_111914	11	C9	PUTR7-1_1	butanol
putrescine_111914	11	H3	PUTR2-6_3	butanol
putrescine_111914	11	B11	PUTR8-6_2	butanol
putrescine_111914	11	D11	PUTR8-10_1	butanol
putrescine_111914	11	A11	M9 blank	butanol
putrescine_111914	11	G5	PUTR4-7_1	butanol
putrescine_111914	11	A9	M9 blank	butanol
putrescine_111914	11	E11	PUTR8-10_2	butanol
putrescine_111914	11	C6	PUTR4-8_1	butanol
putrescine_111914	11	E10	PUTR8-3_1	butanol
putrescine_111914	11	A12	M9 blank	butanol
putrescine_111914	11	D8	PUTR6-7_1	butanol
putrescine_111914	11	F11	PUTR8-10_3	butanol
putrescine_111914	11	B3	PUTR2-4_3	butanol
putrescine_111914	11	G11	M9 blank	butanol
putrescine_111914	11	C10	PUTR7-9_2	butanol
putrescine_111914	11	G3	PUTR2-6_2	butanol
putrescine_111914	11	F6	PUTR5-1_1	butanol
putrescine_111914	11	G9	PUTR7-7_2	butanol
putrescine_111914	11	C3	PUTR2-8_1	butanol
putrescine_111914	11	H12	M9 blank	butanol
putrescine_111914	11	C4	PUTR3-1_2	butanol
putrescine_111914	11	B7	PUTR5-6_1	butanol
putrescine_111914	11	D6	PUTR4-8_2	butanol
putrescine_111914	11	C12	M9 blank	butanol
putrescine_111914	11	F5	PUTR4-3_3	butanol
putrescine_111914	11	F2	PUTR1-9_3	butanol
putrescine_111914	11	F7	PUTR5-8_2	butanol
putrescine_111914	11	B9	PUTR6-10_3	butanol
putrescine_111914	11	E12	M9 blank	butanol
putrescine_111914	11	B12	M9 blank	butanol
putrescine_111914	11	B1	MG1655_2	butanol
putrescine_111914	11	G8	PUTR6-10_1	butanol
putrescine_111914	11	H2	PUTR2-4_2	butanol
putrescine_111914	11	B8	PUTR6-2_2	butanol
putrescine_111914	11	B4	PUTR3-1_1	butanol
putrescine_111914	11	H5	PUTR4-7_2	butanol
putrescine_111914	11	D5	PUTR4-3_1	butanol
putrescine_111914	11	A8	M9 blank	butanol
putrescine_111914	11	A3	M9 blank	butanol
putrescine_111914	11	E5	PUTR4-3_2	butanol
putrescine_111914	11	C1	MG1655_3	butanol
putrescine_111914	11	D12	M9 blank	butanol
putrescine_111914	11	E4	PUTR3-9_1	butanol
putrescine_111914	11	F3	PUTR2-6_1	butanol
putrescine_111914	11	F8	PUTR6-7_3	butanol
putrescine_111914	11	D4	PUTR3-1_3	butanol
putrescine_111914	11	B2	PUTR1-6_2	butanol
putrescine_111914	11	A5	M9 blank	butanol
putrescine_111914	11	F4	PUTR3-9_2	butanol
putrescine_111914	11	D9	PUTR7-1_2	butanol
putrescine_111914	11	F9	PUTR7-7_1	butanol
putrescine_111914	11	E2	PUTR1-9_2	butanol
putrescine_111914	11	H11	M9 blank	butanol
putrescine_111914	11	H1	PUTR1-3_3	butanol
putrescine_111914	12	H9	PUTR7-7_3	butanol
putrescine_111914	12	G6	PUTR5-1_2	butanol
putrescine_111914	12	F12	M9 blank	butanol
putrescine_111914	12	G12	M9 blank	butanol
putrescine_111914	12	H6	PUTR5-1_3	butanol
putrescine_111914	12	E3	PUTR2-8_3	butanol
putrescine_111914	12	G7	PUTR5-8_3	butanol
putrescine_111914	12	D3	PUTR2-8_2	butanol
putrescine_111914	12	A2	PUTR1-6_1	butanol
putrescine_111914	12	E1	MG1655_5	butanol
putrescine_111914	12	A4	M9 blank	butanol
putrescine_111914	12	A6	M9 blank	butanol
putrescine_111914	12	G2	PUTR2-4_1	butanol
putrescine_111914	12	D7	PUTR5-6_3	butanol
putrescine_111914	12	C5	PUTR3-10_3	butanol
putrescine_111914	12	D2	PUTR1-9_1	butanol
putrescine_111914	12	D10	PUTR7-9_3	butanol
putrescine_111914	12	G4	PUTR3-9_3	butanol
putrescine_111914	12	H4	PUTR3-10_1	butanol
putrescine_111914	12	E9	PUTR7-1_3	butanol
putrescine_111914	12	H10	PUTR8-6_1	butanol
putrescine_111914	12	E6	PUTR4-8_3	butanol
putrescine_111914	12	C8	PUTR6-2_3	butanol
putrescine_111914	12	G1	PUTR1-3_2	butanol
putrescine_111914	12	D1	MG1655_4	butanol
putrescine_111914	12	E8	PUTR6-7_2	butanol
putrescine_111914	12	C2	PUTR1-6_3	butanol
putrescine_111914	12	A1	MG1655_1	butanol
putrescine_111914	12	B10	PUTR7-9_1	butanol
putrescine_111914	12	H7	PUTR6-2_1	butanol
putrescine_111914	12	F10	PUTR8-3_2	butanol
putrescine_111914	12	B6	PUTR4-7_3	butanol
putrescine_111914	12	B5	PUTR3-10_2	butanol
putrescine_111914	12	F1	PUTR1-3_1	butanol
putrescine_111914	12	A7	M9 blank	butanol
putrescine_111914	12	G10	PUTR8-3_3	butanol
putrescine_111914	12	E7	PUTR5-8_1	butanol
putrescine_111914	12	C11	PUTR8-6_3	butanol
putrescine_111914	12	C7	PUTR5-6_2	butanol
putrescine_111914	12	H8	PUTR6-10_2	butanol
putrescine_111914	12	A10	M9 blank	butanol
putrescine_111914	12	C9	PUTR7-1_1	butanol
putrescine_111914	12	H3	PUTR2-6_3	butanol
putrescine_111914	12	B11	PUTR8-6_2	butanol
putrescine_111914	12	D11	PUTR8-10_1	butanol
putrescine_111914	12	A11	M9 blank	butanol
putrescine_111914	12	G5	PUTR4-7_1	butanol
putrescine_111914	12	A9	M9 blank	butanol
putrescine_111914	12	E11	PUTR8-10_2	butanol
putrescine_111914	12	C6	PUTR4-8_1	butanol
putrescine_111914	12	E10	PUTR8-3_1	butanol
putrescine_111914	12	A12	M9 blank	butanol
putrescine_111914	12	D8	PUTR6-7_1	butanol
putrescine_111914	12	F11	PUTR8-10_3	butanol
putrescine_111914	12	B3	PUTR2-4_3	butanol
putrescine_111914	12	G11	M9 blank	butanol
putrescine_111914	12	C10	PUTR7-9_2	butanol
putrescine_111914	12	G3	PUTR2-6_2	butanol
putrescine_111914	12	F6	PUTR5-1_1	butanol
putrescine_111914	12	G9	PUTR7-7_2	butanol
putrescine_111914	12	C3	PUTR2-8_1	butanol
putrescine_111914	12	H12	M9 blank	butanol
putrescine_111914	12	C4	PUTR3-1_2	butanol
putrescine_111914	12	B7	PUTR5-6_1	butanol
putrescine_111914	12	D6	PUTR4-8_2	butanol
putrescine_111914	12	C12	M9 blank	butanol
putrescine_111914	12	F5	PUTR4-3_3	butanol
putrescine_111914	12	F2	PUTR1-9_3	butanol
putrescine_111914	12	F7	PUTR5-8_2	butanol
putrescine_111914	12	B9	PUTR6-10_3	butanol
putrescine_111914	12	E12	M9 blank	butanol
putrescine_111914	12	B12	M9 blank	butanol
putrescine_111914	12	B1	MG1655_2	butanol
putrescine_111914	12	G8	PUTR6-10_1	butanol
putrescine_111914	12	H2	PUTR2-4_2	butanol
putrescine_111914	12	B8	PUTR6-2_2	butanol
putrescine_111914	12	B4	PUTR3-1_1	butanol
putrescine_111914	12	H5	PUTR4-7_2	butanol
putrescine_111914	12	D5	PUTR4-3_1	butanol
putrescine_111914	12	A8	M9 blank	butanol
putrescine_111914	12	A3	M9 blank	butanol
putrescine_111914	12	E5	PUTR4-3_2	butanol
putrescine_111914	12	C1	MG1655_3	butanol
putrescine_111914	12	D12	M9 blank	butanol
putrescine_111914	12	E4	PUTR3-9_1	butanol
putrescine_111914	12	F3	PUTR2-6_1	butanol
putrescine_111914	12	F8	PUTR6-7_3	butanol
putrescine_111914	12	D4	PUTR3-1_3	butanol
putrescine_111914	12	B2	PUTR1-6_2	butanol
putrescine_111914	12	A5	M9 blank	butanol
putrescine_111914	12	F4	PUTR3-9_2	butanol
putrescine_111914	12	D9	PUTR7-1_2	butanol
putrescine_111914	12	F9	PUTR7-7_1	butanol
putrescine_111914	12	E2	PUTR1-9_2	butanol
putrescine_111914	12	H11	M9 blank	butanol
putrescine_111914	12	H1	PUTR1-3_3	butanol
coumarate_111114	1	H9	COUM7-6_3	butanol
coumarate_111114	1	G6	COUM5-3_2	butanol
coumarate_111114	1	F12	M9 blank	butanol
coumarate_111114	1	G12	M9 blank	butanol
coumarate_111114	1	H6	COUM5-3_3	butanol
coumarate_111114	1	E3	COUM2-4_3	butanol
coumarate_111114	1	G7	COUM5-8_3	butanol
coumarate_111114	1	D3	COUM2-4_2	butanol
coumarate_111114	1	A2	COUM1-7_1	butanol
coumarate_111114	1	E1	MG1655_5	butanol
coumarate_111114	1	A4	M9 blank	butanol
coumarate_111114	1	A6	M9 blank	butanol
coumarate_111114	1	G2	COUM2-3_1	butanol
coumarate_111114	1	D7	COUM5-5_3	butanol
coumarate_111114	1	C5	COUM3-9_3	butanol
coumarate_111114	1	D2	COUM1-10_1	butanol
coumarate_111114	1	D10	COUM7-9_3	butanol
coumarate_111114	1	G4	COUM3-7_3	butanol
coumarate_111114	1	H4	COUM3-9_1	butanol
coumarate_111114	1	E9	COUM7-5_3	butanol
coumarate_111114	1	H10	COUM8-6_1	butanol
coumarate_111114	1	E6	COUM4-10_3	butanol
coumarate_111114	1	C8	COUM6-2_3	butanol
coumarate_111114	1	G1	COUM1-2_2	butanol
coumarate_111114	1	D1	MG1655_4	butanol
coumarate_111114	1	E8	COUM6-5_2	butanol
coumarate_111114	1	C2	COUM1-7_3	butanol
coumarate_111114	1	A1	MG1655_1	butanol
coumarate_111114	1	B10	COUM7-9_1	butanol
coumarate_111114	1	H7	COUM6-2_1	butanol
coumarate_111114	1	F10	COUM8-1_2	butanol
coumarate_111114	1	B6	COUM4-5_3	butanol
coumarate_111114	1	B5	COUM3-9_2	butanol
coumarate_111114	1	F1	COUM1-2_1	butanol
coumarate_111114	1	A7	M9 blank	butanol
coumarate_111114	1	G10	COUM8-1_3	butanol
coumarate_111114	1	E7	COUM5-8_1	butanol
coumarate_111114	1	C11	COUM8-6_3	butanol
coumarate_111114	1	C7	COUM5-5_2	butanol
coumarate_111114	1	H8	COUM6-9_2	butanol
coumarate_111114	1	A10	M9 blank	butanol
coumarate_111114	1	C9	COUM7-5_1	butanol
coumarate_111114	1	H3	COUM2-7_3	butanol
coumarate_111114	1	B11	COUM8-6_2	butanol
coumarate_111114	1	D11	COUM8-8_1	butanol
coumarate_111114	1	A11	M9 blank	butanol
coumarate_111114	1	G5	COUM4-5_1	butanol
coumarate_111114	1	A9	M9 blank	butanol
coumarate_111114	1	E11	COUM8-8_2	butanol
coumarate_111114	1	C6	COUM4-10_1	butanol
coumarate_111114	1	E10	COUM8-1_1	butanol
coumarate_111114	1	A12	M9 blank	butanol
coumarate_111114	1	D8	COUM6-5_1	butanol
coumarate_111114	1	F11	COUM8-8_3	butanol
coumarate_111114	1	B3	COUM2-3_3	butanol
coumarate_111114	1	G11	COUM3-10_1	butanol
coumarate_111114	1	C10	COUM7-9_2	butanol
coumarate_111114	1	G3	COUM2-7_2	butanol
coumarate_111114	1	F6	COUM5-3_1	butanol
coumarate_111114	1	G9	COUM7-6_2	butanol
coumarate_111114	1	C3	COUM2-4_1	butanol
coumarate_111114	1	H12	M9 blank	butanol
coumarate_111114	1	C4	COUM3-1_2	butanol
coumarate_111114	1	B7	COUM5-5_1	butanol
coumarate_111114	1	D6	COUM4-10_2	butanol
coumarate_111114	1	C12	COUM4-8_1	butanol
coumarate_111114	1	F5	COUM4-2_3	butanol
coumarate_111114	1	F2	COUM1-10_3	butanol
coumarate_111114	1	F7	COUM5-8_2	butanol
coumarate_111114	1	B9	COUM6-9_3	butanol
coumarate_111114	1	E12	COUM4-8_3	butanol
coumarate_111114	1	B12	COUM3-10_3	butanol
coumarate_111114	1	B1	MG1655_2	butanol
coumarate_111114	1	G8	COUM6-9_1	butanol
coumarate_111114	1	H2	COUM2-3_2	butanol
coumarate_111114	1	B8	COUM6-2_2	butanol
coumarate_111114	1	B4	COUM3-1_1	butanol
coumarate_111114	1	H5	COUM4-5_2	butanol
coumarate_111114	1	D5	COUM4-2_1	butanol
coumarate_111114	1	A8	M9 blank	butanol
coumarate_111114	1	A3	M9 blank	butanol
coumarate_111114	1	E5	COUM4-2_2	butanol
coumarate_111114	1	C1	MG1655_3	butanol
coumarate_111114	1	D12	COUM4-8_2	butanol
coumarate_111114	1	E4	COUM3-7_1	butanol
coumarate_111114	1	F3	COUM2-7_1	butanol
coumarate_111114	1	F8	COUM6-5_3	butanol
coumarate_111114	1	D4	COUM3-1_3	butanol
coumarate_111114	1	B2	COUM1-7_2	butanol
coumarate_111114	1	A5	M9 blank	butanol
coumarate_111114	1	F4	COUM3-7_2	butanol
coumarate_111114	1	D9	COUM7-5_2	butanol
coumarate_111114	1	F9	COUM7-6_1	butanol
coumarate_111114	1	E2	COUM1-10_2	butanol
coumarate_111114	1	H11	COUM3-10_2	butanol
coumarate_111114	1	H1	COUM1-2_3	butanol
coumarate_111114	2	H9	COUM7-6_3	butanol
coumarate_111114	2	G6	COUM5-3_2	butanol
coumarate_111114	2	F12	M9 blank	butanol
coumarate_111114	2	G12	M9 blank	butanol
coumarate_111114	2	H6	COUM5-3_3	butanol
coumarate_111114	2	E3	COUM2-4_3	butanol
coumarate_111114	2	G7	COUM5-8_3	butanol
coumarate_111114	2	D3	COUM2-4_2	butanol
coumarate_111114	2	A2	COUM1-7_1	butanol
coumarate_111114	2	E1	MG1655_5	butanol
coumarate_111114	2	A4	M9 blank	butanol
coumarate_111114	2	A6	M9 blank	butanol
coumarate_111114	2	G2	COUM2-3_1	butanol
coumarate_111114	2	D7	COUM5-5_3	butanol
coumarate_111114	2	C5	COUM3-9_3	butanol
coumarate_111114	2	D2	COUM1-10_1	butanol
coumarate_111114	2	D10	COUM7-9_3	butanol
coumarate_111114	2	G4	COUM3-7_3	butanol
coumarate_111114	2	H4	COUM3-9_1	butanol
coumarate_111114	2	E9	COUM7-5_3	butanol
coumarate_111114	2	H10	COUM8-6_1	butanol
coumarate_111114	2	E6	COUM4-10_3	butanol
coumarate_111114	2	C8	COUM6-2_3	butanol
coumarate_111114	2	G1	COUM1-2_2	butanol
coumarate_111114	2	D1	MG1655_4	butanol
coumarate_111114	2	E8	COUM6-5_2	butanol
coumarate_111114	2	C2	COUM1-7_3	butanol
coumarate_111114	2	A1	MG1655_1	butanol
coumarate_111114	2	B10	COUM7-9_1	butanol
coumarate_111114	2	H7	COUM6-2_1	butanol
coumarate_111114	2	F10	COUM8-1_2	butanol
coumarate_111114	2	B6	COUM4-5_3	butanol
coumarate_111114	2	B5	COUM3-9_2	butanol
coumarate_111114	2	F1	COUM1-2_1	butanol
coumarate_111114	2	A7	M9 blank	butanol
coumarate_111114	2	G10	COUM8-1_3	butanol
coumarate_111114	2	E7	COUM5-8_1	butanol
coumarate_111114	2	C11	COUM8-6_3	butanol
coumarate_111114	2	C7	COUM5-5_2	butanol
coumarate_111114	2	H8	COUM6-9_2	butanol
coumarate_111114	2	A10	M9 blank	butanol
coumarate_111114	2	C9	COUM7-5_1	butanol
coumarate_111114	2	H3	COUM2-7_3	butanol
coumarate_111114	2	B11	COUM8-6_2	butanol
coumarate_111114	2	D11	COUM8-8_1	butanol
coumarate_111114	2	A11	M9 blank	butanol
coumarate_111114	2	G5	COUM4-5_1	butanol
coumarate_111114	2	A9	M9 blank	butanol
coumarate_111114	2	E11	COUM8-8_2	butanol
coumarate_111114	2	C6	COUM4-10_1	butanol
coumarate_111114	2	E10	COUM8-1_1	butanol
coumarate_111114	2	A12	M9 blank	butanol
coumarate_111114	2	D8	COUM6-5_1	butanol
coumarate_111114	2	F11	COUM8-8_3	butanol
coumarate_111114	2	B3	COUM2-3_3	butanol
coumarate_111114	2	G11	COUM3-10_1	butanol
coumarate_111114	2	C10	COUM7-9_2	butanol
coumarate_111114	2	G3	COUM2-7_2	butanol
coumarate_111114	2	F6	COUM5-3_1	butanol
coumarate_111114	2	G9	COUM7-6_2	butanol
coumarate_111114	2	C3	COUM2-4_1	butanol
coumarate_111114	2	H12	M9 blank	butanol
coumarate_111114	2	C4	COUM3-1_2	butanol
coumarate_111114	2	B7	COUM5-5_1	butanol
coumarate_111114	2	D6	COUM4-10_2	butanol
coumarate_111114	2	C12	COUM4-8_1	butanol
coumarate_111114	2	F5	COUM4-2_3	butanol
coumarate_111114	2	F2	COUM1-10_3	butanol
coumarate_111114	2	F7	COUM5-8_2	butanol
coumarate_111114	2	B9	COUM6-9_3	butanol
coumarate_111114	2	E12	COUM4-8_3	butanol
coumarate_111114	2	B12	COUM3-10_3	butanol
coumarate_111114	2	B1	MG1655_2	butanol
coumarate_111114	2	G8	COUM6-9_1	butanol
coumarate_111114	2	H2	COUM2-3_2	butanol
coumarate_111114	2	B8	COUM6-2_2	butanol
coumarate_111114	2	B4	COUM3-1_1	butanol
coumarate_111114	2	H5	COUM4-5_2	butanol
coumarate_111114	2	D5	COUM4-2_1	butanol
coumarate_111114	2	A8	M9 blank	butanol
coumarate_111114	2	A3	M9 blank	butanol
coumarate_111114	2	E5	COUM4-2_2	butanol
coumarate_111114	2	C1	MG1655_3	butanol
coumarate_111114	2	D12	COUM4-8_2	butanol
coumarate_111114	2	E4	COUM3-7_1	butanol
coumarate_111114	2	F3	COUM2-7_1	butanol
coumarate_111114	2	F8	COUM6-5_3	butanol
coumarate_111114	2	D4	COUM3-1_3	butanol
coumarate_111114	2	B2	COUM1-7_2	butanol
coumarate_111114	2	A5	M9 blank	butanol
coumarate_111114	2	F4	COUM3-7_2	butanol
coumarate_111114	2	D9	COUM7-5_2	butanol
coumarate_111114	2	F9	COUM7-6_1	butanol
coumarate_111114	2	E2	COUM1-10_2	butanol
coumarate_111114	2	H11	COUM3-10_2	butanol
coumarate_111114	2	H1	COUM1-2_3	butanol
coumarate_111114	3	H9	COUM7-6_3	butanol
coumarate_111114	3	G6	COUM5-3_2	butanol
coumarate_111114	3	F12	M9 blank	butanol
coumarate_111114	3	G12	M9 blank	butanol
coumarate_111114	3	H6	COUM5-3_3	butanol
coumarate_111114	3	E3	COUM2-4_3	butanol
coumarate_111114	3	G7	COUM5-8_3	butanol
coumarate_111114	3	D3	COUM2-4_2	butanol
coumarate_111114	3	A2	COUM1-7_1	butanol
coumarate_111114	3	E1	MG1655_5	butanol
coumarate_111114	3	A4	M9 blank	butanol
coumarate_111114	3	A6	M9 blank	butanol
coumarate_111114	3	G2	COUM2-3_1	butanol
coumarate_111114	3	D7	COUM5-5_3	butanol
coumarate_111114	3	C5	COUM3-9_3	butanol
coumarate_111114	3	D2	COUM1-10_1	butanol
coumarate_111114	3	D10	COUM7-9_3	butanol
coumarate_111114	3	G4	COUM3-7_3	butanol
coumarate_111114	3	H4	COUM3-9_1	butanol
coumarate_111114	3	E9	COUM7-5_3	butanol
coumarate_111114	3	H10	COUM8-6_1	butanol
coumarate_111114	3	E6	COUM4-10_3	butanol
coumarate_111114	3	C8	COUM6-2_3	butanol
coumarate_111114	3	G1	COUM1-2_2	butanol
coumarate_111114	3	D1	MG1655_4	butanol
coumarate_111114	3	E8	COUM6-5_2	butanol
coumarate_111114	3	C2	COUM1-7_3	butanol
coumarate_111114	3	A1	MG1655_1	butanol
coumarate_111114	3	B10	COUM7-9_1	butanol
coumarate_111114	3	H7	COUM6-2_1	butanol
coumarate_111114	3	F10	COUM8-1_2	butanol
coumarate_111114	3	B6	COUM4-5_3	butanol
coumarate_111114	3	B5	COUM3-9_2	butanol
coumarate_111114	3	F1	COUM1-2_1	butanol
coumarate_111114	3	A7	M9 blank	butanol
coumarate_111114	3	G10	COUM8-1_3	butanol
coumarate_111114	3	E7	COUM5-8_1	butanol
coumarate_111114	3	C11	COUM8-6_3	butanol
coumarate_111114	3	C7	COUM5-5_2	butanol
coumarate_111114	3	H8	COUM6-9_2	butanol
coumarate_111114	3	A10	M9 blank	butanol
coumarate_111114	3	C9	COUM7-5_1	butanol
coumarate_111114	3	H3	COUM2-7_3	butanol
coumarate_111114	3	B11	COUM8-6_2	butanol
coumarate_111114	3	D11	COUM8-8_1	butanol
coumarate_111114	3	A11	M9 blank	butanol
coumarate_111114	3	G5	COUM4-5_1	butanol
coumarate_111114	3	A9	M9 blank	butanol
coumarate_111114	3	E11	COUM8-8_2	butanol
coumarate_111114	3	C6	COUM4-10_1	butanol
coumarate_111114	3	E10	COUM8-1_1	butanol
coumarate_111114	3	A12	M9 blank	butanol
coumarate_111114	3	D8	COUM6-5_1	butanol
coumarate_111114	3	F11	COUM8-8_3	butanol
coumarate_111114	3	B3	COUM2-3_3	butanol
coumarate_111114	3	G11	COUM3-10_1	butanol
coumarate_111114	3	C10	COUM7-9_2	butanol
coumarate_111114	3	G3	COUM2-7_2	butanol
coumarate_111114	3	F6	COUM5-3_1	butanol
coumarate_111114	3	G9	COUM7-6_2	butanol
coumarate_111114	3	C3	COUM2-4_1	butanol
coumarate_111114	3	H12	M9 blank	butanol
coumarate_111114	3	C4	COUM3-1_2	butanol
coumarate_111114	3	B7	COUM5-5_1	butanol
coumarate_111114	3	D6	COUM4-10_2	butanol
coumarate_111114	3	C12	COUM4-8_1	butanol
coumarate_111114	3	F5	COUM4-2_3	butanol
coumarate_111114	3	F2	COUM1-10_3	butanol
coumarate_111114	3	F7	COUM5-8_2	butanol
coumarate_111114	3	B9	COUM6-9_3	butanol
coumarate_111114	3	E12	COUM4-8_3	butanol
coumarate_111114	3	B12	COUM3-10_3	butanol
coumarate_111114	3	B1	MG1655_2	butanol
coumarate_111114	3	G8	COUM6-9_1	butanol
coumarate_111114	3	H2	COUM2-3_2	butanol
coumarate_111114	3	B8	COUM6-2_2	butanol
coumarate_111114	3	B4	COUM3-1_1	butanol
coumarate_111114	3	H5	COUM4-5_2	butanol
coumarate_111114	3	D5	COUM4-2_1	butanol
coumarate_111114	3	A8	M9 blank	butanol
coumarate_111114	3	A3	M9 blank	butanol
coumarate_111114	3	E5	COUM4-2_2	butanol
coumarate_111114	3	C1	MG1655_3	butanol
coumarate_111114	3	D12	COUM4-8_2	butanol
coumarate_111114	3	E4	COUM3-7_1	butanol
coumarate_111114	3	F3	COUM2-7_1	butanol
coumarate_111114	3	F8	COUM6-5_3	butanol
coumarate_111114	3	D4	COUM3-1_3	butanol
coumarate_111114	3	B2	COUM1-7_2	butanol
coumarate_111114	3	A5	M9 blank	butanol
coumarate_111114	3	F4	COUM3-7_2	butanol
coumarate_111114	3	D9	COUM7-5_2	butanol
coumarate_111114	3	F9	COUM7-6_1	butanol
coumarate_111114	3	E2	COUM1-10_2	butanol
coumarate_111114	3	H11	COUM3-10_2	butanol
coumarate_111114	3	H1	COUM1-2_3	butanol
coumarate_111114	4	H9	COUM7-6_3	butanol
coumarate_111114	4	G6	COUM5-3_2	butanol
coumarate_111114	4	F12	M9 blank	butanol
coumarate_111114	4	G12	M9 blank	butanol
coumarate_111114	4	H6	COUM5-3_3	butanol
coumarate_111114	4	E3	COUM2-4_3	butanol
coumarate_111114	4	G7	COUM5-8_3	butanol
coumarate_111114	4	D3	COUM2-4_2	butanol
coumarate_111114	4	A2	COUM1-7_1	butanol
coumarate_111114	4	E1	MG1655_5	butanol
coumarate_111114	4	A4	M9 blank	butanol
coumarate_111114	4	A6	M9 blank	butanol
coumarate_111114	4	G2	COUM2-3_1	butanol
coumarate_111114	4	D7	COUM5-5_3	butanol
coumarate_111114	4	C5	COUM3-9_3	butanol
coumarate_111114	4	D2	COUM1-10_1	butanol
coumarate_111114	4	D10	COUM7-9_3	butanol
coumarate_111114	4	G4	COUM3-7_3	butanol
coumarate_111114	4	H4	COUM3-9_1	butanol
coumarate_111114	4	E9	COUM7-5_3	butanol
coumarate_111114	4	H10	COUM8-6_1	butanol
coumarate_111114	4	E6	COUM4-10_3	butanol
coumarate_111114	4	C8	COUM6-2_3	butanol
coumarate_111114	4	G1	COUM1-2_2	butanol
coumarate_111114	4	D1	MG1655_4	butanol
coumarate_111114	4	E8	COUM6-5_2	butanol
coumarate_111114	4	C2	COUM1-7_3	butanol
coumarate_111114	4	A1	MG1655_1	butanol
coumarate_111114	4	B10	COUM7-9_1	butanol
coumarate_111114	4	H7	COUM6-2_1	butanol
coumarate_111114	4	F10	COUM8-1_2	butanol
coumarate_111114	4	B6	COUM4-5_3	butanol
coumarate_111114	4	B5	COUM3-9_2	butanol
coumarate_111114	4	F1	COUM1-2_1	butanol
coumarate_111114	4	A7	M9 blank	butanol
coumarate_111114	4	G10	COUM8-1_3	butanol
coumarate_111114	4	E7	COUM5-8_1	butanol
coumarate_111114	4	C11	COUM8-6_3	butanol
coumarate_111114	4	C7	COUM5-5_2	butanol
coumarate_111114	4	H8	COUM6-9_2	butanol
coumarate_111114	4	A10	M9 blank	butanol
coumarate_111114	4	C9	COUM7-5_1	butanol
coumarate_111114	4	H3	COUM2-7_3	butanol
coumarate_111114	4	B11	COUM8-6_2	butanol
coumarate_111114	4	D11	COUM8-8_1	butanol
coumarate_111114	4	A11	M9 blank	butanol
coumarate_111114	4	G5	COUM4-5_1	butanol
coumarate_111114	4	A9	M9 blank	butanol
coumarate_111114	4	E11	COUM8-8_2	butanol
coumarate_111114	4	C6	COUM4-10_1	butanol
coumarate_111114	4	E10	COUM8-1_1	butanol
coumarate_111114	4	A12	M9 blank	butanol
coumarate_111114	4	D8	COUM6-5_1	butanol
coumarate_111114	4	F11	COUM8-8_3	butanol
coumarate_111114	4	B3	COUM2-3_3	butanol
coumarate_111114	4	G11	COUM3-10_1	butanol
coumarate_111114	4	C10	COUM7-9_2	butanol
coumarate_111114	4	G3	COUM2-7_2	butanol
coumarate_111114	4	F6	COUM5-3_1	butanol
coumarate_111114	4	G9	COUM7-6_2	butanol
coumarate_111114	4	C3	COUM2-4_1	butanol
coumarate_111114	4	H12	M9 blank	butanol
coumarate_111114	4	C4	COUM3-1_2	butanol
coumarate_111114	4	B7	COUM5-5_1	butanol
