evolved_compound,grown_compound,tray,strain,repl,growth_rate,exp_name
adipate,adipate,7,ADIP6-3,2,0.3325931126697559,adipate_012415
adipate,adipate,7,ADIP7-10,1,0.0,adipate_012415
adipate,adipate,7,ADIP8-7,2,0.0,adipate_012415
adipate,adipate,7,ADIP8-14,0,0.24228965947455916,adipate_012415
NA,adipate,7,MG1655,3,0.15644913353116588,adipate_012415
adipate,adipate,7,ADIP1-6,3,0.45100802644914456,adipate_012415
adipate,adipate,7,ADIP2-6,1,0.4196327017027503,adipate_012415
adipate,adipate,7,ADIP3-2,2,0.41366612466484903,adipate_012415
adipate,adipate,7,ADIP3-8,3,0.3848782320548333,adipate_012415
adipate,adipate,7,ADIP4-8,1,0.38815509943481685,adipate_012415
adipate,adipate,7,ADIP5-5,2,0.14870604253044242,adipate_012415
adipate,adipate,7,ADIP7-2,1,0.2914760086245488,adipate_012415
adipate,adipate,7,ADIP6-3,3,0.3740837676975635,adipate_012415
adipate,adipate,7,ADIP7-10,2,0.30810137821011896,adipate_012415
adipate,adipate,7,ADIP8-7,3,0.25787846497809574,adipate_012415
adipate,adipate,7,ADIP8-15,0,0.37600540530927484,adipate_012415
NA,adipate,7,MG1655,4,0.1573886391395641,adipate_012415
adipate,adipate,7,ADIP1-9,1,0.3829934662080068,adipate_012415
adipate,adipate,7,ADIP2-6,2,0.40447040823474845,adipate_012415
adipate,adipate,7,ADIP3-2,3,0.40851923280337066,adipate_012415
adipate,adipate,7,ADIP4-1,1,0.37386974628745334,adipate_012415
adipate,adipate,7,ADIP4-8,2,0.3809488491093908,adipate_012415
adipate,adipate,7,ADIP5-5,3,0.1620286226317438,adipate_012415
adipate,adipate,7,ADIP7-2,2,0.2353381237515254,adipate_012415
adipate,adipate,7,ADIP6-9,1,0.3757890092042046,adipate_012415
adipate,adipate,7,ADIP7-10,3,0.42349022607147213,adipate_012415
adipate,adipate,7,ADIP8-10,1,0.2850719589723316,adipate_012415
adipate,adipate,7,ADIP8-16,0,0.28655009096633877,adipate_012415
NA,adipate,7,MG1655,5,0.16663393470071025,adipate_012415
adipate,adipate,7,ADIP1-9,2,0.4019644494481152,adipate_012415
adipate,adipate,7,ADIP2-6,3,0.41586136797978074,adipate_012415
adipate,adipate,7,ADIP3-4,1,0.39282858500909995,adipate_012415
adipate,adipate,7,ADIP4-1,2,0.369921733288639,adipate_012415
adipate,adipate,7,ADIP4-8,3,0.36678476779657815,adipate_012415
adipate,adipate,7,ADIP5-6,1,0.4423868305533221,adipate_012415
adipate,adipate,7,ADIP7-2,3,0.27759314461658263,adipate_012415
adipate,adipate,7,ADIP6-9,2,0.36223734075017944,adipate_012415
adipate,adipate,7,ADIP8-3,1,0.27455560151353536,adipate_012415
adipate,adipate,7,ADIP8-10,2,0.2821335975397201,adipate_012415
adipate,adipate,7,ADIP8-17,0,0.26780189187065245,adipate_012415
adipate,adipate,7,ADIP1-1,1,0.40218161759959753,adipate_012415
adipate,adipate,7,ADIP1-9,3,0.3750442268676347,adipate_012415
adipate,adipate,7,ADIP2-10,1,0.4013396888387225,adipate_012415
adipate,adipate,7,ADIP3-4,2,0.3855765442268965,adipate_012415
adipate,adipate,7,ADIP4-1,3,0.3680859573237293,adipate_012415
adipate,adipate,7,ADIP5-2,1,0.4426427926796196,adipate_012415
adipate,adipate,7,ADIP5-6,2,0.42246717422468577,adipate_012415
adipate,adipate,7,ADIP7-5,1,0.3630851993039949,adipate_012415
adipate,adipate,7,ADIP6-9,3,0.3717982185019237,adipate_012415
adipate,adipate,7,ADIP8-3,2,0.26475377992972127,adipate_012415
adipate,adipate,7,ADIP8-10,3,0.2844038225700093,adipate_012415
adipate,adipate,7,ADIP8-18,0,0.2711707507396214,adipate_012415
adipate,adipate,7,ADIP1-1,2,0.4089804013465898,adipate_012415
adipate,adipate,7,ADIP2-5,1,0.3898292718041662,adipate_012415
adipate,adipate,7,ADIP2-10,2,0.38756927921915124,adipate_012415
adipate,adipate,7,ADIP3-4,3,0.3777137250938319,adipate_012415
adipate,adipate,7,ADIP4-4,1,0.15170321066192535,adipate_012415
adipate,adipate,7,ADIP5-2,2,0.16118683887160537,adipate_012415
adipate,adipate,7,ADIP5-6,3,0.4596918700538434,adipate_012415
adipate,adipate,7,ADIP7-5,2,0.386774181093698,adipate_012415
adipate,adipate,7,ADIP6-10,1,0.39683612205794494,adipate_012415
adipate,adipate,7,ADIP8-3,3,0.2860795421251792,adipate_012415
adipate,adipate,7,ADIP8-11,0,0.34833873841181057,adipate_012415
adipate,adipate,7,ADIP8-19,0,0.35003601676558455,adipate_012415
adipate,adipate,7,ADIP1-1,3,0.141925565371911,adipate_012415
adipate,adipate,7,ADIP2-5,2,0.3822068306851696,adipate_012415
adipate,adipate,7,ADIP2-10,3,0.3829359094975577,adipate_012415
adipate,adipate,7,ADIP3-8,1,0.37832512987263567,adipate_012415
adipate,adipate,7,ADIP4-4,2,0.23735596229965125,adipate_012415
adipate,adipate,7,ADIP5-2,3,0.4495380629389537,adipate_012415
adipate,adipate,7,ADIP6-3,1,0.39105073863597534,adipate_012415
adipate,adipate,7,ADIP7-5,3,0.34497064267896943,adipate_012415
adipate,adipate,7,ADIP6-10,2,0.39624460917695564,adipate_012415
adipate,adipate,7,ADIP8-7,1,0.25260123961152087,adipate_012415
adipate,adipate,7,ADIP8-12,0,0.2523864890124947,adipate_012415
adipate,adipate,7,ADIP8-20,0,0.2536406838079402,adipate_012415
NA,isobutyrate,8,MG1655,1,0.3665425162114942,adipate_012415
adipate,isobutyrate,8,ADIP1-6,1,0.454448377266749,adipate_012415
NA,isobutyrate,8,M9 blank,0,0.0,adipate_012415
NA,isobutyrate,8,M9 blank,0,0.0,adipate_012415
NA,isobutyrate,8,M9 blank,0,0.0,adipate_012415
NA,isobutyrate,8,M9 blank,0,0.0,adipate_012415
NA,isobutyrate,8,M9 blank,0,0.0,adipate_012415
NA,isobutyrate,8,M9 blank,0,0.0,adipate_012415
NA,isobutyrate,8,M9 blank,0,0.0,adipate_012415
NA,isobutyrate,8,M9 blank,0,0.0,adipate_012415
NA,isobutyrate,8,M9 blank,0,0.0,adipate_012415
adipate,isobutyrate,8,ADIP8-13,0,0.0,adipate_012415
NA,isobutyrate,8,MG1655,2,0.38028172550216477,adipate_012415
adipate,isobutyrate,8,ADIP1-6,2,0.3127453433014895,adipate_012415
adipate,isobutyrate,8,ADIP2-5,3,0.3649796816324741,adipate_012415
adipate,isobutyrate,8,ADIP3-2,1,0.3717351491785207,adipate_012415
adipate,isobutyrate,8,ADIP3-8,2,0.3505545109927329,adipate_012415
adipate,isobutyrate,8,ADIP4-4,3,0.3404193937282659,adipate_012415
adipate,isobutyrate,8,ADIP5-5,1,0.2860284272868363,adipate_012415
adipate,isobutyrate,8,ADIP6-10,3,0.19165008251862684,adipate_012415
adipate,isobutyrate,8,ADIP6-3,2,0.3414223183594397,adipate_012415
adipate,isobutyrate,8,ADIP7-10,1,0.3203562961470842,adipate_012415
adipate,isobutyrate,8,ADIP8-7,2,0.0,adipate_012415
adipate,isobutyrate,8,ADIP8-14,0,0.0,adipate_012415
NA,isobutyrate,8,MG1655,3,0.4107223102954133,adipate_012415
adipate,isobutyrate,8,ADIP1-6,3,0.33225644159463336,adipate_012415
adipate,isobutyrate,8,ADIP2-6,1,0.39051462410749316,adipate_012415
adipate,isobutyrate,8,ADIP3-2,2,0.22690258773125407,adipate_012415
adipate,isobutyrate,8,ADIP3-8,3,0.21640185885185959,adipate_012415
adipate,isobutyrate,8,ADIP4-8,1,0.3442301293415711,adipate_012415
adipate,isobutyrate,8,ADIP5-5,2,0.2919139874086094,adipate_012415
adipate,isobutyrate,8,ADIP7-2,1,0.3596896065588296,adipate_012415
adipate,isobutyrate,8,ADIP6-3,3,0.2695441762000283,adipate_012415
adipate,isobutyrate,8,ADIP7-10,2,0.2858372682573081,adipate_012415
adipate,isobutyrate,8,ADIP8-7,3,0.25509704647943593,adipate_012415
adipate,isobutyrate,8,ADIP8-15,0,0.20695953943401435,adipate_012415
NA,isobutyrate,8,MG1655,4,0.41010502748958116,adipate_012415
adipate,isobutyrate,8,ADIP1-9,1,0.18200642838831962,adipate_012415
adipate,isobutyrate,8,ADIP2-6,2,0.4206730744910587,adipate_012415
adipate,isobutyrate,8,ADIP3-2,3,0.26747527476530686,adipate_012415
adipate,isobutyrate,8,ADIP4-1,1,0.34842260648259504,adipate_012415
adipate,isobutyrate,8,ADIP4-8,2,0.35049180466148966,adipate_012415
adipate,isobutyrate,8,ADIP5-5,3,0.31214662252832753,adipate_012415
adipate,isobutyrate,8,ADIP7-2,2,0.405695035944794,adipate_012415
adipate,isobutyrate,8,ADIP6-9,1,0.16720795918231618,adipate_012415
adipate,isobutyrate,8,ADIP7-10,3,0.2092381281739545,adipate_012415
adipate,isobutyrate,8,ADIP8-10,1,0.29792181417692054,adipate_012415
adipate,isobutyrate,8,ADIP8-16,0,0.11054768928940865,adipate_012415
NA,isobutyrate,8,MG1655,5,0.4022830106953942,adipate_012415
adipate,isobutyrate,8,ADIP1-9,2,0.21785756398403447,adipate_012415
adipate,isobutyrate,8,ADIP2-6,3,0.41326507315148064,adipate_012415
adipate,isobutyrate,8,ADIP3-4,1,0.29304362534171857,adipate_012415
adipate,isobutyrate,8,ADIP4-1,2,0.2908694605990265,adipate_012415
adipate,isobutyrate,8,ADIP4-8,3,0.3454462703737625,adipate_012415
adipate,isobutyrate,8,ADIP5-6,1,0.21947414679120925,adipate_012415
adipate,isobutyrate,8,ADIP7-2,3,0.3532231155412957,adipate_012415
adipate,isobutyrate,8,ADIP6-9,2,0.2785868298730391,adipate_012415
adipate,isobutyrate,8,ADIP8-3,1,0.3589446466041774,adipate_012415
adipate,isobutyrate,8,ADIP8-10,2,0.3276227761172653,adipate_012415
adipate,isobutyrate,8,ADIP8-17,0,0.2782596154270646,adipate_012415
adipate,isobutyrate,8,ADIP1-1,1,0.19816652074297586,adipate_012415
adipate,isobutyrate,8,ADIP1-9,3,0.19830533297557815,adipate_012415
adipate,isobutyrate,8,ADIP2-10,1,0.3923282009296193,adipate_012415
adipate,isobutyrate,8,ADIP3-4,2,0.2208652954171768,adipate_012415
adipate,isobutyrate,8,ADIP4-1,3,0.36115999995855136,adipate_012415
adipate,isobutyrate,8,ADIP5-2,1,0.2896250962683978,adipate_012415
adipate,isobutyrate,8,ADIP5-6,2,0.22418506570692284,adipate_012415
adipate,isobutyrate,8,ADIP7-5,1,0.2541482247638396,adipate_012415
adipate,isobutyrate,8,ADIP6-9,3,0.2510668028042019,adipate_012415
adipate,isobutyrate,8,ADIP8-3,2,0.27628102705177005,adipate_012415
adipate,isobutyrate,8,ADIP8-10,3,0.3420959677963457,adipate_012415
adipate,isobutyrate,8,ADIP8-18,0,0.2839423816092352,adipate_012415
adipate,isobutyrate,8,ADIP1-1,2,0.16848935504544005,adipate_012415
adipate,isobutyrate,8,ADIP2-5,1,0.40127127524916884,adipate_012415
adipate,isobutyrate,8,ADIP2-10,2,0.4133923203493595,adipate_012415
adipate,isobutyrate,8,ADIP3-4,3,0.20197307058646158,adipate_012415
adipate,isobutyrate,8,ADIP4-4,1,0.30365301192350896,adipate_012415
adipate,isobutyrate,8,ADIP5-2,2,0.3220508109286365,adipate_012415
adipate,isobutyrate,8,ADIP5-6,3,0.10013409246453342,adipate_012415
adipate,isobutyrate,8,ADIP7-5,2,0.3012860478730462,adipate_012415
adipate,isobutyrate,8,ADIP6-10,1,0.36013803121841137,adipate_012415
adipate,isobutyrate,8,ADIP8-3,3,0.36262557618674124,adipate_012415
adipate,isobutyrate,8,ADIP8-11,0,0.19702870168160663,adipate_012415
adipate,isobutyrate,8,ADIP8-19,0,0.21292287878322275,adipate_012415
adipate,isobutyrate,8,ADIP1-1,3,0.1604741423376588,adipate_012415
adipate,isobutyrate,8,ADIP2-5,2,0.3402947061635767,adipate_012415
adipate,isobutyrate,8,ADIP2-10,3,0.3829005764178545,adipate_012415
adipate,isobutyrate,8,ADIP3-8,1,0.2420372310797952,adipate_012415
adipate,isobutyrate,8,ADIP4-4,2,0.17297677221644106,adipate_012415
adipate,isobutyrate,8,ADIP5-2,3,0.30487248193117955,adipate_012415
adipate,isobutyrate,8,ADIP6-3,1,0.09074005977155182,adipate_012415
adipate,isobutyrate,8,ADIP7-5,3,0.36164904330452213,adipate_012415
adipate,isobutyrate,8,ADIP6-10,2,0.36050943898682747,adipate_012415
adipate,isobutyrate,8,ADIP8-7,1,0.36773693883954683,adipate_012415
adipate,isobutyrate,8,ADIP8-12,0,0.34179487546031284,adipate_012415
adipate,isobutyrate,8,ADIP8-20,0,0.2537480614440332,adipate_012415
NA,hexanoate,9,MG1655,1,0.34805438942683636,adipate_012415
adipate,hexanoate,9,ADIP1-6,1,0.45785195534228645,adipate_012415
NA,hexanoate,9,M9 blank,0,0.0,adipate_012415
NA,hexanoate,9,M9 blank,0,0.0,adipate_012415
NA,hexanoate,9,M9 blank,0,0.0,adipate_012415
NA,hexanoate,9,M9 blank,0,0.0,adipate_012415
NA,hexanoate,9,M9 blank,0,0.0,adipate_012415
NA,hexanoate,9,M9 blank,0,0.0,adipate_012415
NA,hexanoate,9,M9 blank,0,0.0,adipate_012415
NA,hexanoate,9,M9 blank,0,0.0,adipate_012415
NA,hexanoate,9,M9 blank,0,0.29073664781596265,adipate_012415
adipate,hexanoate,9,ADIP8-13,0,0.0,adipate_012415
NA,hexanoate,9,MG1655,2,0.36603843747408243,adipate_012415
adipate,hexanoate,9,ADIP1-6,2,0.3460702661146966,adipate_012415
adipate,hexanoate,9,ADIP2-5,3,0.4611318275888094,adipate_012415
adipate,hexanoate,9,ADIP3-2,1,0.4606955595200323,adipate_012415
adipate,hexanoate,9,ADIP3-8,2,0.49442898229561877,adipate_012415
adipate,hexanoate,9,ADIP4-4,3,0.39243178735402856,adipate_012415
adipate,hexanoate,9,ADIP5-5,1,0.24002763197322743,adipate_012415
adipate,hexanoate,9,ADIP6-10,3,0.421021990321534,adipate_012415
adipate,hexanoate,9,ADIP6-3,2,0.41412972072756515,adipate_012415
adipate,hexanoate,9,ADIP7-10,1,0.44912165257017717,adipate_012415
adipate,hexanoate,9,ADIP8-7,2,0.4944015952677466,adipate_012415
adipate,hexanoate,9,ADIP8-14,0,0.398778018040716,adipate_012415
NA,hexanoate,9,MG1655,3,0.37062023144657275,adipate_012415
adipate,hexanoate,9,ADIP1-6,3,0.47405149872781005,adipate_012415
adipate,hexanoate,9,ADIP2-6,1,0.43280853237761274,adipate_012415
adipate,hexanoate,9,ADIP3-2,2,0.5437112801053549,adipate_012415
adipate,hexanoate,9,ADIP3-8,3,0.5090380442693181,adipate_012415
adipate,hexanoate,9,ADIP4-8,1,0.4709260815300687,adipate_012415
adipate,hexanoate,9,ADIP5-5,2,0.26221865725975974,adipate_012415
adipate,hexanoate,9,ADIP7-2,1,0.40558350754095246,adipate_012415
adipate,hexanoate,9,ADIP6-3,3,0.4272223602720955,adipate_012415
adipate,hexanoate,9,ADIP7-10,2,0.5306302602352669,adipate_012415
adipate,hexanoate,9,ADIP8-7,3,0.36159826472853257,adipate_012415
adipate,hexanoate,9,ADIP8-15,0,0.32545935966234457,adipate_012415
NA,hexanoate,9,MG1655,4,0.3857730955073107,adipate_012415
adipate,hexanoate,9,ADIP1-9,1,0.48041963344164185,adipate_012415
adipate,hexanoate,9,ADIP2-6,2,0.4367119089368029,adipate_012415
adipate,hexanoate,9,ADIP3-2,3,0.3754468123475025,adipate_012415
adipate,hexanoate,9,ADIP4-1,1,0.47199200273272407,adipate_012415
adipate,hexanoate,9,ADIP4-8,2,0.484964864297795,adipate_012415
adipate,hexanoate,9,ADIP5-5,3,0.42173029172202064,adipate_012415
adipate,hexanoate,9,ADIP7-2,2,0.41310613365708293,adipate_012415
adipate,hexanoate,9,ADIP6-9,1,0.43643018121900945,adipate_012415
adipate,hexanoate,9,ADIP7-10,3,0.43018955521271146,adipate_012415
adipate,hexanoate,9,ADIP8-10,1,0.3893608692237888,adipate_012415
adipate,hexanoate,9,ADIP8-16,0,0.3514989187079704,adipate_012415
NA,hexanoate,9,MG1655,5,0.36950122198725677,adipate_012415
adipate,hexanoate,9,ADIP1-9,2,0.5126689357874744,adipate_012415
adipate,hexanoate,9,ADIP2-6,3,0.4436157324913339,adipate_012415
adipate,hexanoate,9,ADIP3-4,1,0.4746538583918446,adipate_012415
adipate,hexanoate,9,ADIP4-1,2,0.26816788269382374,adipate_012415
adipate,hexanoate,9,ADIP4-8,3,0.48837638412501944,adipate_012415
adipate,hexanoate,9,ADIP5-6,1,0.4333733303066731,adipate_012415
adipate,hexanoate,9,ADIP7-2,3,0.3936362105032765,adipate_012415
adipate,hexanoate,9,ADIP6-9,2,0.416554899259068,adipate_012415
adipate,hexanoate,9,ADIP8-3,1,0.40452271164645753,adipate_012415
adipate,hexanoate,9,ADIP8-10,2,0.39492017885610364,adipate_012415
adipate,hexanoate,9,ADIP8-17,0,0.33261173387418574,adipate_012415
adipate,hexanoate,9,ADIP1-1,1,0.5496560161215338,adipate_012415
adipate,hexanoate,9,ADIP1-9,3,0.4889483916387968,adipate_012415
adipate,hexanoate,9,ADIP2-10,1,0.4633972635429675,adipate_012415
adipate,hexanoate,9,ADIP3-4,2,0.5377247205347311,adipate_012415
adipate,hexanoate,9,ADIP4-1,3,0.4062289748284777,adipate_012415
adipate,hexanoate,9,ADIP5-2,1,0.394695241966929,adipate_012415
adipate,hexanoate,9,ADIP5-6,2,0.38837761172606233,adipate_012415
adipate,hexanoate,9,ADIP7-5,1,0.517660450576094,adipate_012415
adipate,hexanoate,9,ADIP6-9,3,0.4284749358354508,adipate_012415
adipate,hexanoate,9,ADIP8-3,2,0.22775430018713022,adipate_012415
adipate,hexanoate,9,ADIP8-10,3,0.3916503483330342,adipate_012415
adipate,hexanoate,9,ADIP8-18,0,0.3956079600561437,adipate_012415
adipate,hexanoate,9,ADIP1-1,2,0.5147903091623373,adipate_012415
adipate,hexanoate,9,ADIP2-5,1,0.5225375723531447,adipate_012415
adipate,hexanoate,9,ADIP2-10,2,0.44826844121222953,adipate_012415
adipate,hexanoate,9,ADIP3-4,3,0.5422927313334295,adipate_012415
adipate,hexanoate,9,ADIP4-4,1,0.41481400832075493,adipate_012415
adipate,hexanoate,9,ADIP5-2,2,0.41645408964704583,adipate_012415
adipate,hexanoate,9,ADIP5-6,3,0.46207302249806764,adipate_012415
adipate,hexanoate,9,ADIP7-5,2,0.4769749939337529,adipate_012415
adipate,hexanoate,9,ADIP6-10,1,0.4532637725645892,adipate_012415
adipate,hexanoate,9,ADIP8-3,3,0.40680540936285287,adipate_012415
adipate,hexanoate,9,ADIP8-11,0,0.3950316061173809,adipate_012415
adipate,hexanoate,9,ADIP8-19,0,0.35240408907877396,adipate_012415
adipate,hexanoate,9,ADIP1-1,3,0.5319589060001141,adipate_012415
adipate,hexanoate,9,ADIP2-5,2,0.4637626571648769,adipate_012415
adipate,hexanoate,9,ADIP2-10,3,0.43837250201710537,adipate_012415
adipate,hexanoate,9,ADIP3-8,1,0.5431881495551029,adipate_012415
adipate,hexanoate,9,ADIP4-4,2,0.36593011774394596,adipate_012415
adipate,hexanoate,9,ADIP5-2,3,0.41035260160215287,adipate_012415
adipate,hexanoate,9,ADIP6-3,1,0.4588756054361769,adipate_012415
adipate,hexanoate,9,ADIP7-5,3,0.43066404576576867,adipate_012415
adipate,hexanoate,9,ADIP6-10,2,0.4961974522046295,adipate_012415
adipate,hexanoate,9,ADIP8-7,1,0.39104432543009526,adipate_012415
adipate,hexanoate,9,ADIP8-12,0,0.3915397951143649,adipate_012415
adipate,hexanoate,9,ADIP8-20,0,0.3791852603920058,adipate_012415
NA,octanoate,10,MG1655,1,0.19165933130657528,adipate_012415
adipate,octanoate,10,ADIP1-6,1,0.6058354462208406,adipate_012415
NA,octanoate,10,M9 blank,0,0.0,adipate_012415
NA,octanoate,10,M9 blank,0,0.0,adipate_012415
NA,octanoate,10,M9 blank,0,0.0,adipate_012415
NA,octanoate,10,M9 blank,0,0.0,adipate_012415
NA,octanoate,10,M9 blank,0,0.0,adipate_012415
NA,octanoate,10,M9 blank,0,0.38749684594593925,adipate_012415
NA,octanoate,10,M9 blank,0,0.0,adipate_012415
NA,octanoate,10,M9 blank,0,0.0,adipate_012415
NA,octanoate,10,M9 blank,0,0.0,adipate_012415
adipate,octanoate,10,ADIP8-13,0,0.0,adipate_012415
NA,octanoate,10,MG1655,2,0.3192497492954232,adipate_012415
adipate,octanoate,10,ADIP1-6,2,0.6830152838665244,adipate_012415
adipate,octanoate,10,ADIP2-5,3,0.0,adipate_012415
adipate,octanoate,10,ADIP3-2,1,0.5569042749396643,adipate_012415
adipate,octanoate,10,ADIP3-8,2,0.5876547039606822,adipate_012415
adipate,octanoate,10,ADIP4-4,3,0.2927367853183029,adipate_012415
adipate,octanoate,10,ADIP5-5,1,0.38245954136678373,adipate_012415
adipate,octanoate,10,ADIP6-10,3,0.43569407468650945,adipate_012415
adipate,octanoate,10,ADIP6-3,2,0.5304734842068584,adipate_012415
adipate,octanoate,10,ADIP7-10,1,0.5845425515856785,adipate_012415
adipate,octanoate,10,ADIP8-7,2,0.0,adipate_012415
adipate,octanoate,10,ADIP8-14,0,0.0,adipate_012415
NA,octanoate,10,MG1655,3,0.19349905403275483,adipate_012415
adipate,octanoate,10,ADIP1-6,3,0.0,adipate_012415
adipate,octanoate,10,ADIP2-6,1,0.0,adipate_012415
adipate,octanoate,10,ADIP3-2,2,0.0,adipate_012415
adipate,octanoate,10,ADIP3-8,3,0.0,adipate_012415
adipate,octanoate,10,ADIP4-8,1,0.44403672777045455,adipate_012415
adipate,octanoate,10,ADIP5-5,2,0.1840276806187234,adipate_012415
adipate,octanoate,10,ADIP7-2,1,0.23321576107354877,adipate_012415
adipate,octanoate,10,ADIP6-3,3,0.49194054746195365,adipate_012415
adipate,octanoate,10,ADIP7-10,2,0.0,adipate_012415
adipate,octanoate,10,ADIP8-7,3,0.12320502710914628,adipate_012415
adipate,octanoate,10,ADIP8-15,0,0.41886793138061984,adipate_012415
NA,octanoate,10,MG1655,4,0.30678088368671197,adipate_012415
adipate,octanoate,10,ADIP1-9,1,0.0,adipate_012415
adipate,octanoate,10,ADIP2-6,2,0.0,adipate_012415
adipate,octanoate,10,ADIP3-2,3,0.0,adipate_012415
adipate,octanoate,10,ADIP4-1,1,0.4807472263132764,adipate_012415
adipate,octanoate,10,ADIP4-8,2,0.469150763494781,adipate_012415
adipate,octanoate,10,ADIP5-5,3,0.3121526378605163,adipate_012415
adipate,octanoate,10,ADIP7-2,2,0.5147651900665401,adipate_012415
adipate,octanoate,10,ADIP6-9,1,0.5349082524503331,adipate_012415
adipate,octanoate,10,ADIP7-10,3,0.5110720834432565,adipate_012415
adipate,octanoate,10,ADIP8-10,1,0.12311726490682626,adipate_012415
adipate,octanoate,10,ADIP8-16,0,0.11668719105733892,adipate_012415
NA,octanoate,10,MG1655,5,0.29251668040377105,adipate_012415
adipate,octanoate,10,ADIP1-9,2,0.0,adipate_012415
adipate,octanoate,10,ADIP2-6,3,0.0,adipate_012415
adipate,octanoate,10,ADIP3-4,1,0.0,adipate_012415
adipate,octanoate,10,ADIP4-1,2,0.418454384959656,adipate_012415
adipate,octanoate,10,ADIP4-8,3,0.4854928296339593,adipate_012415
adipate,octanoate,10,ADIP5-6,1,0.5615617522763138,adipate_012415
adipate,octanoate,10,ADIP7-2,3,0.0,adipate_012415
adipate,octanoate,10,ADIP6-9,2,0.49760392928699904,adipate_012415
adipate,octanoate,10,ADIP8-3,1,0.0,adipate_012415
adipate,octanoate,10,ADIP8-10,2,0.21191307569480058,adipate_012415
adipate,octanoate,10,ADIP8-17,0,0.15379880316737896,adipate_012415
adipate,octanoate,10,ADIP1-1,1,0.0,adipate_012415
adipate,octanoate,10,ADIP1-9,3,0.0,adipate_012415
adipate,octanoate,10,ADIP2-10,1,0.0,adipate_012415
adipate,octanoate,10,ADIP3-4,2,0.0,adipate_012415
adipate,octanoate,10,ADIP4-1,3,0.45830287725366875,adipate_012415
adipate,octanoate,10,ADIP5-2,1,0.5241631439841226,adipate_012415
adipate,octanoate,10,ADIP5-6,2,0.6033125830799371,adipate_012415
adipate,octanoate,10,ADIP7-5,1,0.0,adipate_012415
adipate,octanoate,10,ADIP6-9,3,0.4997180267510021,adipate_012415
adipate,octanoate,10,ADIP8-3,2,0.08944431210837445,adipate_012415
adipate,octanoate,10,ADIP8-10,3,0.0,adipate_012415
adipate,octanoate,10,ADIP8-18,0,0.1473769147810298,adipate_012415
adipate,octanoate,10,ADIP1-1,2,0.0,adipate_012415
adipate,octanoate,10,ADIP2-5,1,0.0,adipate_012415
adipate,octanoate,10,ADIP2-10,2,0.0,adipate_012415
adipate,octanoate,10,ADIP3-4,3,0.0,adipate_012415
adipate,octanoate,10,ADIP4-4,1,0.13008897055018734,adipate_012415
adipate,octanoate,10,ADIP5-2,2,0.13028374618460994,adipate_012415
adipate,octanoate,10,ADIP5-6,3,0.5084968588439406,adipate_012415
adipate,octanoate,10,ADIP7-5,2,0.5716489045419249,adipate_012415
adipate,octanoate,10,ADIP6-10,1,0.49165735935364824,adipate_012415
adipate,octanoate,10,ADIP8-3,3,0.0,adipate_012415
adipate,octanoate,10,ADIP8-11,0,0.4628777346382046,adipate_012415
adipate,octanoate,10,ADIP8-19,0,0.362903411510219,adipate_012415
adipate,octanoate,10,ADIP1-1,3,0.0,adipate_012415
adipate,octanoate,10,ADIP2-5,2,0.0,adipate_012415
adipate,octanoate,10,ADIP2-10,3,0.0,adipate_012415
adipate,octanoate,10,ADIP3-8,1,0.0,adipate_012415
adipate,octanoate,10,ADIP4-4,2,0.0,adipate_012415
adipate,octanoate,10,ADIP5-2,3,0.5129105914443239,adipate_012415
adipate,octanoate,10,ADIP6-3,1,0.5185196460741338,adipate_012415
adipate,octanoate,10,ADIP7-5,3,0.3179363592172462,adipate_012415
adipate,octanoate,10,ADIP6-10,2,0.4917914190834078,adipate_012415
adipate,octanoate,10,ADIP8-7,1,0.12023412453555211,adipate_012415
adipate,octanoate,10,ADIP8-12,0,0.11051852003282706,adipate_012415
adipate,octanoate,10,ADIP8-20,0,0.11948621901864315,adipate_012415
NA,"1,2-propanediol",11,MG1655,1,0.35199364965056,adipate_012415
adipate,"1,2-propanediol",11,ADIP1-6,1,0.40483240923347996,adipate_012415
NA,"1,2-propanediol",11,M9 blank,0,0.0,adipate_012415
NA,"1,2-propanediol",11,M9 blank,0,0.0,adipate_012415
NA,"1,2-propanediol",11,M9 blank,0,0.0,adipate_012415
NA,"1,2-propanediol",11,M9 blank,0,0.0,adipate_012415
NA,"1,2-propanediol",11,M9 blank,0,0.0,adipate_012415
NA,"1,2-propanediol",11,M9 blank,0,0.3340289518967414,adipate_012415
NA,"1,2-propanediol",11,M9 blank,0,0.0,adipate_012415
NA,"1,2-propanediol",11,M9 blank,0,0.20156139530232636,adipate_012415
NA,"1,2-propanediol",11,M9 blank,0,0.3989752065057013,adipate_012415
adipate,"1,2-propanediol",11,ADIP8-13,0,0.0,adipate_012415
NA,"1,2-propanediol",11,MG1655,2,0.3785525079360793,adipate_012415
adipate,"1,2-propanediol",11,ADIP1-6,2,0.39345166079174987,adipate_012415
adipate,"1,2-propanediol",11,ADIP2-5,3,0.4071983766317603,adipate_012415
adipate,"1,2-propanediol",11,ADIP3-2,1,0.4203808239962352,adipate_012415
adipate,"1,2-propanediol",11,ADIP3-8,2,0.4369807840732915,adipate_012415
adipate,"1,2-propanediol",11,ADIP4-4,3,0.35393754818561923,adipate_012415
adipate,"1,2-propanediol",11,ADIP5-5,1,0.3309881118341135,adipate_012415
adipate,"1,2-propanediol",11,ADIP6-10,3,0.3853407021991139,adipate_012415
