,strain,compound,slope
1051,proQ-3,hexanoate,0.1458959967848309
1052,ompR-1,hexanoate,0.2906650072120476
1053,HEXA6-9_3,hexanoate,0.4658763255098254
1054,ompR_proQ-3,hexanoate,0.33978564135440736
1055,HEXA4-10_2,hexanoate,0.7251034181248965
1056,HEXA4-10_1,hexanoate,0.7766297785257801
1057,HEXA6-9_1,hexanoate,0.5061935568254131
1058,ompR-2,hexanoate,0.19454911927930552
1059,ompR_proQ-2,hexanoate,0.3319714725669299
1060,HEXA1-1_2,hexanoate,0.6382704358034652
1061,HEXA1-1_1,hexanoate,0.6998809332548921
1062,HEXA2-9_1,hexanoate,0.49078120182720586
1063,HEXA6-9_2,hexanoate,0.44755655437357034
1064,ompR-3,hexanoate,0.2438235097107684
1065,proQ-1,hexanoate,0.1547375734087108
1066,HEXA2-9_2,hexanoate,0.31351729603786777
1067,ompR_proQ-1,hexanoate,0.3380216651280607
1068,MG1655-3,hexanoate,0.17987744360847238
1069,MG1655-1,hexanoate,0.190080273101317
1070,HEXA4-10_3,hexanoate,0.7723079336492484
1071,COUM4-2_1,coumarate,0.5223114055932672
1072,nadR_yhjK-2,coumarate,0.4313653564231897
1073,ypjA_mprA-3,coumarate,0.46744075182092976
1074,COUM2-4_2,coumarate,0.6700966274340101
1075,ypjA_mprA_nadR-1,coumarate,0.498301642079968
1076,mprA_yhjK-2,coumarate,0.5405799389344029
1077,mprA-2,coumarate,0.43028281520528805
1078,ypjA-1,coumarate,0.2808323171763725
1079,nadR_mprA-3,coumarate,0.5118003957736121
1080,COUM8-6_1,coumarate,0.49761557521143956
1081,nadR_yhjK-3,coumarate,0.40790052949030775
1082,nadR-3,coumarate,0.4195584331269998
1083,COUM2-4_3,coumarate,0.7506251105950797
1084,ypjA-3,coumarate,0.259199268827039
1085,COUM4-2_3,coumarate,0.3482428766828902
1086,ypjA_mprA-2,coumarate,0.4422840641830995
1087,COUM2-4_1,coumarate,0.6310444747278146
1088,nadR_mprA-1,coumarate,0.491986188637818
1089,ypjA_mprA_yhjK-2,coumarate,0.4706139284668198
1090,ypjA_mprA_yhjK-1,coumarate,0.4845157708596578
1091,COUM7-6_1,coumarate,0.6562025355408153
1092,COUM7-6_3,coumarate,0.6450836366651383
1093,ypjA_mprA_nadR-3,coumarate,0.5602289974364325
1094,COUM8-6_2,coumarate,0.5561730202878729
1095,nadR_mprA_yhjK-3,coumarate,0.5606382781817268
1096,nadR-2,coumarate,0.4051171983736584
1097,MG1655-2,coumarate,0.3154511136588486
1098,nadR_yhjK-1,coumarate,0.4125540672594101
1099,COUM8-6_3,coumarate,0.538519107979729
1100,nadR_mprA_yhjK-2,coumarate,0.6180583026057391
1101,mprA-1,coumarate,0.4541477291014129
1102,yhjK-2,coumarate,0.38674785548951857
1103,ypjA_mprA_nadR-2,coumarate,0.5420683791689199
1104,mprA-3,coumarate,0.4180147046658835
1105,nadR_mprA-2,coumarate,0.4698443359078172
1106,yhjK-3,coumarate,0.38649547666176665
1107,mprA_yhjK-3,coumarate,0.5836063619722431
1108,nadR-1,coumarate,0.4266668710838759
1109,ypjA-2,coumarate,0.3661311532940734
1110,COUM4-2_2,coumarate,0.32508840947365103
1111,yhjK-1,coumarate,0.42729148588044663
1112,ypjA_mprA_yhjK-3,coumarate,0.45142365138881485
1113,MG1655-3,coumarate,0.2458283587794405
1114,COUM7-6_2,coumarate,0.6935618899299417
1115,MG1655-1,coumarate,0.19197354040188658
1116,ypjA_mprA-1,coumarate,0.46890653822342887
1117,mprA_yhjK-1,coumarate,0.4843333515333574
1118,nadR_mprA_yhjK-1,coumarate,0.6360917475864302
1119,12PD4-6_1,"1,2-propanediol",0.7821009159686438
1120,acrB-2,"1,2-propanediol",0.3049215148907356
1121,metJ_relA_yeaR-1,"1,2-propanediol",0.23044387357433385
1122,metJ_relA_clsA-3,"1,2-propanediol",0.1161488939863755
1123,metJ_relA_acrB-3,"1,2-propanediol",0.121521733925085
1124,metJ_relA_purT-2,"1,2-propanediol",0.0
1125,metJ-3,"1,2-propanediol",0.3617804320877009
1126,12PD3-8_3,"1,2-propanediol",0.6747321291816261
1127,metJ_relA_rnb-2,"1,2-propanediol",0.22804859745624373
1128,metJ_relA_rnb-1,"1,2-propanediol",0.22084345302840971
1129,metJ_relA_clsA-1,"1,2-propanediol",0.14137575195576138
1130,acrB-1,"1,2-propanediol",0.0
1131,MG1655-2,"1,2-propanediol",0.0
1132,metJ_relA_yeaR-2,"1,2-propanediol",0.20827610701157517
1133,metJ_relA_acrB-1,"1,2-propanediol",0.1039735335953627
1134,metJ_relA_treA-1,"1,2-propanediol",0.26164438730479067
1135,metJ_acrB-1,"1,2-propanediol",0.3439078627046651
1136,metJ_relA_clsA-2,"1,2-propanediol",0.143602829401012
1137,metJ_acrB-2,"1,2-propanediol",0.3665897731598256
1138,12PD7-6_2,"1,2-propanediol",0.8270260101193978
1139,12PD3-8_2,"1,2-propanediol",0.562258132469834
1140,metJ_relA_purT-1,"1,2-propanediol",0.2643620304770835
1141,metJ_relA_treR-3,"1,2-propanediol",0.12381658789315528
1142,metJ_relA_treR-1,"1,2-propanediol",0.24672910749503607
1143,12PD4-6_2,"1,2-propanediol",0.5906085757550283
1144,12PD6-3_3,"1,2-propanediol",0.33842714380776473
1145,12PD3-8_1,"1,2-propanediol",0.5870104698735994
1146,metJ-1,"1,2-propanediol",0.3638413908212331
1147,metJ_relA_treA-2,"1,2-propanediol",0.19941735962425533
1148,12PD4-6_3,"1,2-propanediol",0.8166646841337055
1149,12PD7-6_1,"1,2-propanediol",0.7771305806275705
1150,12PD7-6_3,"1,2-propanediol",0.6940509113583322
1151,12PD6-3_1,"1,2-propanediol",0.2822778294999035
1152,acrB-3,"1,2-propanediol",0.3267702888248851
1153,metJ_relA_acrB-2,"1,2-propanediol",0.237134507804503
1154,12PD6-3_2,"1,2-propanediol",0.0
1155,metJ_acrB-3,"1,2-propanediol",0.35449275644115225
1156,metJ_relA_rnb-3,"1,2-propanediol",0.16227399300182702
1157,metJ-2,"1,2-propanediol",0.382866451442542
1158,MG1655-3,"1,2-propanediol",0.0
1159,metJ_relA_treA-3,"1,2-propanediol",0.15693167527368218
1160,MG1655-1,"1,2-propanediol",0.0
1161,metJ_relA_treR-2,"1,2-propanediol",0.18286846329815754
1162,metJ_relA_yeaR-3,"1,2-propanediol",0.0968082106866969
1163,metJ_relA_purT-3,"1,2-propanediol",0.3264725232912125
1164,HMDA1-10_3,HMDA,0.4093068546366482
1165,proV_ptsP-2,HMDA,0.20683565871518758
1166,proV_ptsP-1,HMDA,0.225549565447244
1167,proV_nagC-1,HMDA,0.12954728750239936
1168,MG1655-2,HMDA,0.10327564076218686
1169,HMDA5-4_3,HMDA,0.7000437363713441
1170,proV_wbbK-3,HMDA,0.045591755188511135
1171,HMDA7-1_2,HMDA,0.3894638567090896
1172,HMDA1-10_1,HMDA,0.40388164719832403
1173,HMDA3-5_3,HMDA,0.5900751313188317
1174,wbbK-1,HMDA,0.122112618826719
1175,proV_ptsP_wbbK-1,HMDA,0.26647964741035224
1176,ptsP-2,HMDA,0.20983519622183838
1177,proV_ptsP_nagC-1,HMDA,0.2970370729346172
1178,HMDA5-4_1,HMDA,0.7464951246732937
1179,HMDA7-1_1,HMDA,0.4101888454254284
1180,proV-1,HMDA,0.20338648364510953
1181,wbbK-3,HMDA,0.13029019185205082
1182,proV_wbbK-1,HMDA,0.18744732112882903
1183,HMDA5-4_2,HMDA,0.6824714444680643
1184,proV_ptsP_wbbK-2,HMDA,0.23364140120773455
1185,HMDA7-1_3,HMDA,0.3908034169775691
1186,HMDA3-5_1,HMDA,0.652681439838079
1187,proV-2,HMDA,0.21019822647736583
1188,proV_nagC-3,HMDA,0.0
1189,HMDA3-5_2,HMDA,0.63700449025927
1190,ptsP-3,HMDA,0.20907070939522368
1191,wbbK-2,HMDA,0.131496384790651
1192,proV_nagC-2,HMDA,0.14804874761194417
1193,proV_ptsP-3,HMDA,0.12548224839143113
1194,MG1655-3,HMDA,0.10431891061458716
1195,proV_ptsP_nagC-2,HMDA,0.2964821870082378
1196,proV_wbbK-2,HMDA,0.11155196185912153
1197,proV_ptsP_wbbK-3,HMDA,0.17357044325401738
1198,MG1655-1,HMDA,0.08812825591075403
1199,HMDA1-10_2,HMDA,0.4092902459349406
1200,ptsP-1,HMDA,0.20476109825554636
1201,proV_ptsP_nagC-3,HMDA,0.22740404220564936
1202,proV-3,HMDA,0.20043272475384108
1203,12PD4-6_1,"1,2-propanediol",0.48908365344296395
1204,acrB-2,"1,2-propanediol",0.1927882573725056
1205,12PD7-6_1,"1,2-propanediol",0.8199446806253687
1206,relA-3,"1,2-propanediol",0.1170395852006231
1207,treA-1,"1,2-propanediol",0.24967938006259546
1208,metJ-lg-2,"1,2-propanediol",0.028388680502854445
1209,purT-1,"1,2-propanediol",0.12892826127023377
1210,12PD3-8_3,"1,2-propanediol",0.535766069481808
1211,metJ-3,"1,2-propanediol",0.27902464668902427
1212,yfgF-3,"1,2-propanediol",0.2497091432939844
1213,treA-3,"1,2-propanediol",0.09477827558183823
1214,acrB-1,"1,2-propanediol",0.33070760915588987
1215,yfgF-1,"1,2-propanediol",0.0
1216,metJ-2,"1,2-propanediol",0.39987615464801124
1217,clsA-3,"1,2-propanediol",0.09606989119649022
1218,treA-2,"1,2-propanediol",0.27700704545981275
1219,purT-3,"1,2-propanediol",0.12799591411208847
1220,relA-2,"1,2-propanediol",0.18167626395027783
1221,fabR-2,"1,2-propanediol",0.14561269875785418
1222,12PD7-6_2,"1,2-propanediol",0.8587306442952835
1223,12PD3-8_2,"1,2-propanediol",0.5930617776620106
1224,clsA-1,"1,2-propanediol",0.18990051770416236
1225,MG1655-2,"1,2-propanediol",0.15003528390441628
1226,12PD4-6_2,"1,2-propanediol",0.49278541474133314
1227,12PD6-3_3,"1,2-propanediol",0.4304375973694926
1228,metJ-sm-1,"1,2-propanediol",0.0956382165693013
1229,12PD3-8_1,"1,2-propanediol",0.5946875648232655
1230,metJ-1,"1,2-propanediol",0.3896466088223161
1231,metJ-lg-1,"1,2-propanediol",0.1171560482352855
1232,metJ-sm-3,"1,2-propanediol",0.12330851326916142
1233,12PD4-6_3,"1,2-propanediol",0.48817030759018437
1234,12PD7-6_3,"1,2-propanediol",0.8458985993994191
1235,12PD6-3_1,"1,2-propanediol",0.4351194012655633
1236,acrB-3,"1,2-propanediol",0.1251827576571257
1237,12PD6-3_2,"1,2-propanediol",0.4403937906196565
1238,purT-2,"1,2-propanediol",0.0
1239,yfgF-2,"1,2-propanediol",0.22581726689981538
1240,relA-1,"1,2-propanediol",0.2283202026958897
1241,fabR-3,"1,2-propanediol",0.12073820207646117
1242,metJ-lg-3,"1,2-propanediol",0.1267374303435562
1243,fabR-1,"1,2-propanediol",0.20448518145003206
1244,MG1655-3,"1,2-propanediol",0.24019863211447284
1245,MG1655-1,"1,2-propanediol",0.1413575470816096
1246,metJ-sm-2,"1,2-propanediol",0.11205013614520876
1247,clsA-2,"1,2-propanediol",0.09497441273122342
1248,IBUA8-3_2,isobutyrate,0.34476713375583884
1249,ilvH-3,isobutyrate,0.1767420173144028
1250,MG1655-2,isobutyrate,0.1807335440380169
1251,IBUA8-3_1,isobutyrate,0.3521784929724929
1252,pykF-1,isobutyrate,0.2701957150072143
1253,pykF_ilvN-3,isobutyrate,0.2676603351491636
1254,ilvN-2,isobutyrate,0.23586418731053618
1255,pykF_ilvN-1,isobutyrate,0.27530789329281685
1256,pykF_ilvH-1,isobutyrate,0.2601986435723386
1257,pykF_ilvN-2,isobutyrate,0.2718344565075961
1258,ilvN-3,isobutyrate,0.24231594074225368
1259,IBUA8-3_3,isobutyrate,0.3516568125113264
1260,pykF-2,isobutyrate,0.2548881008779194
1261,pykF-3,isobutyrate,0.24780765483332012
1262,pykF_ilvH-2,isobutyrate,0.2437316685334276
1263,pykF_ilvH-3,isobutyrate,0.27114917030068464
1264,MG1655-1,isobutyrate,0.2018589931815147
1265,ilvH-2,isobutyrate,0.2087607502508376
1266,ilvH-1,isobutyrate,0.19644559638025266
1267,ilvN-1,isobutyrate,0.2235937123152326
1268,MG1655-3,isobutyrate,0.16772312521883742
